"","featureid","mz","rt","DTXSID","DB_name","name_original","formula_cleaned","group","mean_visit1","mean_N_OW","of_interest_cat","NFF_intensityTRUE"
"1473","275.11023-105.6",275.11023,105.6,"DTXSID7027095","DTXSID7027095","Diallyl,diglycol,carbonate","C12H18O7","nurse",NA,160163.2672,1,1
"1474","275.20072-674.5",275.20072,674.5,"DTXSID7023350","DTXSID7023350","Nandrolone","C18H26O2","nurse",NA,18497.42987,0,1
"1475","275.20072-674.5",275.20072,674.5,"DTXSID3034456","DTXSID3034456","Cinmethylin","C18H26O2","nurse",NA,18497.42987,0,1
"1476","275.20085-678.5",275.20085,678.5,"DTXSID7023350","DTXSID7023350","Nandrolone","C18H26O2","nurse",NA,19997.40192,0,1
"1477","275.20085-678.5",275.20085,678.5,"DTXSID3034456","DTXSID3034456","Cinmethylin","C18H26O2","nurse",NA,19997.40192,0,1
"1478","277.10522-469.1",277.10522,469.1,"DTXSID1036545","DTXSID1036545","Triphenylsilanol","C18H16OSi","nurse",NA,63468.56483,0,1
"1479","277.21659-699.5",277.21659,699.5,"DTXSID3032624","DTXSID3032624","Kinoprene","C18H28O2","nurse",NA,64576.62572,0,1
"1480","277.21661-702.3",277.21661,702.3,"DTXSID3032624","DTXSID3032624","Kinoprene","C18H28O2","nurse",NA,68283.95251,0,1
"1481","277.21672-708",277.21672,708,"DTXSID3032624","DTXSID3032624","Kinoprene","C18H28O2","nurse",NA,77491.74827,0,1
"1482","277.21677-705.3",277.21677,705.3,"DTXSID3032624","DTXSID3032624","Kinoprene","C18H28O2","nurse",NA,73645.70593,0,1
"1483","279.09356-540.9",279.09356,540.9,"DTXSID0029559","DTXSID0029559","Diazolidinyl,urea","C8H14N4O7","nurse",NA,8638.756635,0,0
"1484","279.09356-540.9",279.09356,540.9,"DTXSID1046390","DTXSID1046390","Sulfisomidine","C12H14N4O2S","nurse",NA,8638.756635,0,0
"1485","279.09356-540.9",279.09356,540.9,"DTXSID2022121","DTXSID2022121","Triphenylphosphine,oxide","C18H15OP","nurse",NA,8638.756635,0,0
"1486","279.09356-540.9",279.09356,540.9,"DTXSID3052511","DTXSID3052511","Trityl,chloride","C19H15Cl","nurse",NA,8638.756635,0,0
"1487","279.09356-540.9",279.09356,540.9,"DTXSID6021290","DTXSID6021290","Sulfamethazine","C12H14N4O2S","nurse",NA,8638.756635,0,0
"1488","279.12083-379.3",279.12083,379.3,"DTXSID9027075","DTXSID9027075","Trisodium,(2-hydroxyethyl)ethylenediaminetriacetate","C10H18N2O7","nurse",NA,13882.9195,0,1
"1489","279.23251-726.7",279.23251,726.7,"DTXSID7025506","DTXSID7025506","Linolenic,acid","C18H30O2","nurse",NA,224417.2098,1,1
"1490","279.23256-732",279.23256,732,"DTXSID7025506","DTXSID7025506","Linolenic,acid","C18H30O2","nurse",NA,242914.0088,1,1
"1491","279.23282-723.2",279.23282,723.2,"DTXSID7025506","DTXSID7025506","Linolenic,acid","C18H30O2","nurse",NA,207424.169,1,1
"1492","283.15209-486.1",283.15209,486.1,"DTXSID2040652","DTXSID2040652","Artemisinin","C15H22O5","nurse",NA,30619.09679,0,1
"1493","283.15209-486.1",283.15209,486.1,"DTXSID4040713","DTXSID4040713","Octyl,gallate","C15H22O5","nurse",NA,30619.09679,1,1
"1494","283.15372-448.9",283.15372,448.9,"DTXSID10319135","DTXSID10319135","NSC340077","C16H18N4O","nurse",NA,55183.28929,0,1
"1495","283.15382-452.5",283.15382,452.5,"DTXSID10319135","DTXSID10319135","NSC340077","C16H18N4O","nurse",NA,54929.84298,0,1
"1496","283.15445-628.3",283.15445,628.3,"DTXSID2040652","DTXSID2040652","Artemisinin","C15H22O5","nurse",NA,2609.265768,0,0
"1497","283.15445-628.3",283.15445,628.3,"DTXSID4040713","DTXSID4040713","Octyl,gallate","C15H22O5","nurse",NA,2609.265768,1,0
"1498","285.09486-273",285.09486,273,"MTX794","DTXSID7021869-BTMR0166","","C13H16O7","nurse",NA,2709.201367,0,0
"1499","285.09486-273",285.09486,273,"MTX702","DTXSID6024200-BTMR1231","","C13H16O7","nurse",NA,2709.201367,0,0
"1500","285.18761-753.6",285.18761,753.6,"DTXSID8047973","DTXSID8047973","4,4'-Propane-2,2-diylbis(2,6-dimethylphenol)","C19H24O2","nurse",NA,2935.038609,0,0
"1501","285.18761-753.6",285.18761,753.6,"DTXSID4047410","DTXSID4047410","Linalyl,cinnamate","C19H24O2","nurse",NA,2935.038609,0,0
"1502","285.22195-946.3",285.22195,946.3,"DTXSID5025998","DTXSID5025998","Retinal","C20H28O","nurse",NA,189577.3884,0,1
"1503","285.22195-946.3",285.22195,946.3,"DTXSID4021478","DTXSID4021478","Lynestrenol","C20H28O","nurse",NA,189577.3884,1,1
"1504","285.22195-946.3",285.22195,946.3,"DTXSID0025997","DTXSID0025997","13-cis-Retinal","C20H28O","nurse",NA,189577.3884,0,1
"1505","285.22237-941.6",285.22237,941.6,"DTXSID5025998","DTXSID5025998","Retinal","C20H28O","nurse",NA,160960.4781,0,1
"1506","285.22237-941.6",285.22237,941.6,"DTXSID4021478","DTXSID4021478","Lynestrenol","C20H28O","nurse",NA,160960.4781,1,1
"1507","285.22237-941.6",285.22237,941.6,"DTXSID0025997","DTXSID0025997","13-cis-Retinal","C20H28O","nurse",NA,160960.4781,0,1
"1508","286.14498-624.3",286.14498,624.3,"DTXSID9023336","DTXSID9023336","MORPHINE","C17H19NO3","nurse",NA,6077630.175,1,1
"1509","286.14498-624.3",286.14498,624.3,"DTXSID8023133","DTXSID8023133","HYDROMORPHONE","C17H19NO3","nurse",NA,6077630.175,1,1
"1510","286.14498-624.3",286.14498,624.3,"DTXSID3021805","DTXSID3021805","Piperine","C17H19NO3","nurse",NA,6077630.175,0,1
"1511","286.1451-619.1",286.1451,619.1,"DTXSID3021805","DTXSID3021805","Piperine","C17H19NO3","nurse",NA,5114664.603,0,1
"1512","286.1451-619.1",286.1451,619.1,"DTXSID9023336","DTXSID9023336","MORPHINE","C17H19NO3","nurse",NA,5114664.603,1,1
"1513","286.1451-619.1",286.1451,619.1,"DTXSID8023133","DTXSID8023133","HYDROMORPHONE","C17H19NO3","nurse",NA,5114664.603,1,1
"1514","287.14807-624.1",287.14807,624.1,"DTXSID3029607","DTXSID3029607","Triethylene,glycol,dimethacrylate","C14H22O6","nurse",NA,930928.3675,0,1
"1515","287.14825-619.1",287.14825,619.1,"DTXSID3029607","DTXSID3029607","Triethylene,glycol,dimethacrylate","C14H22O6","nurse",NA,746060.6585,0,1
"1516","287.16225-706.9",287.16225,706.9,"DTXSID4046444","DTXSID4046444","Abacavir","C14H18N6O","nurse",NA,3671.862794,0,0
"1517","288.15067-624.5",288.15067,624.5,"DTXSID1021247","DTXSID1021247","C.I.,Basic,Red,9,monohydrochloride","C19H18ClN3","nurse",NA,82168.62593,1,1
"1518","288.15074-619.1",288.15074,619.1,"DTXSID1021247","DTXSID1021247","C.I.,Basic,Red,9,monohydrochloride","C19H18ClN3","nurse",NA,71647.90939,1,1
"1519","289.2059-120.9",289.2059,120.9,"DTXSID8046119","DTXSID8046119","Pranolium,chloride","C18H26ClNO2","nurse",NA,5143.331336,0,0
"1520","290.13921-266.9",290.13921,266.9,"DTXSID9048859","DTXSID9048859","Chloropyramine,hydrochloride","C16H21Cl2N3","nurse",NA,716.6416311,0,0
"1521","290.15974-146.4",290.15974,146.4,"DTXSID4045767","DTXSID4045767","Etazolate,hydrochloride","C14H20ClN5O2","nurse",NA,7354.672867,0,0
"1522","291.23254-884.3",291.23254,884.3,"DTXSID9022609","DTXSID9022609","Androstenediol","C19H30O2","nurse",NA,276885.8891,0,1
"1523","291.23254-884.3",291.23254,884.3,"DTXSID3036525","DTXSID3036525","Androsterone","C19H30O2","nurse",NA,276885.8891,0,1
"1524","291.23254-884.3",291.23254,884.3,"DTXSID9022364","DTXSID9022364","5alpha-Dihydrotestosterone","C19H30O2","nurse",NA,276885.8891,1,1
"1525","293.05675-130.3",293.05675,130.3,"DTXSID2073514","DTXSID2073514","1,8-DINITROPYRENE","C16H8N2O4","nurse",NA,7170.596541,1,0
"1526","293.05675-130.3",293.05675,130.3,"DTXSID5074975","DTXSID5074975","1,3-DINITROPYRENE","C16H8N2O4","nurse",NA,7170.596541,1,0
"1527","293.05675-130.3",293.05675,130.3,"DTXSID60377821","DTXSID60377821","4:4,FLUOROTELOMER,ALCOHOL","C8H9F9O","nurse",NA,7170.596541,1,0
"1528","293.07404-113.3",293.07404,113.3,"DTXSID8033562","DTXSID8033562","Hydroxyflutamide","C11H11F3N2O4","nurse",NA,10081.09365,0,1
"1529","293.07444-106.9",293.07444,106.9,"DTXSID8033562","DTXSID8033562","Hydroxyflutamide","C11H11F3N2O4","nurse",NA,15243.63267,0,1
"1530","293.0746-94.4",293.0746,94.4,"DTXSID8033562","DTXSID8033562","Hydroxyflutamide","C11H11F3N2O4","nurse",NA,11202.74571,0,1
"1531","293.09969-265",293.09969,265,"DTXSID1051852","DTXSID1051852","N,N'-Ethylenedi-L-aspartic,acid","C10H16N2O8","nurse",NA,10928.89291,0,1
"1532","293.09969-265",293.09969,265,"DTXSID3058612","DTXSID3058612","Edetate,dipotassium,anhydrous","C10H16N2O8","nurse",NA,10928.89291,0,1
"1533","293.09969-265",293.09969,265,"DTXSID9027073","DTXSID9027073","Ethylenediaminetetraacetic,acid,,disodium,salt","C10H16N2O8","nurse",NA,10928.89291,1,1
"1534","293.09969-265",293.09969,265,"DTXSID8028343","DTXSID8028343","Zincate(2-),,[[N,N'-1,2-ethanediylbis[N-[(carboxy-.kappa.O)methyl]glycinato-.kappa.N,.kappa.O]](4-)],-,diammonium,,(OC-6-21-)-","C10H16N2O8","nurse",NA,10928.89291,0,1
"1535","293.09969-265",293.09969,265,"DTXSID9027815","DTXSID9027815","Ferrate(1-),,[[N,N'-1,2-ethanediylbis[N-[(carboxy-.kappa.O)methyl]glycinato-.kappa.N,.kappa.O]](4-)],-,ammonium,,(OC-6-21)-","C10H16N2O8","nurse",NA,10928.89291,0,1
"1536","293.09969-265",293.09969,265,"DTXSID2036409","DTXSID2036409","Calcium,disodium,ethylenediaminetetraacetate","C10H16N2O8","nurse",NA,10928.89291,0,1
"1537","293.09969-265",293.09969,265,"DTXSID6022977","DTXSID6022977","Ethylenediaminetetraacetic,acid","C10H16N2O8","nurse",NA,10928.89291,0,1
"1538","293.09969-265",293.09969,265,"DTXSID7020556","DTXSID7020556","Trisodium,ethylenediaminetetraacetate","C10H16N2O8","nurse",NA,10928.89291,0,1
"1539","293.09969-265",293.09969,265,"DTXSID5027774","DTXSID5027774","Ethylenediaminetetraacetic,acid,ferric,sodium,salt","C10H12FeN2NaO8","nurse",NA,10928.89291,0,1
"1540","293.09969-265",293.09969,265,"DTXSID8058324","DTXSID8058324","EDTA,,tripotassium,salt","C10H16N2O8","nurse",NA,10928.89291,0,1
"1541","293.09969-265",293.09969,265,"DTXSID3026350","DTXSID3026350","Ethylenediaminetetraacetic,acid,tetrasodium,salt","C10H16N2O8","nurse",NA,10928.89291,1,1
"1542","293.1383-402.4",293.1383,402.4,"DTXSID4042622","DTXSID4042622","SB,206553,hydrochloride","C17H17ClN4O","nurse",NA,12891.00404,0,1
"1543","293.1383-402.4",293.1383,402.4,"DTXSID00865994","DTXSID00865994","Mono(2-ethyl-5-oxohexyl)phthalate","C16H20O5","nurse",NA,12891.00404,1,1
"1544","293.21161-811",293.21161,811,"DTXSID7027623","DTXSID7027623","Methyl,3,5-bis(tert-butyl)-4-hydroxyhydrocinnamate","C18H28O3","nurse",NA,18954.04722,0,1
"1545","293.24827-949.9",293.24827,949.9,"DTXSID5041560","DTXSID5041560","Methyl,linolenate","C19H32O2","nurse",NA,216454.973,1,1
"1546","293.2485-947.2",293.2485,947.2,"DTXSID5041560","DTXSID5041560","Methyl,linolenate","C19H32O2","nurse",NA,229207.4533,1,1
"1547","294.11016-552.4",294.11016,552.4,"DTXSID1045118","DTXSID1045118","Oxaprozin","C18H15NO3","nurse",NA,6075.718829,0,0
"1548","294.11016-552.4",294.11016,552.4,"DTXSID6038877","DTXSID6038877","3-Hydroxy-2-naphthoic,o-anisidide","C18H15NO3","nurse",NA,6075.718829,0,0
"1549","295.20121-478.4",295.20121,478.4,"DTXSID0049022","DTXSID0049022","Proparacaine,hydrochloride","C16H27ClN2O3","nurse",NA,4168.552491,0,0
"1550","295.20121-478.4",295.20121,478.4,"DTXSID30198146","DTXSID30198146","PROXYMETACAINE","C16H26N2O3","nurse",NA,4168.552491,1,0
"1551","295.22701-702.3",295.22701,702.3,"DTXSID3075044","DTXSID3075044","2-[2-[4-(1,1,3,3-Tetramethylbutyl)phenoxy]ethoxy]ethanol","C18H30O3","nurse",NA,53756.22971,1,1
"1552","295.22706-708.2",295.22706,708.2,"DTXSID3075044","DTXSID3075044","2-[2-[4-(1,1,3,3-Tetramethylbutyl)phenoxy]ethoxy]ethanol","C18H30O3","nurse",NA,84159.35535,1,1
"1553","295.22719-705.2",295.22719,705.2,"DTXSID3075044","DTXSID3075044","2-[2-[4-(1,1,3,3-Tetramethylbutyl)phenoxy]ethoxy]ethanol","C18H30O3","nurse",NA,58922.65824,1,1
"1554","296.07011-201.5",296.07011,201.5,"DTXSID8049044","DTXSID8049044","N-Acetyl,sulfamethoxazole","C12H13N3O4S","nurse",NA,3054.664334,0,0
"1555","296.07011-201.5",296.07011,201.5,"MTX908","DTXSID8026064-BTMR1242","","C12H13N3O4S","nurse",NA,3054.664334,0,0
"1556","296.14944-146.3",296.14944,146.3,"DTXSID6023490","DTXSID6023490","Pizotyline","C19H21NS","nurse",NA,8010.921734,0,0
"1557","297.10719-311",297.10719,311,"DTXSID1049302","DTXSID1049302","1-Iodododecane","C12H25I","nurse",NA,4047.569634,0,0
"1558","297.2343-708.8",297.2343,708.8,"DTXSID0027771","DTXSID0027771","N-(1-Methylheptyl)-N'-phenyl-1,4-benzenediamine","C20H28N2","nurse",NA,3539.609817,0,0
"1559","297.23446-702.2",297.23446,702.2,"DTXSID0027771","DTXSID0027771","N-(1-Methylheptyl)-N'-phenyl-1,4-benzenediamine","C20H28N2","nurse",NA,3391.074975,0,0
"1560","297.23454-705.9",297.23454,705.9,"DTXSID0027771","DTXSID0027771","N-(1-Methylheptyl)-N'-phenyl-1,4-benzenediamine","C20H28N2","nurse",NA,3652.96366,0,0
"1561","298.1647-154.5",298.1647,154.5,"DTXSID5046271","DTXSID5046271","Pipofezine","C16H19N5O","nurse",NA,5060.264549,0,0
"1562","299.18371-544.2",299.18371,544.2,"DTXSID7040651","DTXSID7040651","Artemether","C16H26O5","nurse",NA,23148.70569,0,1
"1563","299.20066-512.9",299.20066,512.9,"DTXSID3021069","DTXSID3021069","Norethynodrel","C20H26O2","nurse",NA,6763.708097,1,0
"1564","299.20066-512.9",299.20066,512.9,"DTXSID9023380","DTXSID9023380","Norethindrone","C20H26O2","nurse",NA,6763.708097,1,0
"1565","299.20074-529.5",299.20074,529.5,"DTXSID3021069","DTXSID3021069","Norethynodrel","C20H26O2","nurse",NA,16596.52433,1,1
"1566","299.20074-529.5",299.20074,529.5,"DTXSID9023380","DTXSID9023380","Norethindrone","C20H26O2","nurse",NA,16596.52433,1,1
"1567","299.20095-750.6",299.20095,750.6,"DTXSID3021069","DTXSID3021069","Norethynodrel","C20H26O2","nurse",NA,23443.9629,1,1
"1568","299.20095-750.6",299.20095,750.6,"DTXSID9023380","DTXSID9023380","Norethindrone","C20H26O2","nurse",NA,23443.9629,1,1
"1569","301.2164-639.4",301.2164,639.4,"DTXSID8022163","DTXSID8022163","Dehydroabietic,acid","C20H28O2","nurse",NA,55590.50394,0,1
"1570","301.2164-639.4",301.2164,639.4,"DTXSID2023276","DTXSID2023276","Methandrostenolone","C20H28O2","nurse",NA,55590.50394,0,1
"1571","301.2164-639.4",301.2164,639.4,"DTXSID6040404","DTXSID6040404","9-cis,Retinoic,acid","C20H28O2","nurse",NA,55590.50394,0,1
"1572","301.2164-639.4",301.2164,639.4,"DTXSID4023177","DTXSID4023177","13-cis,Retinoic,acid","C20H28O2","nurse",NA,55590.50394,0,1
"1573","301.2164-639.4",301.2164,639.4,"DTXSID7021239","DTXSID7021239","all-trans-Retinoic,acid","C20H28O2","nurse",NA,55590.50394,1,1
"1574","301.21648-635.2",301.21648,635.2,"DTXSID4023177","DTXSID4023177","13-cis,Retinoic,acid","C20H28O2","nurse",NA,59386.84013,0,1
"1575","301.21648-635.2",301.21648,635.2,"DTXSID7021239","DTXSID7021239","all-trans-Retinoic,acid","C20H28O2","nurse",NA,59386.84013,1,1
"1576","301.21648-635.2",301.21648,635.2,"DTXSID8022163","DTXSID8022163","Dehydroabietic,acid","C20H28O2","nurse",NA,59386.84013,0,1
"1577","301.21648-635.2",301.21648,635.2,"DTXSID6040404","DTXSID6040404","9-cis,Retinoic,acid","C20H28O2","nurse",NA,59386.84013,0,1
"1578","301.21648-635.2",301.21648,635.2,"DTXSID2023276","DTXSID2023276","Methandrostenolone","C20H28O2","nurse",NA,59386.84013,0,1
"1579","301.21662-630.9",301.21662,630.9,"DTXSID2023276","DTXSID2023276","Methandrostenolone","C20H28O2","nurse",NA,52826.9566,0,1
"1580","301.21662-630.9",301.21662,630.9,"DTXSID7021239","DTXSID7021239","all-trans-Retinoic,acid","C20H28O2","nurse",NA,52826.9566,1,1
"1581","301.21662-630.9",301.21662,630.9,"DTXSID6040404","DTXSID6040404","9-cis,Retinoic,acid","C20H28O2","nurse",NA,52826.9566,0,1
"1582","301.21662-630.9",301.21662,630.9,"DTXSID4023177","DTXSID4023177","13-cis,Retinoic,acid","C20H28O2","nurse",NA,52826.9566,0,1
"1583","301.21662-630.9",301.21662,630.9,"DTXSID8022163","DTXSID8022163","Dehydroabietic,acid","C20H28O2","nurse",NA,52826.9566,0,1
"1584","302.1389-444.8",302.1389,444.8,"DTXSID4047543","DTXSID4047543","Furalaxyl","C17H19NO4","nurse",NA,26584.33449,0,1
"1585","302.1389-444.8",302.1389,444.8,"DTXSID7032393","DTXSID7032393","Fenoxycarb","C17H19NO4","nurse",NA,26584.33449,0,1
"1586","302.19627-268",302.19627,268,"DTXSID6045955","DTXSID6045955","Tegaserod","C16H23N5O","nurse",NA,18662.13072,0,1
"1587","303.14498-179.4",303.14498,179.4,"DTXSID2026107","DTXSID2026107","Tetraethylene,glycol,diacrylate","C14H22O7","nurse",NA,33660.63697,0,1
"1588","303.14503-172.2",303.14503,172.2,"DTXSID2026107","DTXSID2026107","Tetraethylene,glycol,diacrylate","C14H22O7","nurse",NA,36656.46419,0,1
"1589","303.15654-583.6",303.15654,583.6,"DTXSID0047876","DTXSID0047876","(-)-Enterodiol","C18H22O4","nurse",NA,2131.494685,0,0
"1590","303.15654-583.6",303.15654,583.6,"DTXSID5022437","DTXSID5022437","Nordihydroguaiaretic,acid","C18H22O4","nurse",NA,2131.494685,1,0
"1591","303.15705-646.7",303.15705,646.7,"DTXSID0047876","DTXSID0047876","(-)-Enterodiol","C18H22O4","nurse",NA,6421.158824,0,0
"1592","303.15705-646.7",303.15705,646.7,"DTXSID5022437","DTXSID5022437","Nordihydroguaiaretic,acid","C18H22O4","nurse",NA,6421.158824,1,0
"1593","303.15718-611.5",303.15718,611.5,"DTXSID0047876","DTXSID0047876","(-)-Enterodiol","C18H22O4","nurse",NA,4502.280509,0,0
"1594","303.15718-611.5",303.15718,611.5,"DTXSID5022437","DTXSID5022437","Nordihydroguaiaretic,acid","C18H22O4","nurse",NA,4502.280509,1,0
"1595","303.19341-632.9",303.19341,632.9,"DTXSID3034113","DTXSID3034113","4-Hydroxyandrostenedione","C19H26O3","nurse",NA,14120.96858,0,1
"1596","303.19341-632.9",303.19341,632.9,"DTXSID8035180","DTXSID8035180","Allethrin","C19H26O3","nurse",NA,14120.96858,0,1
"1597","303.19341-632.9",303.19341,632.9,"DTXSID2039336","DTXSID2039336","S-Bioallethrin","C19H26O3","nurse",NA,14120.96858,0,1
"1598","303.19347-638.1",303.19347,638.1,"DTXSID8035180","DTXSID8035180","Allethrin","C19H26O3","nurse",NA,16607.07906,0,1
"1599","303.19347-638.1",303.19347,638.1,"DTXSID3034113","DTXSID3034113","4-Hydroxyandrostenedione","C19H26O3","nurse",NA,16607.07906,0,1
"1600","303.19347-638.1",303.19347,638.1,"DTXSID2039336","DTXSID2039336","S-Bioallethrin","C19H26O3","nurse",NA,16607.07906,0,1
"1601","303.19359-629.4",303.19359,629.4,"DTXSID3034113","DTXSID3034113","4-Hydroxyandrostenedione","C19H26O3","nurse",NA,14897.29568,0,1
"1602","303.19359-629.4",303.19359,629.4,"DTXSID8035180","DTXSID8035180","Allethrin","C19H26O3","nurse",NA,14897.29568,0,1
"1603","303.19359-629.4",303.19359,629.4,"DTXSID2039336","DTXSID2039336","S-Bioallethrin","C19H26O3","nurse",NA,14897.29568,0,1
"1604","303.23213-764.8",303.23213,764.8,"DTXSID4036489","DTXSID4036489","Mibolerone","C20H30O2","nurse",NA,122882.7721,0,1
"1605","303.23213-764.8",303.23213,764.8,"DTXSID1033664","DTXSID1033664","17-Methyltestosterone","C20H30O2","nurse",NA,122882.7721,0,1
"1606","303.23213-764.8",303.23213,764.8,"DTXSID8048814","DTXSID8048814","Oxendolone","C20H30O2","nurse",NA,122882.7721,0,1
"1607","303.23213-764.8",303.23213,764.8,"DTXSID8042399","DTXSID8042399","Sodium,abietate","C20H29NaO2","nurse",NA,122882.7721,0,1
"1608","303.23213-764.8",303.23213,764.8,"DTXSID7022047","DTXSID7022047","Abietic,acid","C20H30O2","nurse",NA,122882.7721,0,1
"1609","303.23228-759.9",303.23228,759.9,"DTXSID1033664","DTXSID1033664","17-Methyltestosterone","C20H30O2","nurse",NA,120467.8071,0,1
"1610","303.23228-759.9",303.23228,759.9,"DTXSID7022047","DTXSID7022047","Abietic,acid","C20H30O2","nurse",NA,120467.8071,0,1
"1611","303.23228-759.9",303.23228,759.9,"DTXSID4036489","DTXSID4036489","Mibolerone","C20H30O2","nurse",NA,120467.8071,0,1
"1612","303.23228-759.9",303.23228,759.9,"DTXSID8048814","DTXSID8048814","Oxendolone","C20H30O2","nurse",NA,120467.8071,0,1
"1613","303.23228-759.9",303.23228,759.9,"DTXSID8042399","DTXSID8042399","Sodium,abietate","C20H29NaO2","nurse",NA,120467.8071,0,1
"1614","305.1067-512.8",305.1067,512.8,"DTXSID9020407","DTXSID9020407","Diazinon","C12H21N2O3PS","nurse",NA,3647.002081,1,0
"1615","305.10767-508.1",305.10767,508.1,"DTXSID9020407","DTXSID9020407","Diazinon","C12H21N2O3PS","nurse",NA,3635.452366,1,0
"1616","305.24713-792.6",305.24713,792.6,"DTXSID0048973","DTXSID0048973","Mestanolone","C20H32O2","nurse",NA,21569.15807,0,1
"1617","305.24731-789.1",305.24731,789.1,"DTXSID0048973","DTXSID0048973","Mestanolone","C20H32O2","nurse",NA,34288.43007,0,1
"1618","305.24833-784.1",305.24833,784.1,"DTXSID0048973","DTXSID0048973","Mestanolone","C20H32O2","nurse",NA,24533.11782,0,1
"1619","307.22702-884.5",307.22702,884.5,"DTXSID3023508","DTXSID3023508","Prifinium,bromide","C22H28BrN","nurse",NA,24034.83786,0,1
"1620","307.22702-884.5",307.22702,884.5,"DTXSID8023399","DTXSID8023399","OXANDROLONE","C19H30O3","nurse",NA,24034.83786,1,1
"1621","307.22707-880.5",307.22707,880.5,"DTXSID3023508","DTXSID3023508","Prifinium,bromide","C22H28BrN","nurse",NA,27079.55697,0,1
"1622","307.22707-880.5",307.22707,880.5,"DTXSID8023399","DTXSID8023399","OXANDROLONE","C19H30O3","nurse",NA,27079.55697,1,1
"1623","308.12617-624.4",308.12617,624.4,"DTXSID2059063","DTXSID2059063","3-Hydroxy-2-naphtho-o-phenetidide","C19H17NO3","nurse",NA,459703.1009,1,1
"1624","308.12656-619.1",308.12656,619.1,"DTXSID2059063","DTXSID2059063","3-Hydroxy-2-naphtho-o-phenetidide","C19H17NO3","nurse",NA,387639.7418,1,1
"1625","309.15311-95.5",309.15311,95.5,"DTXSID90294476","DTXSID90294476","diethyl{[dimethyl(phenyl)silyl]methyl}propanedioate","C16H24O4Si","nurse",NA,2709.329662,0,0
"1626","309.15333-112.6",309.15333,112.6,"DTXSID90294476","DTXSID90294476","diethyl{[dimethyl(phenyl)silyl]methyl}propanedioate","C16H24O4Si","nurse",NA,360.3117016,0,0
"1627","309.24291-921.6",309.24291,921.6,"DTXSID9058600","DTXSID9058600","2-[2-(4-Nonylphenoxy)ethoxy]ethanol","C19H32O3","nurse",NA,280890.4794,1,1
"1628","309.24294-924.7",309.24294,924.7,"DTXSID9058600","DTXSID9058600","2-[2-(4-Nonylphenoxy)ethoxy]ethanol","C19H32O3","nurse",NA,276343.1105,1,1
"1629","310.14203-549.3",310.14203,549.3,"DTXSID7023067","DTXSID7023067","Fluoxetine","C17H18F3NO","nurse",NA,76866.83002,1,1
"1630","310.14203-549.3",310.14203,549.3,"DTXSID7020635","DTXSID7020635","Fluoxetine,hydrochloride","C17H19ClF3NO","nurse",NA,76866.83002,0,1
"1631","310.15939-70.5",310.15939,70.5,"DTXSID8045359","DTXSID8045359","Metixene,hydrochloride","C20H24ClNS","nurse",NA,784.1402415,0,0
"1632","310.20166-383.2",310.20166,383.2,"DTXSID3023342","DTXSID3023342","NADOLOL","C17H27NO4","nurse",NA,267861.6267,1,1
"1633","310.20166-383.2",310.20166,383.2,"DTXSID4046078","DTXSID4046078","Metipranolol","C17H27NO4","nurse",NA,267861.6267,0,1
"1634","313.15569-357.5",313.15569,357.5,"DTXSID1066944","DTXSID1066944","Ethanediamide,,N-(2-ethoxyphenyl)-N'-(2-ethylphenyl)-","C18H20N2O3","nurse",NA,796304.2629,1,1
"1635","313.15569-357.5",313.15569,357.5,"DTXSID5034698","DTXSID5034698","MCPA-2-ethylhexyl","C17H25ClO3","nurse",NA,796304.2629,0,1
"1636","313.21674-722.3",313.21674,722.3,"DTXSID2023016","DTXSID2023016","Ethisterone","C21H28O2","nurse",NA,76749.78512,0,1
"1637","313.21674-722.3",313.21674,722.3,"DTXSID1022974","DTXSID1022974","Dydrogesterone","C21H28O2","nurse",NA,76749.78512,0,1
"1638","313.21674-722.3",313.21674,722.3,"DTXSID5023667","DTXSID5023667","Tibolone","C21H28O2","nurse",NA,76749.78512,0,1
"1639","313.21674-722.3",313.21674,722.3,"DTXSID3047477","DTXSID3047477","dl-Norgestrel","C21H28O2","nurse",NA,76749.78512,0,1
"1640","313.21674-722.3",313.21674,722.3,"DTXSID6033538","DTXSID6033538","Guggulsterone,E","C21H28O2","nurse",NA,76749.78512,0,1
"1641","313.21674-722.3",313.21674,722.3,"DTXSID1033539","DTXSID1033539","Guggulsterone,Z","C21H28O2","nurse",NA,76749.78512,0,1
"1642","313.21674-722.3",313.21674,722.3,"DTXSID3036496","DTXSID3036496","Levonorgestrel","C21H28O2","nurse",NA,76749.78512,1,1
"1643","315.08139-213",315.08139,213,"MTX711","DTXSID6025725-BTMR0171","","C12H14N2O8","nurse",NA,8513.846821,0,0
"1644","315.08139-213",315.08139,213,"DTXSID6044226","DTXSID6044226","Valdecoxib","C16H14N2O3S","nurse",NA,8513.846821,0,0
"1645","315.23236-819.8",315.23236,819.8,"DTXSID6021327","DTXSID6021327","Tetrahydrocannabinol","C21H30O2","nurse",NA,135400.4756,1,1
"1646","315.23236-819.8",315.23236,819.8,"DTXSID3022370","DTXSID3022370","Progesterone","C21H30O2","nurse",NA,135400.4756,1,1
"1647","315.23244-822.9",315.23244,822.9,"DTXSID6021327","DTXSID6021327","Tetrahydrocannabinol","C21H30O2","nurse",NA,122676.0033,1,1
