"","featureid","mz","rt","DTXSID","DB_name","name_original","Formula","group","mean_visit1","mean_N_OW","of_interest_cat","NFF_intensityTRUE"
"1846","167.14402-480.4",167.14402,480.4,"DTXSID4047127","DTXSID4047127","4-(tert-Pentyl)-cyclohexanone","C11H20O","nurse",NA,13366.9992504339,0,1
"1847","167.14402-480.4",167.14402,480.4,"DTXSID3051755","DTXSID3051755","3-(4-Methylcyclohex-3-en-1-yl)butan-1-ol","C11H20O","nurse",NA,13366.9992504339,0,1
"1848","167.14402-480.4",167.14402,480.4,"DTXSID3037757","DTXSID3037757","Undec-10-enal","C11H20O","nurse",NA,13366.9992504339,0,1
"1849","169.05005-262.1",169.05005,262.1,"DTXSID9044615","DTXSID9044615","Ethylene,acrylate","C8H10O4","nurse",NA,11287.6621600422,0,1
"1850","169.08676-302.5",169.08676,302.5,"DTXSID0022191","DTXSID0022191","Tetrahydrofurfuryl,methacrylate","C9H14O3","nurse",NA,26931.0662972669,0,1
"1851","171.13901-571.2",171.13901,571.2,"DTXSID8044757","DTXSID8044757","3-Methylbutyl,3-methylbutanoate","C10H20O2","nurse",NA,3699487.84300579,1,1
"1852","171.13901-571.2",171.13901,571.2,"DTXSID0027351","DTXSID0027351","Sodium,decanoate","C10H20O2","nurse",NA,3699487.84300579,1,1
"1853","171.13901-571.2",171.13901,571.2,"DTXSID2047519","DTXSID2047519","Hexyl,isobutyrate","C10H20O2","nurse",NA,3699487.84300579,0,1
"1854","171.13901-571.2",171.13901,571.2,"DTXSID1042314","DTXSID1042314","Potassium,decanoate","C10H20O2","nurse",NA,3699487.84300579,1,1
"1855","171.13901-571.2",171.13901,571.2,"DTXSID6042232","DTXSID6042232","Hydroxycitronellal","C10H20O2","nurse",NA,3699487.84300579,1,1
"1856","171.13901-571.2",171.13901,571.2,"DTXSID9021554","DTXSID9021554","Decanoic,acid","C10H20O2","nurse",NA,3699487.84300579,0,1
"1857","171.13901-571.2",171.13901,571.2,"DTXSID8026694","DTXSID8026694","2-Ethylhexyl,acetate","C10H20O2","nurse",NA,3699487.84300579,1,1
"1858","172.04004-312",172.04004,312,"DTXSID0041274","DTXSID0041274","1-Phenyl-1H-pyrrole-2,5-dione","C10H7NO2","nurse",NA,94958.2513792005,0,1
"1859","172.04004-312",172.04004,312,"DTXSID0037495","DTXSID0037495","Deisopropylatrazine","C5H8ClN5","nurse",NA,94958.2513792005,0,1
"1860","172.04004-312",172.04004,312,"DTXSID7020978","DTXSID7020978","1-Nitronaphthalene","C10H7NO2","nurse",NA,94958.2513792005,0,1
"1861","173.06063-370.2",173.06063,370.2,"DTXSID5023247","DTXSID5023247","Menadiol","C11H10O2","nurse",NA,55551.3463546844,0,1
"1862","173.06063-370.2",173.06063,370.2,"DTXSID7025972","DTXSID7025972","3-Propylidenephthalide","C11H10O2","nurse",NA,55551.3463546844,0,1
"1863","173.06069-453.3",173.06069,453.3,"DTXSID5023247","DTXSID5023247","Menadiol","C11H10O2","nurse",NA,2969.51396565194,0,0
"1864","173.06069-453.3",173.06069,453.3,"DTXSID7025972","DTXSID7025972","3-Propylidenephthalide","C11H10O2","nurse",NA,2969.51396565194,0,0
"1865","173.09676-451.1",173.09676,451.1,"DTXSID0047163","DTXSID0047163","6-Acetyl-1,2,3,4-tetrahydronaphthalene","C12H14O","nurse",NA,3683.61490646814,0,0
"1866","174.0558-290.1",174.0558,290.1,"DTXSID40176819","DTXSID40176819","4-Anilinofuran-2(5H)-one","C10H9NO2","nurse",NA,63851.7899425376,0,1
"1867","174.0558-290.1",174.0558,290.1,"DTXSID5020738","DTXSID5020738","Indole-3-acetic,acid","C10H9NO2","nurse",NA,63851.7899425376,0,1
"1868","175.07619-371.2",175.07619,371.2,"DTXSID50293884","DTXSID50293884","4,7-Dihydro-2-phenyl-1,3-dioxepin","C11H12O2","nurse",NA,6871.67237008894,0,0
"1869","175.07619-371.2",175.07619,371.2,"DTXSID9022520","DTXSID9022520","Ethyl,cinnamate","C11H12O2","nurse",NA,6871.67237008894,0,0
"1870","175.07619-371.2",175.07619,371.2,"DTXSID6057617","DTXSID6057617","6-Methoxy-?1-?tetralone","C11H12O2","nurse",NA,6871.67237008894,0,0
"1871","175.07619-371.2",175.07619,371.2,"DTXSID0022193","DTXSID0022193","Benzyl,methacrylate","C11H12O2","nurse",NA,6871.67237008894,0,0
"1872","175.11246-501.5",175.11246,501.5,"DTXSID4041446","DTXSID4041446","2-Phenylcyclohexanol","C12H16O","nurse",NA,16061.3233109565,0,1
"1873","175.11252-336.3",175.11252,336.3,"DTXSID4041446","DTXSID4041446","2-Phenylcyclohexanol","C12H16O","nurse",NA,2538.91587218908,0,0
"1874","177.09177-353.3",177.09177,353.3,"DTXSID2047727","DTXSID2047727","2-Ethoxy-5-(1-propenyl)phenol","C11H14O2","nurse",NA,12261.9096960228,1,1
"1875","177.09177-353.3",177.09177,353.3,"DTXSID9047095","DTXSID9047095","Ethyl,hydrocinnamate","C11H14O2","nurse",NA,12261.9096960228,0,1
"1876","177.09177-353.3",177.09177,353.3,"DTXSID0052621","DTXSID0052621","4-Prop-1-enylveratrole","C11H14O2","nurse",NA,12261.9096960228,1,1
"1877","177.09177-353.3",177.09177,353.3,"DTXSID8040694","DTXSID8040694","Butyl,benzoate","C11H14O2","nurse",NA,12261.9096960228,0,1
"1878","177.09177-353.3",177.09177,353.3,"DTXSID6047074","DTXSID6047074","Isobutyl,benzoate","C11H14O2","nurse",NA,12261.9096960228,0,1
"1879","177.09177-353.3",177.09177,353.3,"DTXSID5047166","DTXSID5047166","4-(4-Methoxyphenyl)-2-butanone","C11H14O2","nurse",NA,12261.9096960228,0,1
"1880","177.09177-353.3",177.09177,353.3,"DTXSID6044567","DTXSID6044567","3-(4-Methoxyphenyl)-2-methylpropanal","C11H14O2","nurse",NA,12261.9096960228,0,1
"1881","177.09177-353.3",177.09177,353.3,"DTXSID0040703","DTXSID0040703","4-tert-Butylbenzoic,acid","C11H14O2","nurse",NA,12261.9096960228,0,1
"1882","177.09177-353.3",177.09177,353.3,"DTXSID7047726","DTXSID7047726","trans-2-Ethoxy-5-(1-propenyl)phenol","C11H14O2","nurse",NA,12261.9096960228,0,1
"1883","177.09177-353.3",177.09177,353.3,"DTXSID2047648","DTXSID2047648","3-Phenylpropyl,acetate","C11H14O2","nurse",NA,12261.9096960228,0,1
"1884","177.09177-353.3",177.09177,353.3,"DTXSID5025607","DTXSID5025607","Methyleugenol","C11H14O2","nurse",NA,12261.9096960228,1,1
"1885","177.09177-353.3",177.09177,353.3,"DTXSID7047510","DTXSID7047510","Benzyl,butyrate","C11H14O2","nurse",NA,12261.9096960228,0,1
"1886","177.09177-353.3",177.09177,353.3,"DTXSID9047091","DTXSID9047091","1-Phenylethyl,propionate","C11H14O2","nurse",NA,12261.9096960228,0,1
"1887","177.09177-353.3",177.09177,353.3,"DTXSID1025483","DTXSID1025483","Isopropyl,phenylacetate","C11H14O2","nurse",NA,12261.9096960228,0,1
"1888","177.09177-353.3",177.09177,353.3,"DTXSID6035156","DTXSID6035156","2-Phenylethyl,propionate","C11H14O2","nurse",NA,12261.9096960228,0,1
"1889","177.12807-442.9",177.12807,442.9,"DTXSID7047439","DTXSID7047439","Benzyl,3-methylbutyl,ether","C12H18O","nurse",NA,3155.08578746524,0,0
"1890","177.12807-442.9",177.12807,442.9,"DTXSID8047717","DTXSID8047717","4-Methyl-1-phenyl-2-pentanol","C12H18O","nurse",NA,3155.08578746524,0,0
"1891","177.12807-442.9",177.12807,442.9,"DTXSID7042273","DTXSID7042273","2,4-Diisopropylphenol","C12H18O","nurse",NA,3155.08578746524,0,0
"1892","177.12807-442.9",177.12807,442.9,"DTXSID6041551","DTXSID6041551","Topanol,A","C12H18O","nurse",NA,3155.08578746524,0,0
"1893","177.12807-442.9",177.12807,442.9,"DTXSID4044581","DTXSID4044581","2-tert-Butyl-4-ethylphenol","C12H18O","nurse",NA,3155.08578746524,0,0
"1894","177.12807-442.9",177.12807,442.9,"DTXSID6023523","DTXSID6023523","Propofol","C12H18O","nurse",NA,3155.08578746524,1,0
"1895","177.12807-442.9",177.12807,442.9,"DTXSID8071190","DTXSID8071190","Phenol,,3,4-bis(1-methylethyl)-","C12H18O","nurse",NA,3155.08578746524,0,0
"1896","177.12809-352.3",177.12809,352.3,"DTXSID7047439","DTXSID7047439","Benzyl,3-methylbutyl,ether","C12H18O","nurse",NA,15726.0808894823,0,1
"1897","177.12809-352.3",177.12809,352.3,"DTXSID6023523","DTXSID6023523","Propofol","C12H18O","nurse",NA,15726.0808894823,1,1
"1898","177.12809-352.3",177.12809,352.3,"DTXSID8047717","DTXSID8047717","4-Methyl-1-phenyl-2-pentanol","C12H18O","nurse",NA,15726.0808894823,0,1
"1899","177.12809-352.3",177.12809,352.3,"DTXSID8071190","DTXSID8071190","Phenol,,3,4-bis(1-methylethyl)-","C12H18O","nurse",NA,15726.0808894823,0,1
"1900","177.12809-352.3",177.12809,352.3,"DTXSID4044581","DTXSID4044581","2-tert-Butyl-4-ethylphenol","C12H18O","nurse",NA,15726.0808894823,0,1
"1901","177.12809-352.3",177.12809,352.3,"DTXSID6041551","DTXSID6041551","Topanol,A","C12H18O","nurse",NA,15726.0808894823,0,1
"1902","177.12809-352.3",177.12809,352.3,"DTXSID7042273","DTXSID7042273","2,4-Diisopropylphenol","C12H18O","nurse",NA,15726.0808894823,0,1
"1903","177.12822-625.4",177.12822,625.4,"DTXSID7047439","DTXSID7047439","Benzyl,3-methylbutyl,ether","C12H18O","nurse",NA,11086.3443610039,0,1
"1904","177.12822-625.4",177.12822,625.4,"DTXSID6023523","DTXSID6023523","Propofol","C12H18O","nurse",NA,11086.3443610039,1,1
"1905","177.12822-625.4",177.12822,625.4,"DTXSID8071190","DTXSID8071190","Phenol,,3,4-bis(1-methylethyl)-","C12H18O","nurse",NA,11086.3443610039,0,1
"1906","177.12822-625.4",177.12822,625.4,"DTXSID8047717","DTXSID8047717","4-Methyl-1-phenyl-2-pentanol","C12H18O","nurse",NA,11086.3443610039,0,1
"1907","177.12822-625.4",177.12822,625.4,"DTXSID7042273","DTXSID7042273","2,4-Diisopropylphenol","C12H18O","nurse",NA,11086.3443610039,0,1
"1908","177.12822-625.4",177.12822,625.4,"DTXSID6041551","DTXSID6041551","Topanol,A","C12H18O","nurse",NA,11086.3443610039,0,1
"1909","177.12822-625.4",177.12822,625.4,"DTXSID4044581","DTXSID4044581","2-tert-Butyl-4-ethylphenol","C12H18O","nurse",NA,11086.3443610039,0,1
"1910","178.05089-141.6",178.05089,141.6,"MTX963","DTXSID8065743-BTMR0187","","C9H9NO3","nurse",NA,1166640.32206866,0,1
"1911","179.0574-199.8",179.0574,199.8,"DTXSID5023081","DTXSID5023081","D-Fructose","C6H12O6","nurse",NA,1854522.22156444,1,1
"1912","179.0574-199.8",179.0574,199.8,"DTXSID7022910","DTXSID7022910","D-GLUCOSE","C6H12O6","nurse",NA,1854522.22156444,1,1
"1913","179.0574-199.8",179.0574,199.8,"DTXSID9026132","DTXSID9026132","Theobromine","C7H8N4O2","nurse",NA,1854522.22156444,0,1
"1914","179.0574-199.8",179.0574,199.8,"DTXSID4048729","DTXSID4048729","DL-GLUCOSE","C6H12O6","nurse",NA,1854522.22156444,1,1
"1915","179.0574-199.8",179.0574,199.8,"DTXSID5021336","DTXSID5021336","Theophylline","C7H8N4O2","nurse",NA,1854522.22156444,0,1
"1916","179.10756-444.3",179.10756,444.3,"DTXSID6047109","DTXSID6047109","2-Phenylpropionaldehyde,dimethyl,acetal","C11H16O2","nurse",NA,39763.4862400836,0,1
"1917","179.10756-444.3",179.10756,444.3,"DTXSID7040788","DTXSID7040788","2-tert-Butyl-4-methoxyphenol","C11H16O2","nurse",NA,39763.4862400836,0,1
"1918","179.10756-444.3",179.10756,444.3,"DTXSID20311706","DTXSID20311706","ethyl,3-cyclohexylprop-2-ynoate","C11H16O2","nurse",NA,39763.4862400836,0,1
"1919","179.10756-444.3",179.10756,444.3,"DTXSID0025812","DTXSID0025812","Olivetol","C11H16O2","nurse",NA,39763.4862400836,0,1
"1920","181.08677-612",181.08677,612,"DTXSID8067993","DTXSID8067993","Pentanoic,acid,,2-furanylmethyl,ester","C10H14O3","nurse",NA,4477.47733924811,0,0
"1921","181.08677-612",181.08677,612,"DTXSID0051528","DTXSID0051528","Diethylene,glycol,monophenyl,ether","C10H14O3","nurse",NA,4477.47733924811,0,0
"1922","181.08677-612",181.08677,612,"DTXSID80304715","DTXSID80304715","3,3-Dimethyl-2-oxobicyclo[2.2.1]heptane-1-carboxylic,acid","C10H14O3","nurse",NA,4477.47733924811,0,0
"1923","181.08686-221.2",181.08686,221.2,"DTXSID0051528","DTXSID0051528","Diethylene,glycol,monophenyl,ether","C10H14O3","nurse",NA,29343.3314431618,0,1
"1924","181.08686-221.2",181.08686,221.2,"DTXSID80304715","DTXSID80304715","3,3-Dimethyl-2-oxobicyclo[2.2.1]heptane-1-carboxylic,acid","C10H14O3","nurse",NA,29343.3314431618,0,1
"1925","181.08686-221.2",181.08686,221.2,"DTXSID8067993","DTXSID8067993","Pentanoic,acid,,2-furanylmethyl,ester","C10H14O3","nurse",NA,29343.3314431618,0,1
"1926","183.13891-566.7",183.13891,566.7,"DTXSID8035001","DTXSID8035001","10-Undecenoic,acid","C11H20O2","nurse",NA,536790.725744931,1,1
"1927","183.13891-566.7",183.13891,566.7,"DTXSID3041299","DTXSID3041299","Dihydrojasmone,lactone","C11H20O2","nurse",NA,536790.725744931,0,1
"1928","183.13891-566.7",183.13891,566.7,"DTXSID9025297","DTXSID9025297","2-Ethylhexyl,acrylate","C11H20O2","nurse",NA,536790.725744931,0,1
"1929","183.13891-566.7",183.13891,566.7,"DTXSID6057742","DTXSID6057742","Calcium,undecylenate","C22H38CaO4","nurse",NA,536790.725744931,0,1
"1930","183.13891-566.7",183.13891,566.7,"DTXSID4034287","DTXSID4034287","5-Heptyldihydro-2(3H)-furanone","C11H20O2","nurse",NA,536790.725744931,1,1
"1931","183.13891-566.7",183.13891,566.7,"DTXSID8044624","DTXSID8044624","Octyl,prop-2-enoate","C11H20O2","nurse",NA,536790.725744931,0,1
"1932","183.13891-566.7",183.13891,566.7,"DTXSID0047408","DTXSID0047408","Methyl,citronellate","C11H20O2","nurse",NA,536790.725744931,0,1
"1933","183.13891-566.7",183.13891,566.7,"DTXSID9047099","DTXSID9047099","Undecanoic,delta-lactone","C11H20O2","nurse",NA,536790.725744931,0,1
"1934","183.13891-566.7",183.13891,566.7,"DTXSID30365139","DTXSID30365139","methyl,9-decenoate","C11H20O2","nurse",NA,536790.725744931,0,1
"1935","185.06016-371.7",185.06016,371.7,"DTXSID1029120","DTXSID1029120","4,4'-Biphenyldiol","C12H10O2","nurse",NA,49240.6042377837,0,1
"1936","185.06016-371.7",185.06016,371.7,"DTXSID2022127","DTXSID2022127","4-Phenoxyphenol","C12H10O2","nurse",NA,49240.6042377837,0,1
"1937","185.06016-371.7",185.06016,371.7,"DTXSID3057721","DTXSID3057721","6-Methoxy-2-naphthalaldehyde","C12H10O2","nurse",NA,49240.6042377837,0,1
"1938","187.00715-218.2",187.00715,218.2,"MTX703","DTXSID6024200-BTMR0196","","C7H8O4S","nurse",NA,23889597.0073644,0,1
"1939","187.00715-218.2",187.00715,218.2,"MTX795","DTXSID7021869-BTMR0197","","C7H8O4S","nurse",NA,23889597.0073644,0,1
"1940","189.09182-253.3",189.09182,253.3,"DTXSID6047606","DTXSID6047606","(2E)-3-Phenylprop-2-en-1-yl,propanoate","C12H14O2","nurse",NA,24134.9522762491,0,1
"1941","189.09182-253.3",189.09182,253.3,"DTXSID3047130","DTXSID3047130","Benzyl,tiglate","C12H14O2","nurse",NA,24134.9522762491,0,1
"1942","189.09182-253.3",189.09182,253.3,"DTXSID20238267","DTXSID20238267","Cinnamaldehyde,propyleneglycol,acetal,,(2R,4S)-","C12H14O2","nurse",NA,24134.9522762491,0,1
"1943","189.09182-253.3",189.09182,253.3,"DTXSID4047412","DTXSID4047412","1-(4-Methoxyphenyl)-1-pentene-3-one","C12H14O2","nurse",NA,24134.9522762491,0,1
"1944","189.09182-253.3",189.09182,253.3,"DTXSID1047607","DTXSID1047607","3-Phenylprop-2-en-1-yl,propanoate","C12H14O2","nurse",NA,24134.9522762491,0,1
"1945","189.09182-253.3",189.09182,253.3,"DTXSID8047131","DTXSID8047131","3-Methyl-2-butenyl,benzoate","C12H14O2","nurse",NA,24134.9522762491,0,1
"1946","189.09188-314.5",189.09188,314.5,"DTXSID1047607","DTXSID1047607","3-Phenylprop-2-en-1-yl,propanoate","C12H14O2","nurse",NA,33885.1741127667,0,1
"1947","189.09188-314.5",189.09188,314.5,"DTXSID3047130","DTXSID3047130","Benzyl,tiglate","C12H14O2","nurse",NA,33885.1741127667,0,1
"1948","189.09188-314.5",189.09188,314.5,"DTXSID20238267","DTXSID20238267","Cinnamaldehyde,propyleneglycol,acetal,,(2R,4S)-","C12H14O2","nurse",NA,33885.1741127667,0,1
"1949","189.09188-314.5",189.09188,314.5,"DTXSID8047131","DTXSID8047131","3-Methyl-2-butenyl,benzoate","C12H14O2","nurse",NA,33885.1741127667,0,1
"1950","189.09188-314.5",189.09188,314.5,"DTXSID4047412","DTXSID4047412","1-(4-Methoxyphenyl)-1-pentene-3-one","C12H14O2","nurse",NA,33885.1741127667,0,1
"1951","189.09188-314.5",189.09188,314.5,"DTXSID6047606","DTXSID6047606","(2E)-3-Phenylprop-2-en-1-yl,propanoate","C12H14O2","nurse",NA,33885.1741127667,0,1
"1952","189.12798-706",189.12798,706,"DTXSID6044808","DTXSID6044808","3-(4-tert-Butylphenyl)propanal","C13H18O","nurse",NA,1607.99676345137,0,0
"1953","189.12798-706",189.12798,706,"DTXSID5052129","DTXSID5052129","5-Methyl-5-phenylhexan-3-one","C13H18O","nurse",NA,1607.99676345137,0,0
"1954","189.12798-706",189.12798,706,"DTXSID6041397","DTXSID6041397","Damascenone","C13H18O","nurse",NA,1607.99676345137,0,0
"1955","189.12798-706",189.12798,706,"DTXSID7051632","DTXSID7051632","3-(3-Isopropylphenyl)butanal","C13H18O","nurse",NA,1607.99676345137,0,0
"1956","189.12798-706",189.12798,706,"DTXSID8052358","DTXSID8052358","3-(2-Ethylphenyl)-2,2-dimethylpropanal","C13H18O","nurse",NA,1607.99676345137,0,0
"1957","189.12798-706",189.12798,706,"DTXSID2044769","DTXSID2044769","Cyclamen,aldehyde","C13H18O","nurse",NA,1607.99676345137,0,0
"1958","189.16448-565.7",189.16448,565.7,"DTXSID7051890","DTXSID7051890","(E)-beta-Damascone","C14H22","nurse",NA,1931.0895805682,1,0
"1959","191.02001-48.6",191.02001,48.6,"DTXSID1049437","DTXSID1049437","Trisodium,citrate,dihydrate","C6H8O7","nurse",NA,3924627.80166817,1,1
"1960","191.02001-48.6",191.02001,48.6,"DTXSID2026363","DTXSID2026363","Trisodium,citrate","C6H8O7","nurse",NA,3924627.80166817,1,1
"1961","191.02001-48.6",191.02001,48.6,"DTXSID3020332","DTXSID3020332","Citric,acid","C6H8O7","nurse",NA,3924627.80166817,1,1
"1962","191.02001-48.6",191.02001,48.6,"DTXSID30983958","DTXSID30983958","DISODIUM,CUPRIC,CITRATE","C6H4CuNa2O7","nurse",NA,3924627.80166817,1,1
"1963","191.02001-48.6",191.02001,48.6,"DTXSID5020079","DTXSID5020079","Diammonium,citrate","C6H8O7","nurse",NA,3924627.80166817,1,1
"1964","191.02001-48.6",191.02001,48.6,"DTXSID7071151","DTXSID7071151","1,2,3-Propanetricarboxylic,acid,,2-hydroxy,-,ammonium,zinc,salt","C6H8O7","nurse",NA,3924627.80166817,1,1
"1965","191.02001-48.6",191.02001,48.6,"DTXSID80273977","DTXSID80273977","1,2,3-Propanetricarboxylic,acid,,2-hydroxy,-,potassium,salt,(1:1)","C6H8O7","nurse",NA,3924627.80166817,1,1
"1966","191.06946-320.8",191.06946,320.8,"DTXSID8025886","DTXSID8025886","Ethyl,3-phenylglycidate","C11H12O3","nurse",NA,40593.9376619137,0,1
"1967","191.06946-320.8",191.06946,320.8,"DTXSID7043908","DTXSID7043908","3-(3,4-Methylenedioxyphenyl)-2-methylpropanal","C11H12O3","nurse",NA,40593.9376619137,0,1
"1968","191.06946-320.8",191.06946,320.8,"DTXSID9057680","DTXSID9057680","5,6-Dimethoxy-1-indanone","C11H12O3","nurse",NA,40593.9376619137,0,1
"1969","191.06946-320.8",191.06946,320.8,"DTXSID50303199","DTXSID50303199","methyl,3-(4-methylphenyl)-3-oxopropanoate","C11H12O3","nurse",NA,40593.9376619137,0,1
"1970","191.06946-320.8",191.06946,320.8,"DTXSID0047161","DTXSID0047161","Piperonyl,acetone","C11H12O3","nurse",NA,40593.9376619137,0,1
"1971","191.06946-320.8",191.06946,320.8,"DTXSID4040715","DTXSID4040715","2-Phenoxyethyl,acrylate","C11H12O3","nurse",NA,40593.9376619137,0,1
"1972","191.06946-320.8",191.06946,320.8,"DTXSID1025693","DTXSID1025693","Myristicin","C11H12O3","nurse",NA,40593.9376619137,0,1
"1973","191.07094-129.9",191.07094,129.9,"DTXSID0047161","DTXSID0047161","Piperonyl,acetone","C11H12O3","nurse",NA,24610.0325177708,0,1
"1974","191.07094-129.9",191.07094,129.9,"DTXSID1025693","DTXSID1025693","Myristicin","C11H12O3","nurse",NA,24610.0325177708,0,1
"1975","191.07094-129.9",191.07094,129.9,"DTXSID4040715","DTXSID4040715","2-Phenoxyethyl,acrylate","C11H12O3","nurse",NA,24610.0325177708,0,1
"1976","191.07094-129.9",191.07094,129.9,"DTXSID50303199","DTXSID50303199","methyl,3-(4-methylphenyl)-3-oxopropanoate","C11H12O3","nurse",NA,24610.0325177708,0,1
"1977","191.07094-129.9",191.07094,129.9,"DTXSID7043908","DTXSID7043908","3-(3,4-Methylenedioxyphenyl)-2-methylpropanal","C11H12O3","nurse",NA,24610.0325177708,0,1
"1978","191.07094-129.9",191.07094,129.9,"DTXSID8025886","DTXSID8025886","Ethyl,3-phenylglycidate","C11H12O3","nurse",NA,24610.0325177708,0,1
"1979","191.07094-129.9",191.07094,129.9,"DTXSID9057680","DTXSID9057680","5,6-Dimethoxy-1-indanone","C11H12O3","nurse",NA,24610.0325177708,0,1
"1980","191.07101-820.4",191.07101,820.4,"DTXSID50303199","DTXSID50303199","methyl,3-(4-methylphenyl)-3-oxopropanoate","C11H12O3","nurse",NA,1501.72571623181,0,0
"1981","191.07101-820.4",191.07101,820.4,"DTXSID0047161","DTXSID0047161","Piperonyl,acetone","C11H12O3","nurse",NA,1501.72571623181,0,0
"1982","191.07101-820.4",191.07101,820.4,"DTXSID1025693","DTXSID1025693","Myristicin","C11H12O3","nurse",NA,1501.72571623181,0,0
"1983","191.07101-820.4",191.07101,820.4,"DTXSID7043908","DTXSID7043908","3-(3,4-Methylenedioxyphenyl)-2-methylpropanal","C11H12O3","nurse",NA,1501.72571623181,0,0
"1984","191.07101-820.4",191.07101,820.4,"DTXSID8025886","DTXSID8025886","Ethyl,3-phenylglycidate","C11H12O3","nurse",NA,1501.72571623181,0,0
"1985","191.07101-820.4",191.07101,820.4,"DTXSID4040715","DTXSID4040715","2-Phenoxyethyl,acrylate","C11H12O3","nurse",NA,1501.72571623181,0,0
"1986","191.07101-820.4",191.07101,820.4,"DTXSID9057680","DTXSID9057680","5,6-Dimethoxy-1-indanone","C11H12O3","nurse",NA,1501.72571623181,0,0
"1987","191.1074-571.6",191.1074,571.6,"DTXSID6047159","DTXSID6047159","4-Methylphenyl,3-methylbutanoate","C12H16O2","nurse",NA,25481.8415457661,0,1
"1988","191.1074-571.6",191.1074,571.6,"DTXSID6047604","DTXSID6047604","2-Phenylethyl,butanoate","C12H16O2","nurse",NA,25481.8415457661,0,1
"1989","191.1074-571.6",191.1074,571.6,"DTXSID8047185","DTXSID8047185","Isopentyl,benzoate","C12H16O2","nurse",NA,25481.8415457661,0,1
"1990","191.1074-571.6",191.1074,571.6,"DTXSID1047603","DTXSID1047603","Benzyl,3-methylbutanoate","C12H16O2","nurse",NA,25481.8415457661,0,1
"1991","191.1074-571.6",191.1074,571.6,"DTXSID3051917","DTXSID3051917","3a,4,5,6,7,7a-Hexahydro-1H-4,7-methanoinden-5-yl,acetate","C12H16O2","nurse",NA,25481.8415457661,0,1
"1992","191.1074-571.6",191.1074,571.6,"DTXSID0044107","DTXSID0044107","Ibufenac","C12H16O2","nurse",NA,25481.8415457661,0,1
"1993","191.1074-571.6",191.1074,571.6,"DTXSID7044764","DTXSID7044764","2-Phenylethyl,2-methylpropanoate","C12H16O2","nurse",NA,25481.8415457661,0,1
"1994","191.1074-571.6",191.1074,571.6,"DTXSID3041877","DTXSID3041877","Dimethylbenzylcarbinyl,acetate","C12H16O2","nurse",NA,25481.8415457661,0,1
"1995","191.1439-512.9",191.1439,512.9,"DTXSID0035160","DTXSID0035160","alpha-Ionone","C13H20O","nurse",NA,17112.8203943946,0,1
"1996","191.1439-512.9",191.1439,512.9,"DTXSID4021769","DTXSID4021769","beta-Ionone","C13H20O","nurse",NA,17112.8203943946,0,1
"1997","191.1439-512.9",191.1439,512.9,"DTXSID9025451","DTXSID9025451","4-(2,6,6-Trimethyl-cyclohex-1-enyl)-but-3-en-2-one","C13H20O","nurse",NA,17112.8203943946,0,1
"1998","191.1439-512.9",191.1439,512.9,"DTXSID2037714","DTXSID2037714","4-Heptylphenol","C13H20O","nurse",NA,17112.8203943946,0,1
"1999","191.1439-772.6",191.1439,772.6,"DTXSID0035160","DTXSID0035160","alpha-Ionone","C13H20O","nurse",NA,2588.60420056165,0,0
"2000","191.1439-772.6",191.1439,772.6,"DTXSID2037714","DTXSID2037714","4-Heptylphenol","C13H20O","nurse",NA,2588.60420056165,0,0
"2001","191.1439-772.6",191.1439,772.6,"DTXSID4021769","DTXSID4021769","beta-Ionone","C13H20O","nurse",NA,2588.60420056165,0,0
"2002","191.1439-772.6",191.1439,772.6,"DTXSID9025451","DTXSID9025451","4-(2,6,6-Trimethyl-cyclohex-1-enyl)-but-3-en-2-one","C13H20O","nurse",NA,2588.60420056165,0,0
"2003","192.06649-347.9",192.0665,347.9,"DTXSID0020020","DTXSID0020020","4-Acetylaminophenylacetic,acid","C10H11NO3","nurse",NA,128246.7,0,1
"2004","192.06649-347.9",192.0665,347.9,"DTXSID00319624","DTXSID00319624","[Formyl(methyl)amino]methyl,benzoate","C10H11NO3","nurse",NA,128246.7,0,1
"2005","192.06649-347.9",192.0665,347.9,"DTXSID0045626","DTXSID0045626","Betamipron","C10H11NO3","nurse",NA,128246.7,0,1
"2006","193.12317-492.1",193.1232,492.1,"DTXSID7029247","DTXSID7029247","1,4-Bis(2-hydroxy-2-propyl)benzene","C12H18O2","nurse",NA,368320.9,0,1
"2007","193.12317-492.1",193.1232,492.1,"DTXSID3024738","DTXSID3024738","Carvyl,acetate","C12H18O2","nurse",NA,368320.9,0,1
"2008","193.12317-492.1",193.1232,492.1,"DTXSID4048195","DTXSID4048195","4-(Hexyloxy)phenol","C12H18O2","nurse",NA,368320.9,0,1
"2009","193.12317-492.1",193.1232,492.1,"DTXSID1020699","DTXSID1020699","4-Hexylresorcinol","C12H18O2","nurse",NA,368320.9,0,1
"2010","194.11847-401.5",194.1185,401.5,"DTXSID0044650","DTXSID0044650","2,2'-[(4-Methylphenyl)imino]diethanol","C11H17NO2","nurse",NA,1929.434,0,0
"2011","194.11847-401.5",194.1185,401.5,"DTXSID1048887","DTXSID1048887","(2S)-1-(2,5-Dimethoxyphenyl)propan-2-amine,hydrogen,chloride,(1:1)","C11H18ClNO2","nurse",NA,1929.434,0,0
