,featureid,ID,mz,time,DF_n,DF_ow,DF_blank,DF_diff,mean_N,sd_N,cv_N,median_N,gMean_N,mean_OW,sd_OW,cv_OW,median_OW,gMean_OW,cv_N/CV_OW,sdN/Sd_OW,mean_FB,sd_FB,cv_FB,median_FB,gMean_FB,Confidence,score,MatchCategory,theoretical.mz,delta_ppm,Formula,MonoisotopicMass,Adduct,mean_N_OW,percent_FB,DF_high_N,parent_id,DB_name,name_original,interest for fragmentation,SMILES_cleaned,name_cleaned,formula_cleaned,Molweight_cleaned,source,Drug_UCSF_PXYS,Drug_most.comon.and.haz,Disinfectant,Sesquiterpenoids,FRs,PFAS,exposurepred_bin,exposurepred_u95,MC,MC_list_cat,MGDev,ERactive_bin,ERactive_ER_AUC,E2Up_bin,E2UP_priority_level,P4Up_bin,P4Up_priority_level,pesticidemammarytumors_bin,VBtoxcast_bin,vbtoxcast_min_ac10,vbtoxcast_max_scaled_top,vbtoxcast_assay_sum,nitroPAH_bin,pellizzari_bin,phthalate,carcino,term,estimate,std.error,statistic,p.value,higher_intensity_N,metabolite,ESI,BC-relevant,">2xfb, higher N"
2518,385.23454-608.2,6776,385.2345,608.2,90.83333,86.25,66.66667,4.583333,7564.795,8862.686,117.157,4056.676,NA,4982.574,7201.758,144.5389,2438.4,NA,0.810556881,1.230628133,762.1764,864.1679,113.3816,586.3239,NA,3,37762.24,Multiple,385.2373,7.26,C24H32O4,384.23006,M+H,6273.684,12.14878,0,DTXSID9040683,DTXSID9040683,"Megestrol,acetate",,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,"[(8R,9S,10R,13S,14S,17R)-17-acetyl-6,10,13-trimethyl-3-oxo-2,8,9,11,12,14,15,16-octahydro-1H-cyclopenta[a]phenanthren-17-yl] acetate",C24H32O4,384.23006,"VBtoxcast, MC",,,,,,,,,1,,,,,,,,,,1,-3.393169412,9.501254932,15,,,0,1,nurses1,1.076086,0.4750908,2.265011,0.02461732,1,0,pos,1,1
2519,385.23454-608.2,5807,385.2345,608.2,90.83333,86.25,66.66667,4.583333,7564.795,8862.686,117.157,4056.676,NA,4982.574,7201.758,144.5389,2438.4,NA,0.810556881,1.230628133,762.1764,864.1679,113.3816,586.3239,NA,3,37762.24,Multiple,385.2373,7.26,C24H32O4,384.23006,M+H,6273.684,12.14878,0,DTXSID8023000,DTXSID8023000,"Estradiol,dipropionate",,CCC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(=O)CC)CC[C@@H]12,"[(8R,9S,13S,14S,17S)-13-methyl-3-propanoyloxy-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthren-17-yl] propanoate",C24H32O4,384.23006,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-4.425726805,7.948480135,9,,,0,0,nurses1,1.076086,0.4750908,2.265011,0.02461732,1,0,pos,0,1
2520,385.23454-608.2,4520,385.2345,608.2,90.83333,86.25,66.66667,4.583333,7564.795,8862.686,117.157,4056.676,NA,4982.574,7201.758,144.5389,2438.4,NA,0.810556881,1.230628133,762.1764,864.1679,113.3816,586.3239,NA,3,37762.24,Multiple,385.2373,7.26,C24H32O4,384.23006,M+H,6273.684,12.14878,0,DTXSID60317464,DTXSID60317464,"2,9-Di-tert-butyl-4,7-diethoxyoxepino[2,3-b][1]benzofuran",,CCOC1=Cc2c(oc3c(C(C)(C)C)cc(OCC)cc23)OC(C(C)(C)C)=C1,"2,9-ditert-butyl-4,7-diethoxyoxepino[2,3-b][1]benzofuran",C24H32O4,384.23006,exposurepred,,,,,,,1,1.123017715,,,,,,,,,,,,,,,,,0,0,nurses1,1.076086,0.4750908,2.265011,0.02461732,1,0,pos,0,1
2521,385.23454-608.2,504,385.2345,608.2,90.83333,86.25,66.66667,4.583333,7564.795,8862.686,117.157,4056.676,NA,4982.574,7201.758,144.5389,2438.4,NA,0.810556881,1.230628133,762.1764,864.1679,113.3816,586.3239,NA,3,37762.24,Multiple,385.2373,7.26,C24H32O4,384.23006,M+H,6273.684,12.14878,0,DTXSID0046808,DTXSID0046808,Bufogenin,,C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](c3ccc(=O)oc3)C[C@H]3O[C@@]312,"5-[(1R,2S,4R,6R,7R,10S,11S,14S,16R)-14-hydroxy-7,11-dimethyl-3-oxapentacyclo[8.8.0.02,4.02,7.011,16]octadecan-6-yl]pyran-2-one",C24H32O4,384.23006,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.646620708,7.027296513,21,,,0,0,nurses1,1.076086,0.4750908,2.265011,0.02461732,1,0,pos,0,1
2522,385.23464-612.5,504,385.2346,612.5,94.16667,86.25,50,7.916667,7790.78,8567.247,109.9665,4734.756,NA,5281.621,7007,132.6676,3104.12,NA,0.828887385,1.222669759,509.263,582.7939,114.4387,315.3509,NA,3,37762.24,Multiple,385.2373,7,C24H32O4,384.23006,M+H,6536.201,7.791422,0,DTXSID0046808,DTXSID0046808,Bufogenin,,C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](c3ccc(=O)oc3)C[C@H]3O[C@@]312,"5-[(1R,2S,4R,6R,7R,10S,11S,14S,16R)-14-hydroxy-7,11-dimethyl-3-oxapentacyclo[8.8.0.02,4.02,7.011,16]octadecan-6-yl]pyran-2-one",C24H32O4,384.23006,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.646620708,7.027296513,21,,,0,0,nurses1,1.284897,0.4520019,2.842681,0.004952344,1,0,pos,0,1
2523,385.23464-612.5,5807,385.2346,612.5,94.16667,86.25,50,7.916667,7790.78,8567.247,109.9665,4734.756,NA,5281.621,7007,132.6676,3104.12,NA,0.828887385,1.222669759,509.263,582.7939,114.4387,315.3509,NA,3,37762.24,Multiple,385.2373,7,C24H32O4,384.23006,M+H,6536.201,7.791422,0,DTXSID8023000,DTXSID8023000,"Estradiol,dipropionate",,CCC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(=O)CC)CC[C@@H]12,"[(8R,9S,13S,14S,17S)-13-methyl-3-propanoyloxy-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthren-17-yl] propanoate",C24H32O4,384.23006,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-4.425726805,7.948480135,9,,,0,0,nurses1,1.284897,0.4520019,2.842681,0.004952344,1,0,pos,0,1
2524,385.23464-612.5,2816,385.2346,612.5,94.16667,86.25,50,7.916667,7790.78,8567.247,109.9665,4734.756,NA,5281.621,7007,132.6676,3104.12,NA,0.828887385,1.222669759,509.263,582.7939,114.4387,315.3509,NA,3,37762.24,Multiple,385.2373,7,C24H32O4,384.23006,M+H,6536.201,7.791422,0,DTXSID4020614,DTXSID4020614,"Ethynodiol,diacetate",,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C,"[(3S,8R,9S,10R,13S,14S,17R)-17-acetyloxy-17-ethynyl-13-methyl-2,3,6,7,8,9,10,11,12,14,15,16-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl] acetate",C24H32O4,384.23006,"VBtoxcast, MC",,,,,,,,,1,,,,,,,,,,1,-3.858694829,11.00663709,18,,,0,1,nurses1,1.284897,0.4520019,2.842681,0.004952344,1,0,pos,1,1
2525,385.23464-612.5,6776,385.2346,612.5,94.16667,86.25,50,7.916667,7790.78,8567.247,109.9665,4734.756,NA,5281.621,7007,132.6676,3104.12,NA,0.828887385,1.222669759,509.263,582.7939,114.4387,315.3509,NA,3,37762.24,Multiple,385.2373,7,C24H32O4,384.23006,M+H,6536.201,7.791422,0,DTXSID9040683,DTXSID9040683,"Megestrol,acetate",,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,"[(8R,9S,10R,13S,14S,17R)-17-acetyl-6,10,13-trimethyl-3-oxo-2,8,9,11,12,14,15,16-octahydro-1H-cyclopenta[a]phenanthren-17-yl] acetate",C24H32O4,384.23006,"VBtoxcast, MC",,,,,,,,,1,,,,,,,,,,1,-3.393169412,9.501254932,15,,,0,1,nurses1,1.284897,0.4520019,2.842681,0.004952344,1,0,pos,1,1
2526,385.23464-612.5,4520,385.2346,612.5,94.16667,86.25,50,7.916667,7790.78,8567.247,109.9665,4734.756,NA,5281.621,7007,132.6676,3104.12,NA,0.828887385,1.222669759,509.263,582.7939,114.4387,315.3509,NA,3,37762.24,Multiple,385.2373,7,C24H32O4,384.23006,M+H,6536.201,7.791422,0,DTXSID60317464,DTXSID60317464,"2,9-Di-tert-butyl-4,7-diethoxyoxepino[2,3-b][1]benzofuran",,CCOC1=Cc2c(oc3c(C(C)(C)C)cc(OCC)cc23)OC(C(C)(C)C)=C1,"2,9-ditert-butyl-4,7-diethoxyoxepino[2,3-b][1]benzofuran",C24H32O4,384.23006,exposurepred,,,,,,,1,1.123017715,,,,,,,,,,,,,,,,,0,0,nurses1,1.284897,0.4520019,2.842681,0.004952344,1,0,pos,0,1
2527,385.34632-1189.3,4454,385.3463,1189.3,10,6.25,0,3.75,58.81261,232.4837,395.2957,0,NA,47.16286,298.7546,633.4532,0,NA,0.624032999,0.778176135,0,0,NA,0,NA,3,27551.02,Multiple,385.3465,0.45,C27H44O,384.33922,M+H,52.98773,0,0,DTXSID6026294,DTXSID6026294,"VITAMIN,D3",,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)C,"(1S,3Z)-3-[(2E)-2-[(1R,3aS,7aR)-7a-methyl-1-[(2R)-6-methylheptan-2-yl]-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidenecyclohexan-1-ol",C27H44O,384.339216,Drug,1,,0,0,,0,,,,,,,,,,,,,,,,,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
2528,385.34632-1189.3,7138,385.3463,1189.3,10,6.25,0,3.75,58.81261,232.4837,395.2957,0,NA,47.16286,298.7546,633.4532,0,NA,0.624032999,0.778176135,0,0,NA,0,NA,3,27551.02,Multiple,385.3465,0.45,C27H44O,384.33922,M+H,52.98773,0,0,DTXSID20861933,DTXSID20861933,"7,8-Didehydrocholesterol",,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,"(3S,9S,10R,13R,14R,17R)-10,13-dimethyl-17-[(2R)-6-methylheptan-2-yl]-2,3,4,9,11,12,14,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-ol",C27H44O,384.339216,Disinfect ingredient list,,,1,,,,,,,,,,,,,,,,,,,,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
2529,385.34641-1198.9,4454,385.3464,1198.9,0,2.5,0,-2.5,0,0,NA,0,NA,14.44559,91.04922,630.2907,0,NA,#VALUE!,0,0,0,NA,0,NA,3,27551.02,Multiple,385.3465,0.21,C27H44O,384.33922,M+H,7.222796,0,0,DTXSID6026294,DTXSID6026294,"VITAMIN,D3",,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)C,"(1S,3Z)-3-[(2E)-2-[(1R,3aS,7aR)-7a-methyl-1-[(2R)-6-methylheptan-2-yl]-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidenecyclohexan-1-ol",C27H44O,384.339216,Drug,1,,0,0,,0,,,,,,,,,,,,,,,,,,,0,0,nurses1,-0.2419158,0.1298405,-1.863178,0.06394871,0,0,pos,0,
2530,385.34641-1198.9,7138,385.3464,1198.9,0,2.5,0,-2.5,0,0,NA,0,NA,14.44559,91.04922,630.2907,0,NA,#VALUE!,0,0,0,NA,0,NA,3,27551.02,Multiple,385.3465,0.21,C27H44O,384.33922,M+H,7.222796,0,0,DTXSID20861933,DTXSID20861933,"7,8-Didehydrocholesterol",,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,"(3S,9S,10R,13R,14R,17R)-10,13-dimethyl-17-[(2R)-6-methylheptan-2-yl]-2,3,4,9,11,12,14,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-ol",C27H44O,384.339216,Disinfect ingredient list,,,1,,,,,,,,,,,,,,,,,,,,,,0,0,nurses1,-0.2419158,0.1298405,-1.863178,0.06394871,0,0,pos,0,
2531,386.14743-475.6,3626,386.1474,475.6,74.16667,53.75,0,20.41667,1270.669,1256.938,98.91932,956.8746,NA,1549.782,2132.962,137.6298,419.0357,NA,0.718734751,0.589292261,0,0,NA,0,NA,2,10,Unique,386.1454,5.19,C18H27NO4S2,385.13815,M+H,1410.226,0,1,DTXSID50235724,DTXSID50235724,"Carbamic,acid,,((hexyloxy)dithio)methyl,-,2,3-dihydro-2,2-dimethyl-7-benzofuranyl,ester",,CCCCCCOSSN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,"(2,2-dimethyl-3H-1-benzofuran-7-yl) N-(hexoxydisulfanyl)-N-methylcarbamate",C18H27NO4S2,385.13815,exposurepred,,,,,,,1,0.346203674,,,,,,,,,,,,,,,,,0,0,nurses1,1.783205,0.7297171,2.443693,0.01543197,1,0,pos,0,1
2532,387.1814-565.9,2689,387.1814,565.9,100,100,100,0,2249914,1349165,59.96518,2016214,1861345,3184465,1688316,53.01725,3492213,2629790,1.131050366,0.799118767,2455053,2459135,100.1663,1742224,1704966,3,132352.9,Unique,387.1802,3.06,C22H26O6,386.17294,M+H,2717189,90.35267,0,DTXSID3051381,DTXSID3051381,Bis(p-methylbenzylidene)sorbitol,,Cc1ccc(C2OC[C@@H]3OC(c4ccc(C)cc4)O[C@H]([C@H](O)CO)[C@@H]3O2)cc1,"(1R)-1-[(4R,4aR,8aS)-2,6-bis(4-methylphenyl)-4,4a,8,8a-tetrahydro-[1,3]dioxino[5,4-d][1,3]dioxin-4-yl]ethane-1,2-diol",C22H26O6,386.172939,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-4.102155,4.809445,2,,,0,0,nurses1,-0.499813,0.07936899,-6.297333,1.98E-09,0,0,pos,0,
2533,387.21403-556.7,4014,387.214,556.7,95,96.25,75,-1.25,23225.18,43819.54,188.6725,6759.55,NA,22937.24,40452.14,176.3601,8573.826,NA,1.069813977,1.083244051,14713.53,31765.03,215.8899,576.6413,NA,2,10,Unique,387.2166,6.64,C23H30O5,386.20932,M+H,23081.21,63.7468,0,DTXSID5046805,DTXSID5046805,"Anecortave,acetate",,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)C3=CC[C@@]21C,"[2-[(8S,10S,13S,14S,17R)-17-hydroxy-10,13-dimethyl-3-oxo-2,6,7,8,12,14,15,16-octahydro-1H-cyclopenta[a]phenanthren-17-yl]-2-oxoethyl] acetate",C23H30O5,386.209324,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-1.67178,7.779466,2,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
2534,387.21406-424.9,4014,387.2141,424.9,99.16667,100,8.333333,-0.8333333,3676.623,2296.017,62.44907,3450.684,NA,2629.814,1909.691,72.61697,2232.403,1837.595,0.85997901,1.202297649,10.02385,34.72364,346.4102,0,NA,2,10,Unique,387.2166,6.56,C23H30O5,386.20932,M+H,3153.219,0.3178927,0,DTXSID5046805,DTXSID5046805,"Anecortave,acetate",,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)C3=CC[C@@]21C,"[2-[(8S,10S,13S,14S,17R)-17-hydroxy-10,13-dimethyl-3-oxo-2,6,7,8,12,14,15,16-octahydro-1H-cyclopenta[a]phenanthren-17-yl]-2-oxoethyl] acetate",C23H30O5,386.209324,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-1.67178,7.779466,2,,,0,0,nurses1,0.5300982,0.1659476,3.19437,0.001635625,1,0,pos,0,1
2535,387.21451-534.6,4014,387.2145,534.6,95,91.25,100,3.75,52379.21,101852.3,194.4518,9790.13,NA,19342.2,39126.33,202.2848,6718.772,NA,0.961277367,2.603165183,11469.81,9899.069,86.3054,8425.289,8551.67,2,10,Unique,387.2166,5.4,C23H30O5,386.20932,M+H,35860.71,31.98435,0,DTXSID5046805,DTXSID5046805,"Anecortave,acetate",,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)C3=CC[C@@]21C,"[2-[(8S,10S,13S,14S,17R)-17-hydroxy-10,13-dimethyl-3-oxo-2,6,7,8,12,14,15,16-octahydro-1H-cyclopenta[a]phenanthren-17-yl]-2-oxoethyl] acetate",C23H30O5,386.209324,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-1.67178,7.779466,2,,,0,0,nurses1,0.7904749,0.2936527,2.69187,0.007726217,1,0,pos,0,1
2536,387.25263-489.2,188,387.2526,489.2,100,100,83.33333,0,7867.025,7382.346,93.83911,6153.077,6107.352,9430.867,5750.663,60.97703,8243.122,7650.142,1.538925559,1.28373824,1438.943,1092.475,75.92206,1359.035,NA,3,65675.68,Unique,387.253,0.92,C24H34O4,386.24571,M+H,8648.946,16.6372,0,DTXSID0025527,DTXSID0025527,"Medroxyprogesterone,acetate",,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,"[(6S,8R,9S,10R,13S,14S,17R)-17-acetyl-6,10,13-trimethyl-3-oxo-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-17-yl] acetate",C24H34O4,386.24571,"VBtoxcast, MC",,,,,,,,,1,,,,,,,,,,1,-5.010825,125.7921,42,,,0,1,nurses1,-0.3473344,0.1370788,-2.533829,0.01207293,0,0,pos,1,
2537,387.25287-494,188,387.2529,494,100,100,83.33333,0,7031.518,7581.988,107.8286,5286.66,4998.321,8307.029,5626.428,67.73093,7460.167,6145.804,1.592014165,1.347566875,1956.59,1472.74,75.27077,1909.303,NA,3,65675.68,Unique,387.253,0.3,C24H34O4,386.24571,M+H,7669.273,25.51206,0,DTXSID0025527,DTXSID0025527,"Medroxyprogesterone,acetate",,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,"[(6S,8R,9S,10R,13S,14S,17R)-17-acetyl-6,10,13-trimethyl-3-oxo-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-17-yl] acetate",C24H34O4,386.24571,"VBtoxcast, MC",,,,,,,,,1,,,,,,,,,,1,-5.010825,125.7921,42,,,0,1,nurses1,-0.3568661,0.1406846,-2.536639,0.01197962,0,0,pos,1,
2538,387.29304-688.3,503,387.293,688.3,100,97.5,91.66667,2.5,4949.098,1817.361,36.72106,4721.971,4631.637,5881.485,4342.209,73.82844,4569.941,NA,0.497383664,0.418533746,3596.665,1958.131,54.44297,4085.832,NA,2,10,Unique,387.2894,9.47,C25H38O3,386.2821,M+H,5415.291,66.41683,0,DTXSID0046806,DTXSID0046806,"Testosterone,isocaproate",,CC(C)CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,"[(8R,9S,10R,13S,14S,17S)-10,13-dimethyl-3-oxo-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl] 4-methylpentanoate",C25H38O3,386.282095,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-3.037969511,7.743174148,4,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
2539,387.29305-786.8,503,387.293,786.8,100,100,100,0,16661.39,9653.895,57.94172,13862.27,13847.32,12934.55,6615.33,51.14467,11496.84,11224.22,1.132898501,1.459321757,18106.64,7755.544,42.8326,20137.17,14673.56,2,10,Unique,387.2894,9.5,C25H38O3,386.2821,M+H,14797.97,122.3589,0,DTXSID0046806,DTXSID0046806,"Testosterone,isocaproate",,CC(C)CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,"[(8R,9S,10R,13S,14S,17S)-10,13-dimethyl-3-oxo-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl] 4-methylpentanoate",C25H38O3,386.282095,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-3.037969511,7.743174148,4,,,0,0,nurses1,0.3342445,0.09385889,3.561138,0.000464517,1,0,pos,0,
2540,387.29309-552.7,503,387.2931,552.7,70,70,83.33333,0,1056.821,1289.669,122.0329,440.896,NA,1020.238,1301.207,127.5396,547.0025,NA,0.956823606,0.991132848,1330.554,1165.056,87.56171,1068.32,NA,2,10,Unique,387.2894,9.6,C25H38O3,386.2821,M+H,1038.529,128.1191,0,DTXSID0046806,DTXSID0046806,"Testosterone,isocaproate",,CC(C)CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,"[(8R,9S,10R,13S,14S,17S)-10,13-dimethyl-3-oxo-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl] 4-methylpentanoate",C25H38O3,386.282095,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-3.037969511,7.743174148,4,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
2541,388.22368-358.1,5062,388.2237,358.1,80,90,41.66667,-10,1168.763,1357.123,116.1162,698.4077,NA,994.8805,950.1896,95.50791,710.3815,NA,1.21577574,1.428265475,123.3215,165.0057,133.8012,0,NA,2,10,Multiple,388.2271,8.82,C26H29NO2,387.21983,M+H,1081.822,11.39943,0,DTXSID7022384,DTXSID7022384,(Z)-4-Hydroxytamoxifen,,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,4-[(Z)-1-[4-[2-(dimethylamino)ethoxy]phenyl]-2-phenylbut-1-enyl]phenol,C26H29NO2,387.219829,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-3.419116,16.079,13,,,0,0,nurses1,-0.7712821,0.4526419,-1.703956,0.08999038,0,0,pos,0,
2542,388.22368-358.1,2408,388.2237,358.1,80,90,41.66667,-10,1168.763,1357.123,116.1162,698.4077,NA,994.8805,950.1896,95.50791,710.3815,NA,1.21577574,1.428265475,123.3215,165.0057,133.8012,0,NA,2,10,Multiple,388.2271,8.82,C26H29NO2,387.21983,M+H,1081.822,11.39943,0,DTXSID3037094,DTXSID3037094,4-Hydroxytamoxifen,,CCC(=C(c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,4-[1-[4-[2-(dimethylamino)ethoxy]phenyl]-2-phenylbut-1-enyl]phenol,C26H29NO2,387.219829,"ERactive, VBtoxcast",,,,,,,,,,,,1,0.0118,,,,,,1,-6.672126,20.35235,70,,,0,0,nurses1,-0.7712821,0.4526419,-1.703956,0.08999038,0,0,pos,1,
2543,388.22958-84.5,2408,388.2296,84.5,70,61.25,0,8.75,2371.915,3059.94,129.0072,1111.303,NA,2164.762,3770.109,174.1581,396.2951,NA,0.740747631,0.811631706,0,0,NA,0,NA,2,10,Multiple,388.2271,6.38,C26H29NO2,387.21983,M+H,2268.338,0,0,DTXSID3037094,DTXSID3037094,4-Hydroxytamoxifen,,CCC(=C(c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,4-[1-[4-[2-(dimethylamino)ethoxy]phenyl]-2-phenylbut-1-enyl]phenol,C26H29NO2,387.219829,"ERactive, VBtoxcast",,,,,,,,,,,,1,0.0118,,,,,,1,-6.672126,20.35235,70,,,0,0,nurses1,1.217885,0.7281429,1.672591,0.0960197,1,0,pos,1,1
2544,388.22958-84.5,5062,388.2296,84.5,70,61.25,0,8.75,2371.915,3059.94,129.0072,1111.303,NA,2164.762,3770.109,174.1581,396.2951,NA,0.740747631,0.811631706,0,0,NA,0,NA,2,10,Multiple,388.2271,6.38,C26H29NO2,387.21983,M+H,2268.338,0,0,DTXSID7022384,DTXSID7022384,(Z)-4-Hydroxytamoxifen,,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,4-[(Z)-1-[4-[2-(dimethylamino)ethoxy]phenyl]-2-phenylbut-1-enyl]phenol,C26H29NO2,387.219829,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-3.419116,16.079,13,,,0,0,nurses1,1.217885,0.7281429,1.672591,0.0960197,1,0,pos,0,1
2545,388.31752-923.4,2596,388.3175,923.4,40,36.25,41.66667,3.75,719.2962,2115.135,294.0562,0,NA,710.8544,1817.21,255.6375,0,NA,1.150285854,1.163946379,660.8296,1762.843,266.7621,0,NA,2,10,Unique,388.321,8.98,C25H42ClNO2,387.31373,M+H,715.0753,92.41398,0,DTXSID3046904,DTXSID3046904,"3beta-(2-Diethylaminoethoxy)androst-5-en-17-one,hydrochloride",,CCN(CC)CCO[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]32)C1,"(3S,8R,9S,10R,13S,14S)-3-[2-(diethylamino)ethoxy]-10,13-dimethyl-1,2,3,4,7,8,9,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-17-one",C25H42ClNO2,387.31373,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.639712605,4.450600763,3,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
2546,388.32399-791.1,2596,388.324,791.1,100,98.75,100,1.25,6654.174,4908.203,73.76126,5180.269,5356.253,6393.682,8142.119,127.3463,4555.908,NA,0.579217928,0.602816417,2648.123,1295.333,48.91512,3079.093,2021.269,2,10,Unique,388.321,7.68,C25H42ClNO2,387.31373,M+H,6523.928,40.59093,0,DTXSID3046904,DTXSID3046904,"3beta-(2-Diethylaminoethoxy)androst-5-en-17-one,hydrochloride",,CCN(CC)CCO[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]32)C1,"(3S,8R,9S,10R,13S,14S)-3-[2-(diethylamino)ethoxy]-10,13-dimethyl-1,2,3,4,7,8,9,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-17-one",C25H42ClNO2,387.31373,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.639712605,4.450600763,3,,,0,0,nurses1,0.6816594,0.182923,3.726484,0.000254612,1,0,pos,0,1
2547,389.11182-837.4,6202,389.1118,837.4,61.66667,70,91.66667,-8.333333,3619.013,5223.422,144.3327,1052.437,NA,12843.55,56231.34,437.8177,3042.593,NA,0.329663922,0.092891651,246479.9,279490.9,113.393,166108.1,NA,3,97590.36,Unique,389.1123,1.34,C17H17ClN6O3,388.10507,M+H,8231.282,2994.429,0,DTXSID8046086,DTXSID8046086,Eszopiclone,,CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,"[(7S)-6-(5-chloropyridin-2-yl)-5-oxo-7H-pyrrolo[3,4-b]pyrazin-7-yl] 4-methylpiperazine-1-carboxylate",C17H17ClN6O3,388.105066,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-4.620555031,1.886482692,1,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
