"","X","featureid","ID","mz","time","DF_n","DF_ow","DF_blank","DF_diff","mean_N","sd_N","cv_N","median_N","gMean_N","mean_OW","sd_OW","cv_OW","median_OW","gMean_OW","mean_FB","sd_FB","cv_FB","median_FB","gMean_FB","CV_N.CV_OW","Confidence","score","MatchCategory","theoretical.mz","delta_ppm","name_cleaned.x","Formula","MonoisotopicMass","Adduct","mean_N_OW","percent_FB","DB_name","DTXSID","name_original","select.for.fragmentation","SMILES_cleaned","name_cleaned.y","formula_cleaned","Molweight_cleaned","parent_id","MONOISOTOPIC_MASS","source","Drug_UCSF_PXYS","Drug_most.comon.and.haz","Disinfectant","Sesquiterpenoids","FRs","PFAS","exposurepred_bin","exposurepred_u95","MC","MC_list_cat","MGDev","ERactive_bin","ERactive_ER_AUC","E2Up_bin","E2UP_priority_level","P4Up_bin","P4Up_priority_level","pesticidemammarytumors_bin","VBtoxcast_bin","vbtoxcast_min_ac10","vbtoxcast_max_scaled_top","vbtoxcast_assay_sum","nitroPAH_bin","pellizzari_bin","phthalate","carcino","DF_high_N","term","estimate","std.error","statistic","p.value","higher_intensity_N","metabolite","ESI","cvNvOW","sd_avg_N","sdN_GE_sdavg","Drug_UCSF_cond","ERactive_AUC_cond","of_interest_all","of_int_sd","of_interest_sum","of_interest_cat"
"686",2451,"375.21418-607.4",4960,375.21418,607.4,100,100,91.66666667,0,16970.31941,12838.98479,75.65552824,13485.53868,13133.9026,9315.649993,7897.967254,84.78170884,7710.665185,5023.759279,2025.998055,2999.250871,148.038191,443.7605006,NA,"0.892356727",3,910.1123596,"Multiple",375.2166001,6.45,"Methylprednisolone","C22H30O5",374.20932,"M+H",13142.9847,15.41505298,"DTXSID7023300","DTXSID7023300","Methylprednisolone",1,"C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12","(6S,8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxyacetyl)-6,10,13-trimethyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-one","C22H30O5",374.2093241,"",374.2093241,"VBtoxcast, Drug","1",NA,0,0,NA,0,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.779354,43.4734,15,NA,NA,0,NA,0,"nurses1",1.416637693,0.213260006,6.642772463,3.02e-10,1,0,"pos",0.892356727354683,118810.628730266,0,1,NA,1,0,1,1
"687",2452,"375.21425-609.7",4960,375.21425,609.7,100,100,100,0,35575.17551,22012.98598,61.87737843,31014.04692,29024.17998,20955.17714,16224.62067,77.42535677,19192.6613,13278.34352,6455.924968,8232.200323,127.5138785,2151.436415,3101.223519,"0.799187514",3,910.1123596,"Unique",375.2166001,6.26,"Methylprednisolone","C22H30O5",374.20932,"M+H",28265.17633,22.84056145,"DTXSID7023300","DTXSID7023300","Methylprednisolone",1,"C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12","(6S,8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxyacetyl)-6,10,13-trimethyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-one","C22H30O5",374.2093241,"",374.2093241,"VBtoxcast, Drug","1",NA,0,0,NA,0,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.779354,43.4734,15,NA,NA,0,NA,0,"nurses1",1.157309282,0.17058967,6.784169788,1.38e-10,1,0,"pos",0.799187514418734,118810.628730266,0,1,NA,1,0,1,1
"688",2453,"377.14125-91.5",7516,377.14125,91.5,25,13.75,0,11.25,12449.79948,55542.81802,446.134238,0,NA,44150.43978,273609.2312,619.720285,0,NA,0,0,NA,0,NA,"0.719896135",3,60674.1573,"Multiple",377.1417209,1.25,"","C20H24O5S",376.13444,"M+H",28300.11963,0,"DTXSID5020576-BTMR0512","MTX542","",NA,"C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OS(=O)(=O)O)ccc4[C@H]3CC[C@@]21C","[(8R,9S,13S,14S,17R)-17-ethynyl-17-hydroxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-yl] hydrogen sulfate","C20H24O5S",376.1344449,"DTXSID5020576",NA,"metabolite","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"nurses1",1.210554213,0.604310373,2.00319946,0.04654767,1,1,"pos",0.719896135076489,118810.628730266,0,0,NA,0,0,0,0
"689",2454,"377.14125-91.5",557,377.14125,91.5,25,13.75,0,11.25,12449.79948,55542.81802,446.134238,0,NA,44150.43978,273609.2312,619.720285,0,NA,0,0,NA,0,NA,"0.719896135",3,60674.1573,"Multiple",377.1419729,1.92,"PharmaGSID48507","C18H19ClF2N4O3",376.1347,"M+H",28300.11963,0,"DTXSID0048507","DTXSID0048507","PharmaGSID_48507",NA,"Cn1c(=O)cc(Oc2ccc(F)cc2F)c2cnc(NCC(C)(C)O)nc21","5-(2,4-difluorophenoxy)-2-[(2-hydroxy-2-methylpropyl)amino]-8-methylpyrido[2,3-d]pyrimidin-7-one","C18H19ClF2N4O3",376.1346969,"",412.1113745,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-5.068519,10.66251,45,NA,NA,0,NA,1,"nurses1",1.210554213,0.604310373,2.00319946,0.04654767,1,0,"pos",0.719896135076489,118810.628730266,0,0,NA,0,0,0,0
"690",2455,"377.14144-99.1",557,377.14144,99.1,23.33333333,12.5,0,10.83333333,4964.606914,19525.32396,393.2904317,0,NA,29337.88634,181265.4551,617.8545142,0,NA,0,0,NA,0,NA,"0.636542135",3,60674.1573,"Multiple",377.1419729,1.41,"PharmaGSID48507","C18H19ClF2N4O3",376.1347,"M+H",17151.24663,0,"DTXSID0048507","DTXSID0048507","PharmaGSID_48507",NA,"Cn1c(=O)cc(Oc2ccc(F)cc2F)c2cnc(NCC(C)(C)O)nc21","5-(2,4-difluorophenoxy)-2-[(2-hydroxy-2-methylpropyl)amino]-8-methylpyrido[2,3-d]pyrimidin-7-one","C18H19ClF2N4O3",376.1346969,"",412.1113745,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-5.068519,10.66251,45,NA,NA,0,NA,1,"nurses1",1.034724157,0.541296502,1.911566309,0.057405671,1,0,"pos",0.636542135180858,118810.628730266,0,0,NA,0,0,0,0
"691",2456,"377.14144-99.1",7516,377.14144,99.1,23.33333333,12.5,0,10.83333333,4964.606914,19525.32396,393.2904317,0,NA,29337.88634,181265.4551,617.8545142,0,NA,0,0,NA,0,NA,"0.636542135",3,60674.1573,"Multiple",377.1417209,0.74,"","C20H24O5S",376.13444,"M+H",17151.24663,0,"DTXSID5020576-BTMR0512","MTX542","",NA,"C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OS(=O)(=O)O)ccc4[C@H]3CC[C@@]21C","[(8R,9S,13S,14S,17R)-17-ethynyl-17-hydroxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-yl] hydrogen sulfate","C20H24O5S",376.1344449,"DTXSID5020576",NA,"metabolite","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"nurses1",1.034724157,0.541296502,1.911566309,0.057405671,1,1,"pos",0.636542135180858,118810.628730266,0,0,NA,0,0,0,0
"692",2459,"377.19336-695",2562,377.19336,695,86.66666667,73.75,16.66666667,12.91666667,5001.19622,6707.381387,134.1155414,1646.082957,NA,9400.020694,29545.25457,314.3105269,1795.649214,NA,16.68961092,38.97862013,233.5502027,0,NA,"0.426697581",2,10,"Unique",377.1895918,9.99,"SSR162369","C18H22F2N6O",376.18232,"M+H",7200.608457,0.231780564,"DTXSID3047346","DTXSID3047346","SSR162369",NA,"N#C[C@@H]1CC(F)(F)CN1C(=O)CNC1CC2CCC(C1)N2c1ncccn1","(2S)-4,4-difluoro-1-[2-[(8-pyrimidin-2-yl-8-azabicyclo[3.2.1]octan-3-yl)amino]acetyl]pyrrolidine-2-carbonitrile","C18H22F2N6O",376.1823158,"",376.1823157,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.424153,4.853788,14,NA,NA,0,NA,1,"nurses1",0.970414523,0.422376292,2.297511819,0.022656525,1,0,"pos",0.426697580646638,118810.628730266,0,0,NA,0,0,0,0
"693",2465,"381.20251-640.4",5358,381.20251,640.4,100,97.5,91.66666667,2.5,69957.26117,42995.8497,61.46016722,61994.96751,55342.98178,41749.90947,43570.65161,104.3610685,24833.98341,NA,4211.042707,5893.006401,139.9417392,403.2730423,NA,"0.588918532",3,43548.3871,"Unique",381.2060354,9.25,"Diethylstilbestroldipropionate","C24H28O4",380.19876,"M+H",55853.58532,7.539431324,"DTXSID7047146","DTXSID7047146","Diethylstilbestrol,dipropionate",NA,"CCC(=O)Oc1ccc(/C(CC)=C(\CC)c2ccc(OC(=O)CC)cc2)cc1","[4-[(E)-4-(4-propanoyloxyphenyl)hex-3-en-3-yl]phenyl] propanoate","C24H28O4",380.1987594,"",380.1987594,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-5.253346707,11.74084933,14,NA,NA,0,NA,0,"nurses1",1.714135822,0.279357524,6.135993038,4.67e-09,1,0,"pos",0.588918531626571,118810.628730266,0,0,NA,0,0,0,0
"694",2466,"381.2028-636.1",5358,381.2028,636.1,100,97.5,91.66666667,2.5,75561.86733,46566.14187,61.62651019,70470.41625,59387.74574,45702.94491,51405.89991,112.4783097,26279.63595,NA,4326.010914,6022.744751,139.2216726,403.277047,NA,"0.547896838",3,43548.3871,"Unique",381.2060354,8.49,"Diethylstilbestroldipropionate","C24H28O4",380.19876,"M+H",60632.40612,7.134816497,"DTXSID7047146","DTXSID7047146","Diethylstilbestrol,dipropionate",NA,"CCC(=O)Oc1ccc(/C(CC)=C(\CC)c2ccc(OC(=O)CC)cc2)cc1","[4-[(E)-4-(4-propanoyloxyphenyl)hex-3-en-3-yl]phenyl] propanoate","C24H28O4",380.1987594,"",380.1987594,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-5.253346707,11.74084933,14,NA,NA,0,NA,0,"nurses1",1.753788234,0.28135873,6.233281749,2.79e-09,1,0,"pos",0.547896837660248,118810.628730266,0,0,NA,0,0,0,0
"695",2467,"381.20351-631.8",5358,381.20351,631.8,100,97.5,100,2.5,69867.75905,43744.49875,62.61042195,61804.27382,54873.39458,41608.36776,43952.01021,105.6326229,25678.55167,NA,4079.851598,5656.262067,138.6389169,472.4901019,804.3653714,"0.592718615",3,43548.3871,"Unique",381.2060354,6.62,"Diethylstilbestroldipropionate","C24H28O4",380.19876,"M+H",55738.0634,7.319686672,"DTXSID7047146","DTXSID7047146","Diethylstilbestrol,dipropionate",NA,"CCC(=O)Oc1ccc(/C(CC)=C(\CC)c2ccc(OC(=O)CC)cc2)cc1","[4-[(E)-4-(4-propanoyloxyphenyl)hex-3-en-3-yl]phenyl] propanoate","C24H28O4",380.1987594,"",380.1987594,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-5.253346707,11.74084933,14,NA,NA,0,NA,0,"nurses1",1.739057979,0.278673364,6.240488704,2.68e-09,1,0,"pos",0.592718615055804,118810.628730266,0,0,NA,0,0,0,0
"696",2468,"381.24048-916.7",2689,381.24048,916.7,56.66666667,53.75,0,2.916666667,17709.22984,33348.42582,188.3109888,764.3067011,NA,9435.952987,16834.87097,178.4119844,606.1251085,NA,0,0,NA,0,NA,"1.055483966",2,10,"Unique",381.2424209,5.09,"2-Propen-1-one13-bis4-(pentyloxy)phenyl-","C25H32O3",380.23514,"M+H",13572.59141,0,"DTXSID3072298","DTXSID3072298","2-Propen-1-one,,1,3-bis[4-(pentyloxy)phenyl]-",NA,"CCCCCOc1ccc(C=CC(=O)c2ccc(OCCCCC)cc2)cc1","1,3-bis(4-pentoxyphenyl)prop-2-en-1-one","C25H32O3",380.2351449,"",380.2351449,"exposurepred","",NA,NA,NA,NA,NA,1,0.905812175,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"nurses1",0.874899942,0.412912484,2.118850786,0.035375341,1,0,"pos",1.05548396557154,118810.628730266,0,0,NA,0,0,0,0
"697",2469,"381.24059-943.6",2689,381.24059,943.6,56.66666667,55,0,1.666666667,46708.77946,96625.96496,206.8689571,1275.477494,NA,24036.31702,40823.02508,169.838936,2586.098122,NA,0,0,NA,0,NA,"1.218030223",2,10,"Unique",381.2424209,4.8,"2-Propen-1-one13-bis4-(pentyloxy)phenyl-","C25H32O3",380.23514,"M+H",35372.54824,0,"DTXSID3072298","DTXSID3072298","2-Propen-1-one,,1,3-bis[4-(pentyloxy)phenyl]-",2,"CCCCCOc1ccc(C=CC(=O)c2ccc(OCCCCC)cc2)cc1","1,3-bis(4-pentoxyphenyl)prop-2-en-1-one","C25H32O3",380.2351449,"",380.2351449,"exposurepred","",NA,NA,NA,NA,NA,1,0.905812175,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"nurses1",0.720644452,0.379533082,1.898765843,0.059079461,1,0,"pos",1.21803022305792,118810.628730266,0,0,NA,0,0,0,0
"698",2470,"381.37262-1050.7",1974,381.37262,1050.7,40,38.75,0,1.25,1120.656183,5180.273693,462.2536128,0,NA,926.6139746,1882.108056,203.1167355,0,NA,0,0,NA,0,NA,"2.275802689",2,10,"Unique",381.3727068,0.23,"Docosylacrylate","C25H48O2",380.36543,"M+H",1023.635079,0,"DTXSID2066359","DTXSID2066359","Docosyl,acrylate",NA,"C=CC(=O)OCCCCCCCCCCCCCCCCCCCCCC","docosyl prop-2-enoate","C25H48O2",380.3654308,"",380.3654308,"exposurepred","",NA,NA,NA,NA,NA,1,0.377747409,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,"pos",2.27580268884343,118810.628730266,0,0,NA,0,0,0,0
"699",2471,"381.37264-1040.9",1974,381.37264,1040.9,49.16666667,35,0,14.16666667,904.8293829,1861.170339,205.6929598,0,NA,1090.595618,2436.290542,223.3908244,0,NA,0,0,NA,0,NA,"0.920776224",2,10,"Unique",381.3727068,0.18,"Docosylacrylate","C25H48O2",380.36543,"M+H",997.7125004,0,"DTXSID2066359","DTXSID2066359","Docosyl,acrylate",NA,"C=CC(=O)OCCCCCCCCCCCCCCCCCCCCCC","docosyl prop-2-enoate","C25H48O2",380.3654308,"",380.3654308,"exposurepred","",NA,NA,NA,NA,NA,1,0.377747409,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,"nurses1",1.27304033,0.37909259,3.358125067,0.000944493,1,0,"pos",0.920776224146474,118810.628730266,0,0,NA,0,0,0,0
"700",2473,"383.11914-396.1",7541,383.11914,396.1,1.666666667,7.5,0,-5.833333333,1.756943692,13.5728565,772.5265509,0,NA,11.25867078,47.54949571,422.336674,0,NA,0,0,NA,0,NA,"1.829172313",3,37968.75,"Unique",383.1159,8.46,"","C18H22O7S",382.10862,"M+H",6.507807237,0,"DTXSID5022437-BTMR0196","MTX567","",NA,"CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(OS(=O)(=O)O)c1","","C18H22O7S",382.108624,"DTXSID5022437",NA,"metabolite","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"nurses1",-0.432869807,0.193967918,-2.23165672,0.026782022,0,1,"pos",1.8291723131295,118810.628730266,0,0,NA,0,0,0,0
"701",2475,"384.32468-741.2",6818,384.32468,741.2,93.33333333,91.25,33.33333333,2.083333333,24793.90585,43084.33327,173.7698511,4140.385572,NA,8961.187666,15358.77896,171.3922253,4060.527859,NA,913.2175712,1363.678072,149.3267448,0,NA,"1.013872425",2,10,"Unique",384.3260909,3.67,"Melinamide","C26H41NO",383.31881,"M+H",16877.54676,5.410843082,"DTXSID9048809","DTXSID9048809","Melinamide",NA,"CCCCC/C=C\C/C=C\CCCCCCCC(=O)NC(C)c1ccccc1","(9Z,12Z)-N-(1-phenylethyl)octadeca-9,12-dienamide","C26H41NO",383.3188149,"",383.3188149,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.68295977,4.642377699,2,NA,NA,0,NA,0,"nurses1",0.989515242,0.304009542,3.254882186,0.001338496,1,0,"pos",1.01387242505218,118810.628730266,0,0,NA,0,0,0,0
"702",2476,"384.3252-745.5",6818,384.3252,745.5,94.16666667,91.25,33.33333333,2.916666667,24102.62112,58920.16424,244.4554223,2630.347464,NA,4581.708012,5855.192006,127.7949619,2451.904057,NA,926.3974544,1372.979231,148.2062828,0,NA,"1.912872141",2,10,"Unique",384.3260909,2.32,"Melinamide","C26H41NO",383.31881,"M+H",14342.16456,6.459258295,"DTXSID9048809","DTXSID9048809","Melinamide",NA,"CCCCC/C=C\C/C=C\CCCCCCCC(=O)NC(C)c1ccccc1","(9Z,12Z)-N-(1-phenylethyl)octadeca-9,12-dienamide","C26H41NO",383.3188149,"",383.3188149,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.68295977,4.642377699,2,NA,NA,0,NA,0,"nurses1",1.068028904,0.355064819,3.007982897,0.002978437,1,0,"pos",1.91287214038443,118810.628730266,0,0,NA,0,0,0,0
"703",2478,"385.23454-608.2",495,385.23454,608.2,90.83333333,86.25,66.66666667,4.583333333,7564.795148,8862.685957,117.1569855,4056.676399,NA,4982.573562,7201.758238,144.5389245,2438.40029,NA,762.17636,864.1678515,113.3816131,586.3239341,NA,"0.810556644",3,37762.23776,"Multiple",385.2373355,7.26,"Bufogenin","C24H32O4",384.23006,"M+H",6273.684355,12.14878398,"DTXSID0046808","DTXSID0046808","Bufogenin",NA,"C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](c3ccc(=O)oc3)C[C@H]3O[C@@]312","5-[(1R,2S,4R,6R,7R,10S,11S,14S,16R)-14-hydroxy-7,11-dimethyl-3-oxapentacyclo[8.8.0.02,4.02,7.011,16]octadecan-6-yl]pyran-2-one","C24H32O4",384.2300595,"",384.2300595,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.646620708,7.027296513,21,NA,NA,0,NA,0,"nurses1",1.07608561,0.475090751,2.265010646,0.024617323,1,0,"pos",0.810556643515083,118810.628730266,0,0,NA,0,0,0,0
"704",2479,"385.23454-608.2",6595,385.23454,608.2,90.83333333,86.25,66.66666667,4.583333333,7564.795148,8862.685957,117.1569855,4056.676399,NA,4982.573562,7201.758238,144.5389245,2438.40029,NA,762.17636,864.1678515,113.3816131,586.3239341,NA,"0.810556644",3,37762.23776,"Multiple",385.2373355,7.26,"Megestrolacetate","C24H32O4",384.23006,"M+H",6273.684355,12.14878398,"DTXSID9040683","DTXSID9040683","Megestrol,acetate",3,"CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C","[(8R,9S,10R,13S,14S,17R)-17-acetyl-6,10,13-trimethyl-3-oxo-2,8,9,11,12,14,15,16-octahydro-1H-cyclopenta[a]phenanthren-17-yl] acetate","C24H32O4",384.2300595,"",384.2300595,"VBtoxcast, MC","",NA,NA,NA,NA,NA,NA,NA,1,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-3.393169412,9.501254932,15,NA,NA,0,1,0,"nurses1",1.07608561,0.475090751,2.265010646,0.024617323,1,0,"pos",0.810556643515083,118810.628730266,0,0,NA,1,0,1,1
"705",2480,"385.23454-608.2",5646,385.23454,608.2,90.83333333,86.25,66.66666667,4.583333333,7564.795148,8862.685957,117.1569855,4056.676399,NA,4982.573562,7201.758238,144.5389245,2438.40029,NA,762.17636,864.1678515,113.3816131,586.3239341,NA,"0.810556644",3,37762.23776,"Multiple",385.2373355,7.26,"Estradioldipropionate","C24H32O4",384.23006,"M+H",6273.684355,12.14878398,"DTXSID8023000","DTXSID8023000","Estradiol,dipropionate",NA,"CCC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(=O)CC)CC[C@@H]12","[(8R,9S,13S,14S,17S)-13-methyl-3-propanoyloxy-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthren-17-yl] propanoate","C24H32O4",384.2300595,"",384.2300595,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-4.425726805,7.948480135,9,NA,NA,0,NA,0,"nurses1",1.07608561,0.475090751,2.265010646,0.024617323,1,0,"pos",0.810556643515083,118810.628730266,0,0,NA,0,0,0,0
"706",2481,"385.23454-608.2",2751,385.23454,608.2,90.83333333,86.25,66.66666667,4.583333333,7564.795148,8862.685957,117.1569855,4056.676399,NA,4982.573562,7201.758238,144.5389245,2438.40029,NA,762.17636,864.1678515,113.3816131,586.3239341,NA,"0.810556644",3,37762.23776,"Multiple",385.2373355,7.26,"Ethynodioldiacetate","C24H32O4",384.23006,"M+H",6273.684355,12.14878398,"DTXSID4020614","DTXSID4020614","Ethynodiol,diacetate",3,"C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C","[(3S,8R,9S,10R,13S,14S,17R)-17-acetyloxy-17-ethynyl-13-methyl-2,3,6,7,8,9,10,11,12,14,15,16-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl] acetate","C24H32O4",384.2300595,"",384.2300595,"VBtoxcast, MC","",NA,NA,NA,NA,NA,NA,NA,1,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-3.858694829,11.00663709,18,NA,NA,0,1,0,"nurses1",1.07608561,0.475090751,2.265010646,0.024617323,1,0,"pos",0.810556643515083,118810.628730266,0,0,NA,1,0,1,1
"707",2482,"385.23454-608.2",4395,385.23454,608.2,90.83333333,86.25,66.66666667,4.583333333,7564.795148,8862.685957,117.1569855,4056.676399,NA,4982.573562,7201.758238,144.5389245,2438.40029,NA,762.17636,864.1678515,113.3816131,586.3239341,NA,"0.810556644",3,37762.23776,"Multiple",385.2373355,7.26,"29-Di-tert-butyl-47-diethoxyoxepino23-b1benzofuran","C24H32O4",384.23006,"M+H",6273.684355,12.14878398,"DTXSID60317464","DTXSID60317464","2,9-Di-tert-butyl-4,7-diethoxyoxepino[2,3-b][1]benzofuran",NA,"CCOC1=Cc2c(oc3c(C(C)(C)C)cc(OCC)cc23)OC(C(C)(C)C)=C1","2,9-ditert-butyl-4,7-diethoxyoxepino[2,3-b][1]benzofuran","C24H32O4",384.2300595,"",384.2300595,"exposurepred","",NA,NA,NA,NA,NA,1,1.123017715,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"nurses1",1.07608561,0.475090751,2.265010646,0.024617323,1,0,"pos",0.810556643515083,118810.628730266,0,0,NA,0,0,0,0
"708",2483,"385.23464-612.5",495,385.23464,612.5,94.16666667,86.25,50,7.916666667,7790.779902,8567.246763,109.9664844,4734.756346,NA,5281.621321,7007.000302,132.667601,3104.119831,NA,509.2629681,582.7939359,114.4387031,315.35089,NA,"0.82888726",3,37762.23776,"Multiple",385.2373355,7,"Bufogenin","C24H32O4",384.23006,"M+H",6536.200612,7.791421934,"DTXSID0046808","DTXSID0046808","Bufogenin",NA,"C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](c3ccc(=O)oc3)C[C@H]3O[C@@]312","5-[(1R,2S,4R,6R,7R,10S,11S,14S,16R)-14-hydroxy-7,11-dimethyl-3-oxapentacyclo[8.8.0.02,4.02,7.011,16]octadecan-6-yl]pyran-2-one","C24H32O4",384.2300595,"",384.2300595,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.646620708,7.027296513,21,NA,NA,0,NA,0,"nurses1",1.284897142,0.452001887,2.842680927,0.004952344,1,0,"pos",0.828887260876904,118810.628730266,0,0,NA,0,0,0,0
"709",2484,"385.23464-612.5",6595,385.23464,612.5,94.16666667,86.25,50,7.916666667,7790.779902,8567.246763,109.9664844,4734.756346,NA,5281.621321,7007.000302,132.667601,3104.119831,NA,509.2629681,582.7939359,114.4387031,315.35089,NA,"0.82888726",3,37762.23776,"Multiple",385.2373355,7,"Megestrolacetate","C24H32O4",384.23006,"M+H",6536.200612,7.791421934,"DTXSID9040683","DTXSID9040683","Megestrol,acetate",3,"CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C","[(8R,9S,10R,13S,14S,17R)-17-acetyl-6,10,13-trimethyl-3-oxo-2,8,9,11,12,14,15,16-octahydro-1H-cyclopenta[a]phenanthren-17-yl] acetate","C24H32O4",384.2300595,"",384.2300595,"VBtoxcast, MC","",NA,NA,NA,NA,NA,NA,NA,1,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-3.393169412,9.501254932,15,NA,NA,0,1,0,"nurses1",1.284897142,0.452001887,2.842680927,0.004952344,1,0,"pos",0.828887260876904,118810.628730266,0,0,NA,1,0,1,1
"710",2485,"385.23464-612.5",2751,385.23464,612.5,94.16666667,86.25,50,7.916666667,7790.779902,8567.246763,109.9664844,4734.756346,NA,5281.621321,7007.000302,132.667601,3104.119831,NA,509.2629681,582.7939359,114.4387031,315.35089,NA,"0.82888726",3,37762.23776,"Multiple",385.2373355,7,"Ethynodioldiacetate","C24H32O4",384.23006,"M+H",6536.200612,7.791421934,"DTXSID4020614","DTXSID4020614","Ethynodiol,diacetate",3,"C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C","[(3S,8R,9S,10R,13S,14S,17R)-17-acetyloxy-17-ethynyl-13-methyl-2,3,6,7,8,9,10,11,12,14,15,16-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl] acetate","C24H32O4",384.2300595,"",384.2300595,"VBtoxcast, MC","",NA,NA,NA,NA,NA,NA,NA,1,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-3.858694829,11.00663709,18,NA,NA,0,1,0,"nurses1",1.284897142,0.452001887,2.842680927,0.004952344,1,0,"pos",0.828887260876904,118810.628730266,0,0,NA,1,0,1,1
