,X1,featureid,ID,mz,time,DF_n,DF_ow,DF_blank,DF_diff,mean_N,sd_N,cv_N,median_N,gMean_N,mean_OW,sd_OW,cv_OW,median_OW,gMean_OW,mean_FB,sd_FB,cv_FB,median_FB,gMean_FB,CV_N.CV_OW,Confidence,score,MatchCategory,theoretical.mz,delta_ppm,name_cleaned.x,Formula,MonoisotopicMass,Adduct,mean_N_OW,percent_FB,DB_name,DTXSID,name_original,select.for.fragmentation,SMILES_cleaned,name_cleaned.y,formula_cleaned,Molweight_cleaned,parent_id,MONOISOTOPIC_MASS,source,Drug_UCSF_PXYS,Drug_most.comon.and.haz,Disinfectant,Sesquiterpenoids,FRs,PFAS,exposurepred_bin,exposurepred_u95,MC,MC_list_cat,MGDev,ERactive_bin,ERactive_ER_AUC,E2Up_bin,E2UP_priority_level,P4Up_bin,P4Up_priority_level,pesticidemammarytumors_bin,VBtoxcast_bin,vbtoxcast_min_ac10,vbtoxcast_max_scaled_top,vbtoxcast_assay_sum,nitroPAH_bin,pellizzari_bin,phthalate,carcino,DF_high_N,term,estimate,std.error,statistic,p.value,higher_intensity_N,metabolite,ESI,cvNvOW,sd_avg_N,sdN_GE_sdavg,Drug_UCSF_cond,ERactive_AUC_cond,of_interest_all,of_int_sd,of_interest_sum,of_interest_cat
445,1877,295.20121-478.4,2015,295.20121,478.4,100,100,58.33333333,0,4299.091714,5275.372653,122.7090047,2712.537948,2782.689951,4038.013268,6785.358675,168.0370575,2305.633002,1931.019535,539.1269858,657.9448104,122.038931,265.821131,NA,0.730249664,2,10,Multiple,295.2016187,1.38,PROXYMETACAINE,C16H26N2O3,294.19434,M+H,4168.552491,12.93319412,DTXSID30198146,DTXSID30198146,PROXYMETACAINE,1,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N,2-(diethylamino)ethyl 3-amino-4-propoxybenzoate,C16H26N2O3,294.1943427,,294.1943427,Drug,1,NA,0,0,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,nurses1,0.553640497,0.139332476,3.97352083,9.98E-05,1,0,pos,0.73024966353032,118810.628730266,0,1,NA,1,0,1,1
446,1879,295.22701-702.3,2695,295.22701,702.3,100,100,100,0,60497.77467,39474.20687,65.24902294,45894.24191,49360.2814,47014.68476,37410.68123,79.5723324,37530.46334,36746.57453,11142.67738,7416.761833,66.56175692,8683.672827,9351.774539,0.81999636,3,173262.0321,Unique,295.2267708,0.81,2-2-4-(1133-Tetramethylbutyl)phenoxyethoxyethanol,C18H30O3,294.21949,M+H,53756.22971,20.72816014,DTXSID3075044,DTXSID3075044,"2-[2-[4-(1,1,3,3-Tetramethylbutyl)phenoxy]ethoxy]ethanol",2,CC(C)(C)CC(C)(C)c1ccc(OCCOCCO)cc1,"2-[2-[4-(2,4,4-trimethylpentan-2-yl)phenoxy]ethoxy]ethanol",C18H30O3,294.2194948,,294.2194948,pellizzari,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,nurses1,0.422710123,0.132816911,3.182652867,0.001699803,1,0,pos,0.819996360192151,118810.628730266,0,0,NA,1,0,1,1
447,1880,295.22706-708.2,2695,295.22706,708.2,100,100,100,0,94940.10966,72229.29822,76.07880219,74263.19827,74914.30936,73378.60104,69605.977,94.85868634,54290.57661,55446.40367,16011.60637,9878.248487,61.69430013,12940.14036,13660.4193,0.802022515,3,173262.0321,Unique,295.2267708,0.98,2-2-4-(1133-Tetramethylbutyl)phenoxyethoxyethanol,C18H30O3,294.21949,M+H,84159.35535,19.02534341,DTXSID3075044,DTXSID3075044,"2-[2-[4-(1,1,3,3-Tetramethylbutyl)phenoxy]ethoxy]ethanol",2,CC(C)(C)CC(C)(C)c1ccc(OCCOCCO)cc1,"2-[2-[4-(2,4,4-trimethylpentan-2-yl)phenoxy]ethoxy]ethanol",C18H30O3,294.2194948,,294.2194948,pellizzari,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,nurses1,0.42592712,0.138762345,3.069471912,0.00245151,1,0,pos,0.802022515021053,118810.628730266,0,0,NA,1,0,1,1
448,1881,295.22719-705.2,2695,295.22719,705.2,100,100,100,0,65556.77837,46473.13814,70.88990536,50025.2681,52651.17848,52288.5381,48728.22632,93.19102826,38083.36806,38915.78142,9901.139323,5565.552165,56.21122967,8338.007857,8625.662977,0.760694529,3,173262.0321,Unique,295.2267708,1.42,2-2-4-(1133-Tetramethylbutyl)phenoxyethoxyethanol,C18H30O3,294.21949,M+H,58922.65824,16.80361956,DTXSID3075044,DTXSID3075044,"2-[2-[4-(1,1,3,3-Tetramethylbutyl)phenoxy]ethoxy]ethanol",2,CC(C)(C)CC(C)(C)c1ccc(OCCOCCO)cc1,"2-[2-[4-(2,4,4-trimethylpentan-2-yl)phenoxy]ethoxy]ethanol",C18H30O3,294.2194948,,294.2194948,pellizzari,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,nurses1,0.425712317,0.140727531,3.02508198,0.002822319,1,0,pos,0.760694529115179,118810.628730266,0,0,NA,1,0,1,1
458,1921,299.20066-512.9,2066,299.20066,512.9,100,86.25,25,13.75,8002.229555,6519.621209,81.47255917,6567.105723,5126.379433,5525.186639,5223.787399,94.5449944,5729.458264,NA,25.97562605,47.01115534,180.981799,0,NA,0.861733185,2,10,Multiple,299.2005561,0.35,Norethynodrel,C20H26O2,298.19328,M+H,6763.708097,0.384044162,DTXSID3021069,DTXSID3021069,Norethynodrel,3,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,"(8R,9S,13S,14S,17R)-17-ethynyl-17-hydroxy-13-methyl-1,2,4,6,7,8,9,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one",C20H26O2,298.1932801,,298.1932801,"VBtoxcast, MC",,NA,NA,NA,NA,NA,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,1,-3.896521,5.605441,10,NA,NA,0,1,1,nurses1,2.013704253,0.379296534,5.309049975,3E-07,1,0,pos,0.861733185210279,118810.628730266,0,0,NA,1,0,1,1
459,1922,299.20066-512.9,6379,299.20066,512.9,100,86.25,25,13.75,8002.229555,6519.621209,81.47255917,6567.105723,5126.379433,5525.186639,5223.787399,94.5449944,5729.458264,NA,25.97562605,47.01115534,180.981799,0,NA,0.861733185,2,10,Multiple,299.2005561,0.35,Norethindrone,C20H26O2,298.19328,M+H,6763.708097,0.384044162,DTXSID9023380,DTXSID9023380,Norethindrone,3,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,"(8R,9S,10R,13S,14S,17R)-17-ethynyl-17-hydroxy-13-methyl-1,2,6,7,8,9,10,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one",C20H26O2,298.1932801,,298.1932801,"VBtoxcast, MC",,NA,NA,NA,NA,NA,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,1,-7.703684,7.168326,47,NA,NA,0,1,1,nurses1,2.013704253,0.379296534,5.309049975,3E-07,1,0,pos,0.861733185210279,118810.628730266,0,0,NA,1,0,1,1
460,1923,299.20074-529.5,2066,299.20074,529.5,100,87.5,33.33333333,12.5,18535.20572,19390.82008,104.6161578,12068.18654,11347.74246,14657.84293,14953.11152,102.0144069,11203.71172,NA,208.0357306,426.4504758,204.9890539,0,NA,1.02550376,2,10,Multiple,299.2005561,0.61,Norethynodrel,C20H26O2,298.19328,M+H,16596.52433,1.253489746,DTXSID3021069,DTXSID3021069,Norethynodrel,3,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,"(8R,9S,13S,14S,17R)-17-ethynyl-17-hydroxy-13-methyl-1,2,4,6,7,8,9,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one",C20H26O2,298.1932801,,298.1932801,"VBtoxcast, MC",,NA,NA,NA,NA,NA,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,1,-3.896521,5.605441,10,NA,NA,0,1,1,nurses1,1.89193989,0.369242799,5.12383693,7.2E-07,1,0,pos,1.0255037595087,118810.628730266,0,0,NA,1,0,1,1
461,1924,299.20074-529.5,6379,299.20074,529.5,100,87.5,33.33333333,12.5,18535.20572,19390.82008,104.6161578,12068.18654,11347.74246,14657.84293,14953.11152,102.0144069,11203.71172,NA,208.0357306,426.4504758,204.9890539,0,NA,1.02550376,2,10,Multiple,299.2005561,0.61,Norethindrone,C20H26O2,298.19328,M+H,16596.52433,1.253489746,DTXSID9023380,DTXSID9023380,Norethindrone,3,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,"(8R,9S,10R,13S,14S,17R)-17-ethynyl-17-hydroxy-13-methyl-1,2,6,7,8,9,10,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one",C20H26O2,298.1932801,,298.1932801,"VBtoxcast, MC",,NA,NA,NA,NA,NA,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,1,-7.703684,7.168326,47,NA,NA,0,1,1,nurses1,1.89193989,0.369242799,5.12383693,7.2E-07,1,0,pos,1.0255037595087,118810.628730266,0,0,NA,1,0,1,1
462,1925,299.20095-750.6,2066,299.20095,750.6,98.33333333,87.5,66.66666667,10.83333333,31483.26517,44098.41504,140.0693823,9466.46471,NA,15404.66062,22045.27632,143.107835,10471.93747,NA,2882.249385,4465.976545,154.9476103,115.0021325,NA,0.978768089,2,10,Multiple,299.2005561,1.32,Norethynodrel,C20H26O2,298.19328,M+H,23443.9629,12.29420724,DTXSID3021069,DTXSID3021069,Norethynodrel,3,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,"(8R,9S,13S,14S,17R)-17-ethynyl-17-hydroxy-13-methyl-1,2,4,6,7,8,9,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one",C20H26O2,298.1932801,,298.1932801,"VBtoxcast, MC",,NA,NA,NA,NA,NA,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,1,-3.896521,5.605441,10,NA,NA,0,1,1,nurses1,2.102151054,0.373180776,5.63306362,6.16E-08,1,0,pos,0.978768089811435,118810.628730266,0,0,NA,1,0,1,1
463,1926,299.20095-750.6,6379,299.20095,750.6,98.33333333,87.5,66.66666667,10.83333333,31483.26517,44098.41504,140.0693823,9466.46471,NA,15404.66062,22045.27632,143.107835,10471.93747,NA,2882.249385,4465.976545,154.9476103,115.0021325,NA,0.978768089,2,10,Multiple,299.2005561,1.32,Norethindrone,C20H26O2,298.19328,M+H,23443.9629,12.29420724,DTXSID9023380,DTXSID9023380,Norethindrone,3,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,"(8R,9S,10R,13S,14S,17R)-17-ethynyl-17-hydroxy-13-methyl-1,2,6,7,8,9,10,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one",C20H26O2,298.1932801,,298.1932801,"VBtoxcast, MC",,NA,NA,NA,NA,NA,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,1,-7.703684,7.168326,47,NA,NA,0,1,1,nurses1,2.102151054,0.373180776,5.63306362,6.16E-08,1,0,pos,0.978768089811435,118810.628730266,0,0,NA,1,0,1,1
468,1939,301.2164-639.4,4874,301.2164,639.4,100,96.25,41.66666667,3.75,72882.39343,47471.91146,65.13495129,69288.03306,57593.39819,38298.61445,40429.05606,105.562712,21835.27327,NA,504.3764243,740.6449717,146.8436937,0,NA,0.617026127,3,86170.21277,Multiple,301.2162061,0.64,all-trans-Retinoicacid,C20H28O2,300.20893,M+H,55590.50394,0.907306803,DTXSID7021239,DTXSID7021239,"all-trans-Retinoic,acid",1,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,"(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenoic acid",C20H28O2,300.2089301,,300.2089301,"ERactive, P4Up, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,1,0.000228,NA,NA,1,2,NA,1,-6.170678428,18.86568846,69,NA,NA,0,NA,0,nurses1,2.10244866,0.331988533,6.332895415,1.64E-09,1,0,pos,0.617026126517098,118810.628730266,0,0,0,1,0,1,1
470,1941,301.21648-635.2,4874,301.21648,635.2,100,96.25,50,3.75,77758.92262,50456.51876,64.88839744,64565.31965,61154.47746,41014.75764,43500.14245,106.059733,24130.57625,NA,521.4040854,744.3297102,142.7548673,50.9004918,NA,0.611809926,3,86170.21277,Multiple,301.2162061,0.91,all-trans-Retinoicacid,C20H28O2,300.20893,M+H,59386.84013,0.877979169,DTXSID7021239,DTXSID7021239,"all-trans-Retinoic,acid",1,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,"(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenoic acid",C20H28O2,300.2089301,,300.2089301,"ERactive, P4Up, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,1,0.000228,NA,NA,1,2,NA,1,-6.170678428,18.86568846,69,NA,NA,0,NA,0,nurses1,2.11040344,0.333924824,6.319995662,1.76E-09,1,0,pos,0.611809926393083,118810.628730266,0,0,0,1,0,1,1
475,1946,301.21662-630.9,4874,301.21662,630.9,100,91.25,50,8.75,69814.26117,46757.98417,66.97483205,60506.12298,53987.51981,35839.65203,37352.71326,104.221752,21597.87346,NA,185.0016841,346.3095315,187.1926373,50.89229592,NA,0.642618559,3,86170.21277,Multiple,301.2162061,1.37,all-trans-Retinoicacid,C20H28O2,300.20893,M+H,52826.9566,0.350203184,DTXSID7021239,DTXSID7021239,"all-trans-Retinoic,acid",1,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,"(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenoic acid",C20H28O2,300.2089301,,300.2089301,"ERactive, P4Up, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,1,0.000228,NA,NA,1,2,NA,1,-6.170678428,18.86568846,69,NA,NA,0,NA,0,nurses1,2.526838218,0.410797299,6.151058496,4.31E-09,1,0,pos,0.642618558647911,118810.628730266,0,0,0,1,0,1,1
485,1959,303.15654-583.6,3490,303.15654,583.6,96.66666667,92.5,50,4.166666667,2374.551242,2446.513691,103.0305705,1500.480528,NA,1888.438128,2043.830074,108.2285961,1215.071556,NA,638.8037694,857.0485085,134.1645979,113.6012129,NA,0.951971791,2,10,Multiple,303.1590852,8.4,Nordihydroguaiareticacid,C18H22O4,302.15181,M+H,2131.494685,29.96975662,DTXSID5022437,DTXSID5022437,"Nordihydroguaiaretic,acid",1,CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1,"4-[4-(3,4-dihydroxyphenyl)-2,3-dimethylbutyl]benzene-1,2-diol",C18H22O4,302.1518092,,302.1518092,"P4Up, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,NA,1,-0.959439578,28.95806432,15,NA,NA,0,NA,0,nurses1,0.860965328,0.295690077,2.911715327,0.004015534,1,0,pos,0.951971791307381,118810.628730266,0,0,NA,1,0,1,1
487,1961,303.15705-646.7,3490,303.15705,646.7,100,95,83.33333333,5,7312.569063,8761.80208,119.818384,5441.0691,5122.970831,5529.748586,8755.010585,158.3256535,3236.747201,NA,454.661846,393.6697613,86.58517638,390.2739161,NA,0.756784396,2,10,Multiple,303.1590852,6.71,Nordihydroguaiareticacid,C18H22O4,302.15181,M+H,6421.158824,7.08068214,DTXSID5022437,DTXSID5022437,"Nordihydroguaiaretic,acid",1,CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1,"4-[4-(3,4-dihydroxyphenyl)-2,3-dimethylbutyl]benzene-1,2-diol",C18H22O4,302.1518092,,302.1518092,"P4Up, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,NA,1,-0.959439578,28.95806432,15,NA,NA,0,NA,0,nurses1,1.366826779,0.290484627,4.705332583,4.81E-06,1,0,pos,0.756784395650702,118810.628730266,0,0,NA,1,0,1,1
489,1963,303.15718-611.5,3490,303.15718,611.5,98.33333333,98.75,91.66666667,-0.416666667,5720.342943,9895.049751,172.9800092,3751.760678,NA,3284.218074,2916.120142,88.79191566,2740.177238,NA,761.7725332,665.2268611,87.32618099,641.4469202,NA,1.948150436,2,10,Multiple,303.1590852,6.28,Nordihydroguaiareticacid,C18H22O4,302.15181,M+H,4502.280509,16.91970395,DTXSID5022437,DTXSID5022437,"Nordihydroguaiaretic,acid",1,CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1,"4-[4-(3,4-dihydroxyphenyl)-2,3-dimethylbutyl]benzene-1,2-diol",C18H22O4,302.1518092,,302.1518092,"P4Up, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,NA,1,-0.959439578,28.95806432,15,NA,NA,0,NA,0,nurses1,0.64083052,0.282626402,2.267412084,0.024467534,1,0,pos,1.948150435929,118810.628730266,0,0,NA,1,0,1,1
509,1988,305.1067-512.8,6283,305.1067,512.8,67.5,42.5,16.66666667,25,3669.744525,7722.789914,210.4448923,340.050279,NA,3624.259636,10971.75594,302.7309585,0,NA,83.1345149,195.0066329,234.5675959,0,NA,0.695154844,3,734.6938776,Unique,305.1083262,5.33,Diazinon,C12H21N2O3PS,304.10105,M+H,3647.002081,2.279530229,DTXSID9020407,DTXSID9020407,Diazinon,1,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,diethoxy-(6-methyl-2-propan-2-ylpyrimidin-4-yl)oxy-sulfanylidene-lambda5-phosphane,C12H21N2O3PS,304.1010502,,304.1010507,"E2Up, P4Up, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,1,1,1,2,NA,1,-3.983455718,7.681843139,18,NA,NA,0,NA,1,nurses1,2.988977294,0.667915216,4.475084893,1.3E-05,1,0,pos,0.695154844231103,118810.628730266,0,0,NA,2,0,2,1
510,1989,305.10767-508.1,6283,305.10767,508.1,65,38.75,16.66666667,26.25,3734.777486,7436.943481,199.1268157,300.424327,NA,3536.127246,10364.21391,293.0950497,0,NA,52.53883361,122.8197282,233.769423,0,NA,0.679393309,3,734.6938776,Unique,305.1083262,2.15,Diazinon,C12H21N2O3PS,304.10105,M+H,3635.452366,1.445180085,DTXSID9020407,DTXSID9020407,Diazinon,1,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,diethoxy-(6-methyl-2-propan-2-ylpyrimidin-4-yl)oxy-sulfanylidene-lambda5-phosphane,C12H21N2O3PS,304.1010502,,304.1010507,"E2Up, P4Up, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,1,1,1,2,NA,1,-3.983455718,7.681843139,18,NA,NA,0,NA,1,nurses1,3.183771011,0.673767306,4.725327247,4.4E-06,1,0,pos,0.679393309111901,118810.628730266,0,0,NA,2,0,2,1
515,2004,307.22702-884.5,5667,307.22702,884.5,76.66666667,81.25,0,-4.583333333,35166.91806,81258.39427,231.0648722,1350.069446,NA,12902.75765,17955.99409,139.1640034,3228.266788,NA,0,0,NA,0,NA,1.660378163,3,38571.42857,Multiple,307.2267708,0.81,OXANDROLONE,C19H30O3,306.21949,M+H,24034.83786,0,DTXSID8023399,DTXSID8023399,OXANDROLONE,1,C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,"(1S,3aS,3bR,5aS,9aS,9bS,11aS)-1-hydroxy-1,9a,11a-trimethyl-2,3,3a,3b,4,5,5a,6,9,9b,10,11-dodecahydroindeno[4,5-h]isochromen-7-one",C19H30O3,306.2194948,,306.2194948,Drug,1,NA,0,0,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,pos,1.66037816213039,118810.628730266,0,1,NA,1,0,1,1
517,2006,307.22707-880.5,5667,307.22707,880.5,75,75,0,0,39772.51989,107468.2256,270.2072334,1278.865172,NA,14386.59405,22884.00342,159.0647747,2966.733807,NA,0,0,NA,0,NA,1.698724522,3,38571.42857,Multiple,307.2267708,0.97,OXANDROLONE,C19H30O3,306.21949,M+H,27079.55697,0,DTXSID8023399,DTXSID8023399,OXANDROLONE,1,C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,"(1S,3aS,3bR,5aS,9aS,9bS,11aS)-1-hydroxy-1,9a,11a-trimethyl-2,3,3a,3b,4,5,5a,6,9,9b,10,11-dodecahydroindeno[4,5-h]isochromen-7-one",C19H30O3,306.2194948,,306.2194948,Drug,1,NA,0,0,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,pos,1.69872452219303,118810.628730266,0,1,NA,1,0,1,1
518,2013,308.12617-624.4,1961,308.12617,624.4,100,100,0,0,526885.2664,498083.0327,94.53349039,407188.5823,335046.4734,392520.9353,428530.8511,109.1740115,249368.5219,245228.2419,0,0,NA,0,NA,0.865897379,3,35064.93506,Unique,308.1281194,6.33,3-Hydroxy-2-naphtho-o-phenetidide,C19H17NO3,307.12084,M+H,459703.1009,0,DTXSID2059063,DTXSID2059063,3-Hydroxy-2-naphtho-o-phenetidide,2,CCOc1ccccc1NC(=O)c1cc2ccccc2cc1O,N-(2-ethoxyphenyl)-3-hydroxynaphthalene-2-carboxamide,C19H17NO3,307.1208434,,307.1208434,exposurepred,,NA,NA,NA,NA,NA,1,0.165086211,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,nurses1,0.474053969,0.201196442,2.35617471,0.019461608,1,0,pos,0.865897378791472,118810.628730266,1,0,NA,0,1,1,1
519,2014,308.12656-619.1,1961,308.12656,619.1,100,100,0,0,429644.8045,368862.734,85.85294878,308551.4076,279583.5462,345634.679,407270.4744,117.8326421,225912.086,201627.9575,0,0,NA,0,NA,0.728600728,3,35064.93506,Unique,308.1281194,5.06,3-Hydroxy-2-naphtho-o-phenetidide,C19H17NO3,307.12084,M+H,387639.7418,0,DTXSID2059063,DTXSID2059063,3-Hydroxy-2-naphtho-o-phenetidide,2,CCOc1ccccc1NC(=O)c1cc2ccccc2cc1O,N-(2-ethoxyphenyl)-3-hydroxynaphthalene-2-carboxamide,C19H17NO3,307.1208434,,307.1208434,exposurepred,,NA,NA,NA,NA,NA,1,0.165086211,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,nurses1,0.49611751,0.206491544,2.402604485,0.017221215,1,0,pos,0.728600727692586,118810.628730266,1,0,NA,0,1,1,1
522,2030,309.24291-921.6,6880,309.24291,921.6,82.5,80,33.33333333,2.5,425889.2604,992500.2498,233.041859,22147.55637,NA,135891.6984,241622.9587,177.805533,24727.30036,NA,104.2812902,226.4728345,217.1749448,0,NA,1.310655834,3,132515.3374,Unique,309.2424209,1.58,2-2-(4-Nonylphenoxy)ethoxyethanol,C19H32O3,308.23514,M+H,280890.4794,0.037125249,DTXSID9058600,DTXSID9058600,2-[2-(4-Nonylphenoxy)ethoxy]ethanol,2,CCCCCCCCCc1ccc(OCCOCCO)cc1,2-[2-(4-nonylphenoxy)ethoxy]ethanol,C19H32O3,308.2351449,,308.2351449,pellizzari,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,nurses1,0.917066089,0.435283621,2.106824252,0.036418166,1,0,pos,1.31065583319052,118810.628730266,1,0,NA,1,0,1,1
523,2031,309.24294-924.7,6880,309.24294,924.7,84.16666667,80,33.33333333,4.166666667,417313.4033,930154.8083,222.8911894,25207.33841,NA,135372.8177,237623.6014,175.5327291,28993.66773,NA,122.2657722,285.6814536,233.6561153,0,NA,1.269798462,3,132515.3374,Unique,309.2424209,1.68,2-2-(4-Nonylphenoxy)ethoxyethanol,C19H32O3,308.23514,M+H,276343.1105,0.04424419,DTXSID9058600,DTXSID9058600,2-[2-(4-Nonylphenoxy)ethoxy]ethanol,2,CCCCCCCCCc1ccc(OCCOCCO)cc1,2-[2-(4-nonylphenoxy)ethoxy]ethanol,C19H32O3,308.2351449,,308.2351449,pellizzari,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,nurses1,1.02946875,0.429186176,2.398653095,0.01740259,1,0,pos,1.26979846176162,118810.628730266,1,0,NA,1,0,1,1
524,2033,310.14203-549.3,4949,310.14203,549.3,35.83333333,46.25,41.66666667,-10.41666667,2329.133092,15920.03843,683.517764,0,NA,151404.5269,663441.8432,438.1915499,0,NA,95.97149325,146.8176152,152.9804426,0,NA,1.559860669,3,27000,Multiple,310.1413249,2.27,Fluoxetine,C17H18F3NO,309.13405,M+H,76866.83002,0.124854236,DTXSID7023067,DTXSID7023067,Fluoxetine,3,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,N-methyl-3-phenyl-3-[4-(trifluoromethyl)phenoxy]propan-1-amine,C17H18F3NO,309.1340489,,309.1340487,"VBtoxcast, Drug",1,NA,0,0,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.14183474,15.74786333,1,NA,NA,0,NA,0,nurses1,-1.179434923,0.651007795,-1.811706298,0.071578049,0,0,pos,1.5598606685957,118810.628730266,0,1,NA,1,0,1,1
527,2040,310.20166-383.2,2146,310.20166,383.2,100,100,100,0,271804.991,201227.0459,74.03360958,211161.0066,215164.0661,263918.2624,179200.5891,67.90003369,223372.6077,217191.3253,18018.63478,22598.10431,125.4151859,4386.739209,5508.792248,1.090332443,3,53465.34653,Multiple,310.2012843,1.21,NADOLOL,C17H27NO4,309.19401,M+H,267861.6267,6.726844378,DTXSID3023342,DTXSID3023342,NADOLOL,2,CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,"(2R,3S)-5-[3-(tert-butylamino)-2-hydroxypropoxy]-1,2,3,4-tetrahydronaphthalene-2,3-diol",C17H27NO4,309.1940083,,309.1940084,Drug,1,NA,0,0,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,pos,1.09033244251399,118810.628730266,1,1,NA,1,0,1,1
