,DTXSID,featureid,mz.x,rt.x,det_count_v1,det_count_v2,det_count_v3,det_count_FB,df_v1,df_v2,df_v3,mean_visit1,log_mean_v1,sd_visit1,median_v1,gm_visit1,gsd_visit1,cv_visit1,mean_visit2,median_v2,sd_visit2,gm_visit2,gsd_visit2,cv_visit2,mean_visit3,sd_visit3,median_v3,gm_visit3,gsd_visit3,cv_visit3,mean_allvisit,gm_allvisit,gsd_allvisit,cv_allvisit,mean_FB,log_mean_FB,mean_DIWB,PvalV1_v3,PvalV1_V2,DFv1_min,percent_FBvV1,logFBvV1,meanv1_gt_v3,meanv1_gt_v2,geom_diff1v3,geom_diff1v2,df1v3_difference,df1v2_difference,DB_name,Confidence,score,MatchCategory,theoretical.mz,delta_ppm,Compound,Formula,MonoisotopicMass,Adduct,X,parent_id,is_metab,name_original,name_cleaned,formula_original,formula_cleaned,Molweight_cleaned,source,Drug_UCSF_PXYS,Drug_most.comon.and.haz,Disinfectant,Sesquiterpenoids,FRs,PFAS,exposurepred_bin,exposurepred_u95,MC,MC_list_cat,MGDev,ERactive_bin,ERactive_ER_AUC,E2Up_bin,E2UP_priority_level,P4Up_bin,P4Up_priority_level,pesticidemammarytumors_bin,VBtoxcast_bin,vbtoxcast_min_ac10,vbtoxcast_max_scaled_top,vbtoxcast_assay_sum,nitroPAH_bin,pellizzari_bin,MC_sum,frag_yn,confirmed_frag,of_interest,acrylate,is_ucsfdrug,sig_dif1v2or3,ubiqui_MC,nitro benzene,nitro,sulfate,aniline,guanidium,nitro_sum,SWGDRUG,STATINS,UOATARGPHARMA,VETDRUGS,DRUGBANK,ANTIBIOTICS,ZINC15PHARMA,PAHLIST,drug_any,of_interest_all,of_interest_cat
606,DTXSID6021240,329.24726-913.9,329.24726,913.9,40,36,38,0,100,94.7368421052632,100,3858.87592814212,11.4172400258558,2720.41915193162,3170.28302800132,2734.83869129003,2.72837646365153,70.4977097628889,3598.30132385458,2588.13616128923,3691.63745369273,2685.37837310303,2.49842703622892,102.5938942139,3478.73429099542,2685.98437405274,2591.25856879391,2521.8733453793,2.49329031982397,77.2115415944618,3310.3742494485,2668.5418763789,2.52055981816343,91.7644980643595,0,NA,0,0.462488642925676,0.260744881335946,1,0,NA,1,1,1,1,0,5.26315789473685,DTXSID6021240,3,694.285714285714,Multiple,329.2475063,0.75,Retinolacetate,C22H32O2,328.24023,M+H,4157,,0,"Retinol,acetate","[(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenyl] acetate",C22H32O2,C22H32O2,328.2402303,"P4Up, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,NA,1,-1.393704474,8.728954827,12,NA,,1,yes,notconf,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
612,DTXSID60221855,285.12343-504.1,285.12343,504.1,40,38,38,8,100,100,100,6821.00247940919,12.6124226484894,3514.58674256264,5972.40278281821,6262.06447979827,1.47286306052727,51.5259560918244,5891.54182722521,5832.68223509385,2428.21526959676,5317.96567461852,1.64433758640424,41.2152767612684,5775.85487126201,2471.54969326867,6253.38800524148,5220.84466498698,1.62049062472739,42.791062939721,5534.63249983829,4309.08768526696,2.38561375191248,58.0897755994591,463.919007953804,8.67739315577375,571.88863690535,0.392708865531071,0.512608265752066,1,6.80133175958011,68.8003676820412,1,1,1,1,0,0,DTXSID60221855,2,10,Unique,285.1233684,0.22,N-HYDROXY-NN-DIACETYLBENZIDINE,C16H16N2O3,284.11609,M+H,4195,,0,"N-HYDROXY-N,N'-DIACETYLBENZIDINE",N-[4-[4-[acetyl(hydroxy)amino]phenyl]phenyl]acetamide,C16H16N2O3,C16H16N2O3,284.1160924,MC,,NA,NA,NA,NA,NA,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,no,notconf,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
613,DTXSID60221855,285.12458-374.4,285.12458,374.4,40,38,38,8,100,100,100,11400.649067815,13.3839602569923,4071.11969327564,10595.1771119085,10689.8964447773,1.44893423571244,35.7095431063548,10892.181680144,10950.8915159862,2968.23817142758,10485.6034882901,1.3308650814311,27.2510894382028,10732.4290862007,2816.31535122265,11242.2126460243,10320.6303519475,1.3455504627372,26.2411736299637,9969.20397179594,8441.26022463194,2.04832001065624,42.7788367130271,1040.85334681225,9.94864942583252,2126.67048904589,0.64204240412933,0.722678199289804,1,9.1297727052284,74.3326282714783,1,1,1,1,0,0,DTXSID60221855,2,10,Multiple,285.1233684,4.25,N-HYDROXY-NN-DIACETYLBENZIDINE,C16H16N2O3,284.11609,M+H,4195,,0,"N-HYDROXY-N,N'-DIACETYLBENZIDINE",N-[4-[4-[acetyl(hydroxy)amino]phenyl]phenyl]acetamide,C16H16N2O3,C16H16N2O3,284.1160924,MC,,NA,NA,NA,NA,NA,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,no,notconf,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
650,DTXSID6040747,331.22414-987.9,331.22414,987.9,40,38,38,0,100,100,100,9958.34698282902,12.9396073187963,7260.31442620365,7251.12523479968,7856.15304062982,2.01735295485749,72.9068231778072,11390.0096464778,10284.871110938,8481.86996980489,8675.86358114537,2.18581915164565,74.4676276233692,10682.2790887603,6316.91670008834,9526.27280807312,9084.87937068998,1.78107884961171,59.1345409308289,9371.82463069854,8511.44945415069,1.99172917267176,82.5103568115288,0,NA,0,0.381732545378619,0.627790971219025,1,0,NA,0,0,0,0,0,0,DTXSID6040747,3,22710.2803738319,Multiple,331.2267708,7.94,17alpha-Hydroxyprogesterone,C21H30O3,330.21949,M+H,4478,,0,17alpha-Hydroxyprogesterone,"(8R,9S,10R,13S,14S,17R)-17-acetyl-17-hydroxy-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one",C21H30O3,C21H30O3,330.2194948,"ERactive, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,1,0.343,NA,NA,NA,NA,NA,1,-3.418414,50.85786,41,NA,,1,yes,notconf,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
654,DTXSID6043915,429.299-720.7,429.299,720.7,40,38,38,0,100,100,100,9423.56538031079,12.9644899448689,6372.15403937882,8292.10331102349,7992.82587485232,1.75538350580444,67.6193540577809,8759.74202831721,7548.6430413427,5209.17433591969,7570.65947981489,1.7150559193436,59.4672116950503,8186.20532427006,4208.90318019829,7431.0979181856,7127.81479912869,1.74651395794094,51.4145811578893,8019.07164010728,7613.16327654319,1.72245084970257,70.0751029284207,0,NA,0,0.613677013145361,0.565420865419821,1,0,NA,1,1,1,1,0,0,DTXSID6043915,3,25714.2857142857,Unique,429.2999358,2.18,Hydroxyprogesteronecaproate,C27H40O4,428.29266,M+H,4529,,0,"Hydroxyprogesterone,caproate","[(8R,9S,10R,13S,14S,17R)-17-acetyl-10,13-dimethyl-3-oxo-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-17-yl] hexanoate",C27H40O4,C27H40O4,428.2926598,"VBtoxcast, MC",,NA,NA,NA,NA,NA,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,1,-5.78425048,8.106401922,23,NA,,1,no,notconf,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
683,DTXSID6048202,149.09593-613.3,149.09593,613.3,40,38,38,8,100,100,100,114230.979901306,16.7871396251731,16026.0172150516,115949.737069752,113092.178133188,1.15613572328493,14.0294841459802,112668.043339335,115926.696380653,14468.4193663532,111738.347351177,1.1406036166269,12.8416354252084,112959.13327945,15773.7288141157,113560.742585776,111865.450519493,1.15300486937393,13.9641021988837,107182.082878556,102203.101087724,1.42580878182237,24.5228206094288,40672.7883261242,15.1878916479363,41186.0331511387,0.64204240412933,0.551975987116208,1,35.6057422962361,90.4733741843749,1,1,1,1,0,0,DTXSID6048202,3,26732.6732673267,Multiple,149.096091,1.08,Isopropylphenylketone,C10H12O,148.08882,M+H,4686,,0,"Isopropyl,phenyl,ketone",2-methyl-1-phenylpropan-1-one,C10H12O,C10H12O,148.088815,"ERactive, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,1,0.00034,NA,NA,NA,NA,NA,1,-1.442721128,8.081287933,3,NA,,1,no,notconf,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
706,DTXSID7020182,229.12005-505.1,229.12005,505.1,40,35,37,2,100,92.1052631578947,97.3684210526316,16285.6634797709,10.7820693732784,35128.0635472956,1371.1128935009,1760.86595460058,8.71422605924107,215.699308725921,1155.07975792373,842.614138112324,1166.81395929261,794.115200950856,2.86303218232654,101.015878019538,4223.56997962418,11792.1120638054,776.499690803864,837.182688663852,5.32234708294464,279.197743157902,6755.71160238871,1080.66092353921,5.74114060007377,313.973994388805,70.8379459553219,NA,198.257928756437,0.092096933537029,0.0743505029713,1,0.434971200548954,NA,1,1,1,1,2.63157894736842,7.89473684210526,DTXSID7020182,3,514.285714285714,Multiple,229.1223058,9.85,BisphenolA,C15H16O2,228.11503,M+H,4814,,0,"Bisphenol,A",4-[2-(4-hydroxyphenyl)propan-2-yl]phenol,C15H16O2,C15H16O2,228.1150298,"E2Up, ERactive, VBtoxcast, MGDev",,NA,NA,NA,NA,NA,NA,NA,NA,,1,1,0.45,1,3,NA,NA,NA,1,-2.923085,21.07358,53,NA,,2,no,notconf,NA,0,0,1,0,0,0,0,0,0,0,-,-,-,-,Y,-,-,-,1,2,1
717,DTXSID7021239,301.21605-1163.8,301.21605,1163.8,40,38,38,0,100,100,100,9979.77319109149,12.8322576905848,6232.7284831266,8154.10286162504,7292.80291271713,2.73999971010753,62.4536085518485,9640.71412896305,8736.26207951026,5564.2903328155,7751.47886906405,2.12602026316245,57.7165784441115,10937.0248289968,6339.85225024458,10025.111922378,8480.13880411105,2.35106380038801,57.9668817559602,8948.06824277374,7816.85292985726,2.40021482200076,73.3287188050808,0,NA,0,0.387196985321406,0.892647435768417,1,0,NA,0,1,0,0,0,0,DTXSID7021239,3,73636.3636363636,Multiple,301.2162061,0.52,all-trans-Retinoicacid,C20H28O2,300.20893,M+H,4874,,0,"all-trans-Retinoic,acid","(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenoic acid",C20H28O2,C20H28O2,300.2089301,"ERactive, P4Up, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,1,0.000228,NA,NA,1,2,NA,1,-6.170678428,18.86568846,69,NA,,2,no,notconf,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1
728,DTXSID7022413,165.09096-265,165.09096,265,40,38,38,8,100,100,100,37905.0022368175,14.2292644965285,87959.2060925649,15128.7761194762,19205.9338933032,2.29196562072689,232.051710597524,35085.7305154432,14520.8297474968,73642.7252550674,18727.6311352421,2.32303211250343,209.893663814847,34424.6303545155,66579.9869148364,15712.6332034507,19676.7800056925,2.23912675962188,193.407993721864,35996.0009184609,19437.9497587719,2.33680342358835,201.772709233229,18108.5691989068,13.7130989439537,11368.71487779,0.814269502155929,0.7757168888561,1,47.773560560083,96.3725071475,1,1,0,1,0,0,DTXSID7022413,2,10,Multiple,165.0910056,0.28,Isoeugenol,C10H12O2,164.08373,M+H,4924,,0,Isoeugenol,2-methoxy-4-prop-1-enylphenol,C10H12O2,C10H12O2,164.0837296,"E2Up, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,1,3,NA,NA,NA,1,-1.59417,6.076339,4,NA,,1,no,notconf,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
742,DTXSID7025558,273.08471-330.7,273.08471,330.7,40,38,38,8,100,100,100,89372.1968546156,16.217317759658,45881.6340524778,83436.4797841164,76190.1967140449,1.88117026452227,51.3377041935254,75254.5176407667,58116.5033055769,48964.3370652916,60565.3583217319,1.99373374155898,65.0649802833455,71522.1958164096,32540.5294541471,65496.65624393,62631.7414252299,1.78389429892645,45.4971062936538,69795.7045535874,45878.7835224775,3.24735741753888,68.1463782184327,2057.81573836684,10.9512810577981,3970.18024698655,0.115377616158773,0.079359372882242,1,2.3025233918266,67.5283127586014,1,1,1,1,0,0,DTXSID7025558,2,10,Multiple,273.0869829,8.32,4-Methoxy-3-nitro-N-phenylbenzamide,C14H12N2O4,272.07971,M+H,5027,,0,4-Methoxy-3-nitro-N-phenylbenzamide,4-methoxy-3-nitro-N-phenylbenzamide,C14H12N2O4,C14H12N2O4,272.0797069,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.06630484,5.797757,2,NA,,0,yes,notconf,yes,0,0,1,0,1,1,0,1,0,3,-,-,-,-,-,-,-,-,0,3,1
743,DTXSID7025558,273.08463-309.8,273.08463,309.8,40,38,38,8,100,100,100,104893.545072908,16.4711985235192,51068.2816121619,110176.955278754,90849.9766693706,1.79136636948994,48.6858191099043,94789.9995812142,66070.236924796,56522.0918553507,80760.5374207342,1.75425066623966,59.6287499789719,85445.6481777618,48629.1336527717,83071.9402808227,70665.4124621845,1.94920090991751,56.9123585458714,84164.8664835164,55398.1135936537,3.22639569457741,68.2024781268542,2917.37027065399,11.4629344308927,4949.08979022494,0.074357830918966,0.403874361179188,1,2.78126768298871,69.5938089418618,1,1,1,1,0,0,DTXSID7025558,2,10,Multiple,273.0869829,8.62,4-Methoxy-3-nitro-N-phenylbenzamide,C14H12N2O4,272.07971,M+H,5027,,0,4-Methoxy-3-nitro-N-phenylbenzamide,4-methoxy-3-nitro-N-phenylbenzamide,C14H12N2O4,C14H12N2O4,272.0797069,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.06630484,5.797757,2,NA,,0,yes,notconf,yes,0,0,1,0,1,1,0,1,0,3,-,-,-,-,-,-,-,-,0,3,1
747,DTXSID7026946,197.15372-447.4,197.15372,447.4,40,38,38,8,100,100,100,54418.6501069309,15.574149775529,24493.2550346965,47400.2148227671,48784.9921448436,1.63895874965986,45.008935331119,60217.3740037856,60513.1962972699,26030.4978078634,55163.662031193,1.52853721822389,43.2275539053346,58325.9764483322,24433.3857691987,55847.8481594758,53407.166047032,1.54059355749488,41.8910873971272,51985.5424449539,43362.1725108036,1.94119997254779,53.5330979721415,11648.492742359,13.4748798252162,11163.7795562447,0.551975987116208,0.403874361179188,1,21.4053320313349,86.5208054335573,0,0,0,0,0,0,DTXSID7026946,3,27000,Multiple,197.1536059,0.58,Linalylacetate,C12H20O2,196.14633,M+H,5052,,0,"Linalyl,acetate","3,7-dimethylocta-1,6-dien-3-yl acetate",C12H20O2,C12H20O2,196.1463299,"ERactive, exposurepred, VBtoxcast",,NA,NA,NA,NA,NA,1,0.136450905,NA,,NA,1,0,NA,NA,NA,NA,NA,1,-1.176591269,36.96606389,1,NA,,1,yes,notconf,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
779,DTXSID7044972,311.21895-796.2,311.21895,796.2,40,38,38,6,100,100,100,12445.3866914276,12.8943247056061,18464.0522102118,5991.7532994394,7613.39758871797,2.34014914170162,148.3606148046,6894.24097041554,4996.98572162989,4910.06975676564,5861.66333480513,1.68318600252087,71.2198743536186,8560.65032860707,8734.19185417136,5364.99480796256,6404.49394882995,1.99841804337686,102.02720025819,8704.89756826014,5468.51561457481,2.84464370096333,137.147062560691,481.812764004605,NA,692.61560548615,0.438492248442265,0.094043774951168,1,3.8714165815071,NA,1,1,1,1,0,0,DTXSID7044972,3,27000,Unique,311.2216854,8.79,110-Decanedioldimethacrylate,C18H30O4,310.21441,M+H,5289,,0,"1,10-Decanediol,dimethacrylate",10-(2-methylprop-2-enoyloxy)decyl 2-methylprop-2-enoate,C18H30O4,C18H30O4,310.2144094,exposurepred,,NA,NA,NA,NA,NA,1,210.2391617,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,no,notconf,yes,1,0,1,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,0,1,1
797,DTXSID7051890,191.17954-707.7,191.17954,707.7,40,38,38,8,100,100,100,75741.1206531341,13.7934587676048,202545.739666222,7308.95730149083,14198.5773923758,4.38990006426697,267.418461622459,41414.0651356409,7251.4893710663,143245.472391718,9614.17294993057,2.87161171098568,345.886046014934,74559.2624162598,196562.969350043,7184.532652805,11973.702095209,4.29107756067142,263.633199927119,61164.8438008847,12020.9776500125,3.81384663195329,283.386077669584,6187.46301145339,12.4577445346435,121059.053019604,0.450399924378529,0.519066454195575,1,8.16922559119458,90.3163212689018,1,1,1,1,0,0,DTXSID7051890,3,54000,Unique,191.1794267,0.59,(E)-beta-Damascone,C14H22,190.17215,M+H,5445,,0,(E)-beta-Damascone,"1,3,3-trimethyl-2-[(3E)-penta-1,3-dien-2-yl]cyclohexene",C14H22,C14H22,190.1721507,"P4Up, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,NA,1,-2.782935205,11.15019408,6,NA,,1,no,notconf,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
803,DTXSID7057737,222.11283-278.6,222.11283,278.6,40,38,38,7,100,100,100,21712.3729482902,14.1567497800491,15123.2579299187,17819.7146616906,18264.4384823356,1.76332822249088,69.6527181341991,15721.8292276326,13623.0912302178,7118.8754192213,14372.0110081144,1.52707364497999,45.2801981000354,17877.4673856465,9644.03490777243,15758.6031614421,15977.7647409198,1.59254830814061,53.9451964852441,16735.989340735,12042.8799293535,2.99576619990056,71.0181956462191,4954.36024575034,NA,414.991894857364,0.334705870214035,0.069616888472315,1,22.8181427131413,NA,1,1,1,1,0,0,DTXSID7057737,2,10,Multiple,222.1124693,1.62,3-Acetyl-4-hydroxybutyranilide,C12H15NO3,221.10519,M+H,5474,,0,3'-Acetyl-4'-hydroxybutyranilide,N-(3-acetyl-4-hydroxyphenyl)butanamide,C12H15NO3,C12H15NO3,221.1051933,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-1.141646924,1.531213622,1,NA,,0,no,notconf,yes,0,0,1,0,0,0,0,1,0,1,-,-,-,-,-,-,-,-,0,1,1
815,DTXSID8021771,165.1274-447.9,165.1274,447.9,40,38,38,8,100,100,100,135112.021051624,16.832088887133,72141.5997371057,112830.887471256,116671.194617394,1.76207753226476,53.3939165261555,147786.881429617,144954.1601727,69921.1549481011,132378.527108978,1.61613234722045,47.3121526563918,149135.225456877,79827.6898073153,138002.948643487,128707.817117254,1.75768447051578,53.5270520849536,127337.933972624,88689.6329435434,2.92522305830462,64.5700671811457,6225.75954577745,12.5128626362748,8406.69633385717,0.565420865419821,0.349948860783971,1,4.60785021001107,74.3393331640501,0,0,0,0,0,0,DTXSID8021771,3,54000,Multiple,165.1273911,0.05,4-(2-Methylbutan-2-yl)phenol,C11H16O,164.12012,M+H,5600,,0,4-(2-Methylbutan-2-yl)phenol,4-(2-methylbutan-2-yl)phenol,C11H16O,C11H16O,164.1201151,"E2Up, ERactive, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,1,0.282,1,3,NA,NA,NA,1,-0.9000875,7.89144,9,NA,,2,no,notconf,yes,0,0,0,1,0,0,0,0,0,0,-,-,-,-,-,-,-,-,0,3,1
823,DTXSID8022377,273.18504-1163.3,273.18504,1163.3,40,38,38,0,100,100,100,36848.6976552253,14.8846459519555,20377.8905275453,31026.1366076109,30249.967081119,2.02977307996042,55.301521693415,35581.3051049542,32815.3450514815,18891.4029863413,30401.8527942398,1.82776578564918,53.0936201767116,40142.5020020352,20702.3359878873,36305.7175320633,34039.7587755607,1.89565200110989,51.5721117404133,32965.5498202622,31494.1605033117,1.91415363649257,67.8126637353892,0,NA,0,0.392708865531071,0.916403567334355,1,0,NA,0,1,0,0,0,0,DTXSID8022377,3,54000,Multiple,273.184906,0.49,17alpha-Estradiol,C18H24O2,272.17763,M+H,5626,,0,17alpha-Estradiol,"(8R,9S,13S,14S,17R)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",C18H24O2,C18H24O2,272.17763,"ERactive, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,1,1.06,NA,NA,NA,NA,NA,1,-6.644007747,26.56347771,71,NA,,1,no,notconf,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
826,DTXSID8022959,423.23745-852.3,423.23745,852.3,40,38,38,3,100,100,100,8860.77480245264,12.8909228487779,5041.36319786059,7139.75127381804,7595.46644162456,1.77842536857217,56.8952863632778,11668.436030001,6434.87949642374,11533.8436064638,8159.70046691709,2.25636710070981,98.8465255909941,10933.0346398753,5519.19488147464,10483.3478647658,9343.24748477571,1.86131095314632,50.4818201283737,9481.37315041794,7086.64177500661,2.58210591478946,84.127733906131,127.15901335206,NA,828.031400621372,0.074357830918966,0.845443808289798,1,1.43507781415304,NA,0,0,0,0,0,0,DTXSID8022959,3,24300,Multiple,423.2411006,8.63,Docusatesodium,C20H38O7S,422.23382,M+H,5645,,0,"Docusate,sodium","1,4-bis(2-ethylhexoxy)-1,4-dioxobutane-2-sulfonic acid",C20H38O7S,C20H38O7S,422.2338246,"exposurepred, VBtoxcast",,NA,NA,NA,NA,NA,1,1.628481189,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-3.821588095,19.12992655,18,NA,,0,no,notconf,yes,0,0,1,0,0,0,1,0,0,1,-,-,-,-,-,-,-,-,0,1,1
836,DTXSID8024523,287.20046-597.6,287.20046,597.6,40,38,38,2,100,100,100,12113.1484537019,13.4270039467138,5396.40788344598,10680.0768424324,11013.6416015647,1.56110082761682,44.5500020417629,15031.6498020923,8768.83949804417,11481.5962368227,11500.4377875666,2.11445594769466,76.3828081946438,13272.8334929332,10138.6339850265,9306.37319804447,11019.0529047171,1.75831795657471,76.3863570685534,12334.628862472,10409.8722784513,2.2120733230717,76.6305747201832,1992.99734798321,NA,81.2501878582453,0.499818654585026,0.822037591215882,1,16.4531736369014,NA,0,0,0,0,0,0,DTXSID8024523,3,21386.1386138613,Unique,287.2005561,0.33,4-Androstene-317-dione,C19H26O2,286.19328,M+H,5707,,0,"4-Androstene-3,17-dione","(8R,9S,10R,13S,14S)-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthrene-3,17-dione",C19H26O2,C19H26O2,286.1932801,"ERactive, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,1,0.183,NA,NA,NA,NA,NA,1,-3.445860893,24.59287648,30,NA,,1,yes,notconf,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
847,DTXSID8029236,269.24767-918.5,269.24767,918.5,40,38,38,0,100,100,100,46102.6252914109,15.2671972345492,25231.8560571197,35725.5429732689,39435.2244783943,1.79457643029446,54.7297597428156,52761.8055110193,50454.104981957,24462.1368769049,46254.3706116139,1.74706452725838,46.3633430281229,51284.6585551203,29502.460835912,48209.1376020802,43393.8777116218,1.83463707364183,57.5268738587836,43923.2624709829,42873.1108937984,1.79002241392394,67.5320057942587,0,NA,0,0.506192211860841,0.185317610117881,1,0,NA,0,0,0,0,0,0,DTXSID8029236,2,10,Unique,269.2475063,0.61,Tridecylmethacrylate,C17H32O2,268.24023,M+H,5806,,0,"Tridecyl,methacrylate",tridecyl 2-methylprop-2-enoate,C17H32O2,C17H32O2,268.2402303,exposurepred,,NA,NA,NA,NA,NA,1,0.260580268,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,yes,notconf,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
856,DTXSID8035001,185.15367-748.5,185.15367,748.5,37,28,32,3,92.5,73.6842105263158,84.2105263157895,1682.33893971291,9.49416790841432,2404.86337035726,479.344175533288,721.156171231891,4.06750313173487,142.94761380056,1214.41164763323,219.776744805316,1987.52472381615,585.347371686953,4.60438334378374,163.661533359767,1530.13398026856,2181.01424217185,332.899712438735,714.086425193978,4.3652079792596,142.53746863324,1302.27212179717,639.904223227637,4.3225641962881,161.869288478023,39.2035785552754,NA,0,0.420621731431784,0.038538628853311,1,2.33030203544866,NA,1,1,1,1,8.28947368421053,18.8157894736842,DTXSID8035001,2,10,Multiple,185.1536059,0.35,10-Undecenoicacid,C11H20O2,184.14633,M+H,5870,,0,"10-Undecenoic,acid",undec-10-enoic acid,C11H20O2,C11H20O2,184.1463299,"E2Up, exposurepred, VBtoxcast",,NA,NA,NA,NA,NA,1,2.138314309,NA,,NA,NA,NA,1,3,NA,NA,NA,1,-5.328260551,5.981429083,4,NA,,1,no,notconf,yes,0,0,1,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,0,1,1
857,DTXSID8035001,185.15368-439.5,185.15368,439.5,40,38,38,8,100,100,100,6884.47897354081,12.6412066516681,2448.17291635044,6325.52590172781,6388.25705921485,1.53463321548438,35.5607581308553,7436.98845505167,6933.7958686221,2342.01262232118,7077.87294131288,1.38041455902211,31.4914112947202,7126.20522410073,2151.81477067467,7211.05012542666,6611.50542670177,1.61077490413211,30.1958013136818,6546.22096698019,5789.91859088328,1.75555410760033,41.5517612297852,2407.68581395141,11.1112647495638,2392.51469124041,0.376315678736837,0.387196985321406,1,34.9726656614814,87.8971846259442,0,0,0,0,0,0,DTXSID8035001,2,10,Multiple,185.1536059,0.4,10-Undecenoicacid,C11H20O2,184.14633,M+H,5870,,0,"10-Undecenoic,acid",undec-10-enoic acid,C11H20O2,C11H20O2,184.1463299,"E2Up, exposurepred, VBtoxcast",,NA,NA,NA,NA,NA,1,2.138314309,NA,,NA,NA,NA,1,3,NA,NA,NA,1,-5.328260551,5.981429083,4,NA,,1,no,notconf,yes,0,0,0,1,0,0,0,0,0,0,-,-,-,-,-,-,-,-,0,2,1
