,featureid,ID,mz,time,DF_n,DF_ow,DF_blank,DF_diff,mean_N,sd_N,cv_N,median_N,gMean_N,mean_OW,sd_OW,cv_OW,median_OW,gMean_OW,mean_FB,sd_FB,cv_FB,median_FB,gMean_FB,CV_N/CV_OW,Confidence,score,MatchCategory,theoretical.mz,delta_ppm,name_cleaned.x,Formula,MonoisotopicMass,Adduct,mean_N_OW,percent_FB,DB_name,DTXSID,name_original,select for fragmentation,SMILES_cleaned,name_cleaned.y,formula_cleaned,Molweight_cleaned,parent_id,MONOISOTOPIC_MASS,source,Drug_UCSF_PXYS,Drug_most.comon.and.haz,Disinfectant,Sesquiterpenoids,FRs,PFAS,exposurepred_bin,exposurepred_u95,MC,MC_list_cat,MGDev,ERactive_bin,ERactive_ER_AUC,E2Up_bin,E2UP_priority_level,P4Up_bin,P4Up_priority_level,pesticidemammarytumors_bin,VBtoxcast_bin,vbtoxcast_min_ac10,vbtoxcast_max_scaled_top,vbtoxcast_assay_sum,nitroPAH_bin,pellizzari_bin,phthalate,carcino,DF_high_N,term,estimate,std.error,statistic,p.value,higher_intensity_N,metabolite,ESI
2131,323.1233-572.4,6591,323.1233,572.4,35.83333333,40,0,-4.166666667,170.9085146,301.5930801,176.4646312,0,NA,282.1596595,577.5847268,204.7013835,0,NA,0,0,NA,0,NA,0.862058811,3,44505.49451,Unique,323.1237623,1.43,Binapacryl,C15H18N2O6,322.11649,M+H,226.5340871,0,DTXSID9040269,DTXSID9040269,Binapacryl,,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)C=C(C)C,"(2-butan-2-yl-4,6-dinitrophenyl) 3-methylbut-2-enoate",C15H18N2O6,322.1164863,,322.1164863,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-5.080222769,15.29656604,27,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
2132,323.1344-338.7,7818,323.1344,338.7,100,100,100,0,9277.46648,4892.015432,52.7300793,8473.625965,7981.084613,10096.94355,8363.018432,82.82722776,9091.995673,6814.831511,1754.482552,1045.01966,59.56284142,1351.0906,1522.911484,0.636627359,3,21891.89189,Unique,323.1336583,2.3,,C13H22O9,322.12638,M+H,9687.205016,18.11133912,DTXSID7042196-BTMR0165,MTX844,,,CCCCOC(=O)C(C)OC1OC(C(=O)O)C(O)C(O)C1O,,C13H22O9,322.1263823,DTXSID7042196,,metabolite,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,0,nurses1,0.268955383,0.144461092,1.861784229,0.06414596,1,1,pos
2133,323.18557-675.7,2816,323.18557,675.7,100,98.75,100,1.25,10401.89483,12430.82395,119.5053801,6313.542655,6452.029703,19240.33828,71161.1463,369.853925,7157.482212,NA,4075.443351,4357.871709,106.9300033,1917.608989,2205.261378,0.323115079,2,10,Unique,323.1852999,0.84,Zearalanol,C18H26O5,322.17802,M+H,14821.11655,27.49754606,DTXSID4022315,DTXSID4022315,Zearalanol,,C[C@H]1CCC[C@H](O)CCCCCc2cc(O)cc(O)c2C(=O)O1,"(4S,8R)-8,16,18-trihydroxy-4-methyl-3-oxabicyclo[12.4.0]octadeca-1(14),15,17-trien-2-one",C18H26O5,322.1780239,,322.1780239,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-4.972542081,7.722200526,15,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
2134,323.18627-760.6,2816,323.18627,760.6,92.5,78.75,41.66666667,13.75,6904.197731,8980.679124,130.0756362,3401.186209,NA,14340.04309,50183.35252,349.9525922,4816.452085,NA,505.4580279,803.9460516,159.0529791,0,NA,0.371695021,2,10,Unique,323.1852999,3,Zearalanol,C18H26O5,322.17802,M+H,10622.12041,4.758541688,DTXSID4022315,DTXSID4022315,Zearalanol,,C[C@H]1CCC[C@H](O)CCCCCc2cc(O)cc(O)c2C(=O)O1,"(4S,8R)-8,16,18-trihydroxy-4-methyl-3-oxabicyclo[12.4.0]octadeca-1(14),15,17-trien-2-one",C18H26O5,322.1780239,,322.1780239,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-4.972542081,7.722200526,15,NA,,0,NA,1,nurses1,1.02040505,0.364533437,2.799208377,0.005640348,1,0,pos
2135,323.18631-651.6,2816,323.18631,651.6,100,100,100,0,23580.58176,40685.68568,172.5389395,7789.209884,11028.2745,26098.84255,88324.40175,338.4226775,7768.541421,8916.063239,4540.011867,2610.952797,57.50982318,4453.52364,3882.587728,0.509832676,2,10,Unique,323.1852999,3.13,Zearalanol,C18H26O5,322.17802,M+H,24839.71215,18.2772322,DTXSID4022315,DTXSID4022315,Zearalanol,,C[C@H]1CCC[C@H](O)CCCCCc2cc(O)cc(O)c2C(=O)O1,"(4S,8R)-8,16,18-trihydroxy-4-methyl-3-oxabicyclo[12.4.0]octadeca-1(14),15,17-trien-2-one",C18H26O5,322.1780239,,322.1780239,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-4.972542081,7.722200526,15,NA,,0,NA,0,nurses1,0.392545662,0.126996113,3.091005319,0.002288309,1,0,pos
2136,323.23269-487.1,907,323.23269,487.1,100,100,100,0,21113.20317,15853.21255,75.08672379,16281.67791,17922.28515,25190.00963,32812.65053,130.2605716,15847.04405,18299.43847,29692.06237,18414.89821,62.01959964,22487.60111,26185.13659,0.576434779,3,514.2857143,Multiple,323.2345722,5.82,Bis(2-ethylhexyl)phosphate,C16H35O4P,322.2273,M+H,23151.6064,128.2505493,DTXSID1027134,DTXSID1027134,"Bis(2-ethylhexyl),phosphate",,CCCCC(CC)COP(=O)(O)OCC(CC)CCCC,bis(2-ethylhexyl) hydrogen phosphate,C16H35O4P,322.2272962,,322.2272966,"VBtoxcast, pellizzari",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-1.904017779,13.03711945,1,NA,1,0,NA,0,NA,0,NA,NA,NA,0,0,pos
2137,323.23269-487.1,1113,323.23269,487.1,100,100,100,0,21113.20317,15853.21255,75.08672379,16281.67791,17922.28515,25190.00963,32812.65053,130.2605716,15847.04405,18299.43847,29692.06237,18414.89821,62.01959964,22487.60111,26185.13659,0.576434779,3,514.2857143,Multiple,323.2345722,5.82,Hexadecyldihydrogenphosphate,C16H35O4P,322.2273,M+H,23151.6064,128.2505493,DTXSID1045039,DTXSID1045039,"Hexadecyl,dihydrogen,phosphate",,CCCCCCCCCCCCCCCCOP(=O)(O)O,hexadecyl dihydrogen phosphate,C16H35O4P,322.2272962,,322.2272966,exposurepred,,NA,NA,NA,NA,NA,1,0.259927621,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
2138,324.04586-338.8,4918,324.04586,338.8,1.666666667,0,0,1.666666667,185.8329402,1434.059103,771.6926296,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,#VALUE!,3,80198.0198,Unique,324.0453916,1.45,EPN,C14H14NO4PS,323.03812,M+H,92.91647011,0,DTXSID7022174,DTXSID7022174,EPN,,CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,ethoxy-(4-nitrophenoxy)-phenyl-sulfanylidene-lambda5-phosphane,C14H14NO4PS,323.0381156,,323.0381161,"E2Up, P4Up, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,1,2,1,1,NA,1,-1.997011117,5.274633648,26,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
2139,324.18095-319.8,6753,324.18095,319.8,100,100,100,0,8401.134272,11497.46822,136.8561416,4297.327462,5409.585741,7375.617094,9618.137389,130.4045108,3862.254843,4720.015178,3691.909623,1261.544421,34.170512,3480.193911,3483.937487,1.049473985,3,19816.51376,Unique,324.1805489,1.24,Alloxydim-sodium,C17H24NNaO5,323.17327,M+H,7888.375683,46.80189904,DTXSID9047041,DTXSID9047041,Alloxydim-sodium,,C=CCONC(CCC)=C1C(=O)CC(C)(C)C(C(=O)OC)=C1O,"methyl 2-hydroxy-6,6-dimethyl-4-oxo-3-[1-(prop-2-enoxyamino)butylidene]cyclohexene-1-carboxylate",C17H24NNaO5,323.1732729,,345.1552172,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-1.249707591,1.965466638,3,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
2140,324.21511-475,6873,324.21511,475,100,100,100,0,24891.12965,12270.10397,49.29508682,22683.62469,22307.48023,27064.02674,23099.21073,85.35023613,23023.83248,20908.62964,17436.75003,14092.88394,80.82288222,10433.56548,13693.43081,0.577562395,2,10,Unique,324.2169344,5.63,Bufetolol,C18H29NO4,323.20966,M+H,25977.5782,67.12230794,DTXSID9057763,DTXSID9057763,Bufetolol,,CC(C)(C)NCC(O)COc1ccccc1OCC1CCCO1,1-(tert-butylamino)-3-[2-(oxolan-2-ylmethoxy)phenoxy]propan-2-ol,C18H29NO4,323.2096584,,323.2096584,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-2.475328483,1.39033494,4,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
2141,324.21737-780.7,6873,324.21737,780.7,100,100,100,0,27987.81345,20380.45445,72.81903064,20100.60057,21018.59486,33379.02947,25974.9053,77.81803639,22326.25591,25136.75233,40742.87514,20272.17966,49.75637972,44006.99954,35697.65355,0.93576032,2,10,Unique,324.2169344,1.34,Bufetolol,C18H29NO4,323.20966,M+H,30683.42146,132.7846544,DTXSID9057763,DTXSID9057763,Bufetolol,,CC(C)(C)NCC(O)COc1ccccc1OCC1CCCO1,1-(tert-butylamino)-3-[2-(oxolan-2-ylmethoxy)phenoxy]propan-2-ol,C18H29NO4,323.2096584,,323.2096584,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-2.475328483,1.39033494,4,NA,,0,NA,0,nurses1,-0.297382647,0.061746392,-4.81619475,2.94E-06,0,0,pos
2142,324.21748-791.8,6873,324.21748,791.8,100,100,100,0,103968.4996,96989.557,93.28744511,58888.42441,62098.82734,106425.3714,104047.5446,97.76573312,69304.02771,67044.49093,178527.8664,107194.3657,60.0434923,220990.3905,131232.1642,0.954193685,2,10,Unique,324.2169344,1.68,Bufetolol,C18H29NO4,323.20966,M+H,105196.9355,169.7082387,DTXSID9057763,DTXSID9057763,Bufetolol,,CC(C)(C)NCC(O)COc1ccccc1OCC1CCCO1,1-(tert-butylamino)-3-[2-(oxolan-2-ylmethoxy)phenoxy]propan-2-ol,C18H29NO4,323.2096584,,323.2096584,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-2.475328483,1.39033494,4,NA,,0,NA,0,nurses1,-0.158104659,0.071859392,-2.20019479,0.028973881,0,0,pos
2143,325.0474-165.5,7947,325.0474,165.5,100,100,16.66666667,0,16342.68397,8596.780883,52.60323762,13454.13975,14293.04818,13134.18378,6097.487832,46.42456612,11754.07167,11757.84528,18.82358374,44.00313261,233.7659673,0,NA,1.13309056,1,9,Multiple,325.0448603,7.81,,C8H12N4O8S,324.03758,M+H,14738.43388,0.127717666,DTXSID9020116-BTMR0501,MTX973,,,Nc1ncn([C@@H]2O[C@H](COS(=O)(=O)O)[C@@H](O)[C@H]2O)c(=O)n1,"[(2R,3S,4R,5R)-5-(4-amino-2-oxo-1,3,5-triazin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl hydrogen sulfate",C8H12N4O8S,324.0375843,DTXSID9020116,,metabolite,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,0,nurses1,0.266973181,0.074076828,3.604003961,0.000398264,1,1,pos
2144,325.0474-165.5,7948,325.0474,165.5,100,100,16.66666667,0,16342.68397,8596.780883,52.60323762,13454.13975,14293.04818,13134.18378,6097.487832,46.42456612,11754.07167,11757.84528,18.82358374,44.00313261,233.7659673,0,NA,1.13309056,1,9,Multiple,325.0448603,7.81,,C8H12N4O8S,324.03758,M+H,14738.43388,0.127717666,DTXSID9020116-BTMR0502,MTX974,,,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](OS(=O)(=O)O)[C@H]2O)c(=O)n1,,C8H12N4O8S,324.0375843,DTXSID9020116,,metabolite,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,0,nurses1,0.266973181,0.074076828,3.604003961,0.000398264,1,1,pos
2145,325.21719-791.7,6742,325.21719,791.7,100,100,100,0,94183.54982,48535.10068,51.53246057,84980.7936,84836.92351,64189.99596,38601.56658,60.13642157,58510.95766,52355.27675,33560.50016,18530.17702,55.21424571,40798.79169,25918.48586,0.856925956,3,35294.11765,Unique,325.2162061,3.03,Etonogestrel,C22H28O2,324.20893,M+H,79186.77289,42.38144697,DTXSID9046782,DTXSID9046782,Etonogestrel,,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,"(8S,9S,10R,13S,14S,17R)-13-ethyl-17-ethynyl-17-hydroxy-11-methylidene-2,6,7,8,9,10,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one",C22H28O2,324.2089301,,324.2089301,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-3.025410436,7.976276927,7,NA,,0,NA,0,nurses1,0.710091685,0.113299659,6.267377081,2.33E-09,1,0,pos
2146,325.2174-797,6742,325.2174,797,100,100,100,0,106412.2831,44794.55981,42.0952906,96641.75532,97919.97832,78960.01938,43373.40404,54.9308427,74026.11974,67024.84052,40215.9472,23686.21541,58.89756939,39359.53331,32344.71141,0.766332511,3,35294.11765,Unique,325.2162061,3.67,Etonogestrel,C22H28O2,324.20893,M+H,92686.15125,43.38938089,DTXSID9046782,DTXSID9046782,Etonogestrel,,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,"(8S,9S,10R,13S,14S,17R)-13-ethyl-17-ethynyl-17-hydroxy-11-methylidene-2,6,7,8,9,10,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one",C22H28O2,324.2089301,,324.2089301,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-3.025410436,7.976276927,7,NA,,0,NA,0,nurses1,0.570867068,0.097592375,5.849504828,2.06E-08,1,0,pos
2147,325.23752-831.6,1810,325.23752,831.6,100,100,100,0,91988.81311,163842.7133,178.1115636,42959.37357,48887.36979,76860.48716,104541.541,136.014674,32620.65584,39312.37486,7425.372029,2712.342771,36.52803874,7156.329982,6942.495423,1.309502559,3,490.9090909,Unique,325.239467,5.99,Stiloniumiodide,C22H30INO,324.23219,M+H,84424.65013,8.795265384,DTXSID2045781,DTXSID2045781,"Stilonium,iodide",,CC[N+](CC)(CC)CCOc1ccc(/C=C/c2ccccc2)cc1,triethyl-[2-[4-[(E)-2-phenylethenyl]phenoxy]ethyl]azanium,C22H30INO,324.232191,,451.13721,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-1.620489,4.937847,11,NA,,0,NA,0,nurses1,0.382458006,0.124162436,3.080303668,0.00236812,1,0,pos
2148,325.31018-1141.6,6884,325.31018,1141.6,25.83333333,23.75,0,2.083333333,1984.129562,4357.306505,219.6079625,0,NA,1451.975487,3143.116883,216.4717595,0,NA,0,0,NA,0,NA,1.014487816,3,801.980198,Unique,325.3101065,0.23,9-Octadecenoicacid(9Z)-1-methylethylester,C21H40O2,324.30283,M+H,1718.052524,0,DTXSID9059412,DTXSID9059412,"9-Octadecenoic,acid,(9Z),-,1-methylethyl,ester",,CCCCCCCCC=CCCCCCCCC(=O)OC(C)C,propan-2-yl octadec-9-enoate,C21H40O2,324.3028305,,324.3028305,exposurepred,,NA,NA,NA,NA,NA,1,1.492613643,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,NA,0,nurses1,0.520709459,0.21517151,2.419973997,0.016443593,1,0,pos
2149,326.23071-468.4,5403,326.23071,468.4,100,100,100,0,29666.65925,19219.94968,64.78636344,25689.01985,24623.59453,36691.08497,42018.49272,114.5196245,26429.44916,24981.99352,29267.58359,26673.0546,91.1351445,14670.73823,21028.68073,0.565722807,2,10,Unique,326.2339219,9.85,Dapiprazolehydrochloride,C19H28ClN5,325.22665,M+H,33178.87211,88.2115085,DTXSID7048669,DTXSID7048669,"Dapiprazole,hydrochloride",,Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1,"3-[2-[4-(2-methylphenyl)piperazin-1-yl]ethyl]-5,6,7,8-tetrahydro-[1,2,4]triazolo[4,3-a]pyridine",C19H28ClN5,325.2266459,,361.2033236,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.4254958,7.215681,1,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
2150,326.23097-429.7,5403,326.23097,429.7,100,100,100,0,15806.81409,10643.09291,67.33230903,13204.13262,13104.50915,18147.99086,19411.31333,106.961225,13201.12745,12355.65653,14112.94782,13389.16556,94.87150194,9867.073966,8134.881226,0.629502037,2,10,Unique,326.2339219,9.05,Dapiprazolehydrochloride,C19H28ClN5,325.22665,M+H,16977.40247,83.12783914,DTXSID7048669,DTXSID7048669,"Dapiprazole,hydrochloride",,Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1,"3-[2-[4-(2-methylphenyl)piperazin-1-yl]ethyl]-5,6,7,8-tetrahydro-[1,2,4]triazolo[4,3-a]pyridine",C19H28ClN5,325.2266459,,361.2033236,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.4254958,7.215681,1,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
2151,326.23107-489.3,5403,326.23107,489.3,100,100,100,0,23494.66362,9542.158382,40.61415195,21077.4797,21999.86399,28999.56704,25808.99724,88.99787092,21362.93891,24122.12556,22301.32516,11426.88842,51.2386073,17087.01163,20274.88969,0.456349703,2,10,Unique,326.2339219,8.74,Dapiprazolehydrochloride,C19H28ClN5,325.22665,M+H,26247.11533,84.96676638,DTXSID7048669,DTXSID7048669,"Dapiprazole,hydrochloride",,Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1,"3-[2-[4-(2-methylphenyl)piperazin-1-yl]ethyl]-5,6,7,8-tetrahydro-[1,2,4]triazolo[4,3-a]pyridine",C19H28ClN5,325.2266459,,361.2033236,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.4254958,7.215681,1,NA,,0,NA,0,nurses1,-0.130195221,0.066344243,-1.962419282,0.051143598,0,0,pos
2152,327.0079-582.9,2260,327.0079,582.9,100,100,100,0,6237.518543,3660.562079,58.68619153,6014.551662,4991.794212,7722.873187,5905.200044,76.46377069,6672.015273,5836.705619,10441.63132,8548.618517,81.87052628,10368.37148,6932.515989,0.767503237,3,1469.387755,Multiple,327.0081047,0.63,Tris(2-chloropropyl)phosphate,C9H18Cl3O4P,326.00083,M+H,6980.195865,149.5893744,DTXSID3027615,DTXSID3027615,"Tris(2-chloropropyl),phosphate",,CC(Cl)COP(=O)(OCC(C)Cl)OCC(C)Cl,tris(2-chloropropyl) phosphate,C9H18Cl3O4P,326.0008287,,326.0008292,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-2.950596465,7.305478205,8,NA,,0,NA,0,nurses1,-0.26441224,0.060598518,-4.363344958,2.08E-05,0,0,pos
2153,327.0079-582.9,3610,327.0079,582.9,100,100,100,0,6237.518543,3660.562079,58.68619153,6014.551662,4991.794212,7722.873187,5905.200044,76.46377069,6672.015273,5836.705619,10441.63132,8548.618517,81.87052628,10368.37148,6932.515989,0.767503237,3,1469.387755,Multiple,327.0081047,0.63,Tris(2-chloroisopropyl)phosphate,C9H18Cl3O4P,326.00083,M+H,6980.195865,149.5893744,DTXSID5026259,DTXSID5026259,Tris(2-chloroisopropyl)phosphate,,CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,tris(1-chloropropan-2-yl) phosphate,C9H18Cl3O4P,326.0008287,,326.0008292,"VBtoxcast, FRs",,NA,NA,NA,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-2.92455853,5.136443911,9,NA,,0,NA,0,nurses1,-0.26441224,0.060598518,-4.363344958,2.08E-05,0,0,pos
2154,327.0079-582.9,251,327.0079,582.9,100,100,100,0,6237.518543,3660.562079,58.68619153,6014.551662,4991.794212,7722.873187,5905.200044,76.46377069,6672.015273,5836.705619,10441.63132,8548.618517,81.87052628,10368.37148,6932.515989,0.767503237,3,1469.387755,Multiple,327.0081047,0.63,Bis(2-chloro-1-methylethyl)2-chloropropylphosphate,C9H18Cl3O4P,326.00083,M+H,6980.195865,149.5893744,DTXSID0029557,DTXSID0029557,"Bis(2-chloro-1-methylethyl),2-chloropropyl,phosphate",,CC(Cl)COP(=O)(OC(C)CCl)OC(C)CCl,bis(1-chloropropan-2-yl) 2-chloropropyl phosphate,C9H18Cl3O4P,326.0008287,,326.0008292,exposurepred,,NA,NA,NA,NA,NA,1,0.105747728,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,NA,0,nurses1,-0.26441224,0.060598518,-4.363344958,2.08E-05,0,0,pos
2155,327.00815-587.5,2260,327.00815,587.5,100,100,100,0,6666.625072,4123.859028,61.85827137,5935.382004,5278.208899,8288.511867,6669.797097,80.47038121,6734.83343,6233.197628,12079.23437,10350.37092,85.68730934,10612.78736,7851.733989,0.768708566,3,1469.387755,Multiple,327.0081047,0.14,Tris(2-chloropropyl)phosphate,C9H18Cl3O4P,326.00083,M+H,7477.568469,161.5396023,DTXSID3027615,DTXSID3027615,"Tris(2-chloropropyl),phosphate",,CC(Cl)COP(=O)(OCC(C)Cl)OCC(C)Cl,tris(2-chloropropyl) phosphate,C9H18Cl3O4P,326.0008287,,326.0008292,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-2.950596465,7.305478205,8,NA,,0,NA,0,nurses1,-0.288813777,0.062137178,-4.648002835,6.18E-06,0,0,pos
2156,327.00815-587.5,3610,327.00815,587.5,100,100,100,0,6666.625072,4123.859028,61.85827137,5935.382004,5278.208899,8288.511867,6669.797097,80.47038121,6734.83343,6233.197628,12079.23437,10350.37092,85.68730934,10612.78736,7851.733989,0.768708566,3,1469.387755,Multiple,327.0081047,0.14,Tris(2-chloroisopropyl)phosphate,C9H18Cl3O4P,326.00083,M+H,7477.568469,161.5396023,DTXSID5026259,DTXSID5026259,Tris(2-chloroisopropyl)phosphate,,CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,tris(1-chloropropan-2-yl) phosphate,C9H18Cl3O4P,326.0008287,,326.0008292,"VBtoxcast, FRs",,NA,NA,NA,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-2.92455853,5.136443911,9,NA,,0,NA,0,nurses1,-0.288813777,0.062137178,-4.648002835,6.18E-06,0,0,pos
2157,327.00815-587.5,251,327.00815,587.5,100,100,100,0,6666.625072,4123.859028,61.85827137,5935.382004,5278.208899,8288.511867,6669.797097,80.47038121,6734.83343,6233.197628,12079.23437,10350.37092,85.68730934,10612.78736,7851.733989,0.768708566,3,1469.387755,Multiple,327.0081047,0.14,Bis(2-chloro-1-methylethyl)2-chloropropylphosphate,C9H18Cl3O4P,326.00083,M+H,7477.568469,161.5396023,DTXSID0029557,DTXSID0029557,"Bis(2-chloro-1-methylethyl),2-chloropropyl,phosphate",,CC(Cl)COP(=O)(OC(C)CCl)OC(C)CCl,bis(1-chloropropan-2-yl) 2-chloropropyl phosphate,C9H18Cl3O4P,326.0008287,,326.0008292,exposurepred,,NA,NA,NA,NA,NA,1,0.105747728,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,NA,0,nurses1,-0.288813777,0.062137178,-4.648002835,6.18E-06,0,0,pos
2158,327.07853-725.5,767,327.07853,725.5,62.5,86.25,100,-23.75,472.2581696,601.3237433,127.3294528,156.2369642,NA,1597.031107,3328.281901,208.4043252,709.4719954,NA,3922.262051,2870.262088,73.17874357,3814.184504,2568.626281,0.610973178,3,35064.93506,Unique,327.0780716,1.4,Triphenylphosphate,C18H15O4P,326.0708,M+H,1034.644638,379.0926765,DTXSID1021952,DTXSID1021952,"Triphenyl,phosphate",,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,triphenyl phosphate,C18H15O4P,326.0707956,,326.070796,"E2Up, VBtoxcast, FRs",,NA,NA,NA,1,NA,NA,NA,NA,,NA,NA,NA,1,2,NA,NA,NA,1,-5.701837824,10.29711392,13,NA,,0,NA,0,nurses1,-2.985078575,0.447218773,-6.674761339,2.53E-10,0,0,pos
2159,327.08792-508.1,2248,327.08792,508.1,33.33333333,11.25,0,22.08333333,1768.574159,4893.328893,276.6821435,0,NA,1785.959463,5828.566597,326.3549212,0,NA,0,0,NA,0,NA,0.847795224,2,10,Unique,327.0895992,5.13,Tributyltinchloride,C12H27ClSn,326.08232,M+H,1777.266811,0,DTXSID3027403,DTXSID3027403,"Tributyltin,chloride",,CCCC[Sn](Cl)(CCCC)CCCC,tributyl(chloro)stannane,C12H27ClSn,326.0823232,,326.082331,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-5.20445701,20.39561358,310,NA,,0,NA,1,nurses1,2.083438625,0.706564274,2.948689456,0.003583334,1,0,pos
2160,327.09026-89.1,7916,327.09026,89.1,100,87.5,0,12.5,5656.712398,3799.903737,67.175127,5074.459524,4395.439473,3774.392496,4014.465001,106.3605602,2513.451075,NA,0,0,NA,0,NA,0.631579289,2,10,Multiple,327.0921874,5.89,,C11H18O11,326.08491,M+H,4715.552447,0,DTXSID8041610-BTMR0165,MTX942,,,O=C[C@@H](OC1OC(C(=O)O)C(O)C(O)C1O)[C@H](O)[C@H](O)CO,,C11H18O11,326.0849114,DTXSID8041610,,metabolite,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,1,nurses1,2.362577154,0.391771294,6.030500936,8.11E-09,1,1,pos
