"","X","featureid","ID","mz","time","DF_n","DF_ow","DF_blank","DF_diff","mean_N","sd_N","cv_N","median_N","gMean_N","mean_OW","sd_OW","cv_OW","median_OW","gMean_OW","mean_FB","sd_FB","cv_FB","median_FB","gMean_FB","Confidence","score","MatchCategory","theoretical.mz","delta_ppm","Name","Formula","MonoisotopicMass","Adduct","mean_N_OW","percent_FB","DB_name","DTXSID","CASRN","name_original","formula_original","SMILES_original","SMILES_cleaned","name_cleaned","formula_cleaned","Molweight_cleaned","parent_id","MONOISOTOPIC_MASS","source","Drug_UCSF_PXYS","Drug_most.comon.and.haz","Disinfectant","Sesquiterpenoids","FRs","PFAS","exposurepred_bin","exposurepred_u95","MC","MC_list_cat","MGDev","ERactive_bin","ERactive_ER_AUC","E2Up_bin","E2UP_priority_level","P4Up_bin","P4Up_priority_level","pesticidemammarytumors_bin","VBtoxcast_bin","vbtoxcast_min_ac10","vbtoxcast_max_scaled_top","vbtoxcast_assay_sum","nitroPAH_bin","pellizzari_bin","phthalate","DF_high_N","term","estimate","std.error","statistic","p.value","higher_intensity_N","metabolite","ESI","cvNvOW","sd_avg_N","sdN_GE_sdavg","Drug_UCSF_cond","ERactive_AUC_cond","of_interest_all","of_int_sd","of_interest_sum","of_interest_cat"
"79",1467,"249.11287-362.7",3675,249.1129,362.7,100,100,100,0,259397,1286129,495.8151,18335.95,23613.8,513933.6,1837643,357.5644,17253.4,24452.2,2618.595,1011.568,38.63018,2542.999,2448.344,3,17880.79,"Multiple",249.1132,1.46,"Dipropylphthalate","C14H18O4",250.12051,"M-H",386665.3,0.6772252,"DTXSID5031133","DTXSID5031133","'131-16-8","Dipropyl,phthalate","C14H18O4","CCCOC(=O)C1=C(C=CC=C1)C(=O)OCCC","CCCOC(=O)c1ccccc1C(=O)OCCC","dipropyl benzene-1,2-dicarboxylate","C14H18O4",250.1205,"",250.1205091,"exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.14356,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.945457,4.528005,8,NA,NA,1,0,NA,NA,NA,NA,NA,0,0,"neg",1.38664559447193,643115.401519168,1,0,NA,1,1,2,1
"80",1501,"253.21757-883.9",1277,253.2176,883.9,100,100,100,0,36756024,23066515,62.75574,31842119,29485981,32504971,16815358,51.73165,30976238,27809096,239093.7,127381.9,53.27698,190820.9,218751.8,3,25961.54,"Multiple",253.2173,1.05,"Tridecylacrylate","C16H30O2",254.22458,"M-H",34630498,0.6904136,"DTXSID1051987","DTXSID1051987","'3076-04-8","Tridecyl,acrylate","C16H30O2","CCCCCCCCCCCCCOC(=O)C=C","C=CC(=O)OCCCCCCCCCCCCC","tridecyl prop-2-enoate","C16H30O2",254.2246,"",254.2245802,"exposurepred","",NA,NA,NA,NA,NA,1,2.202917,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,"neg",1.21310145723169,643115.401519168,1,0,NA,0,1,1,1
"81",1502,"253.21757-883.9",1282,253.2176,883.9,100,100,100,0,36756024,23066515,62.75574,31842119,29485981,32504971,16815358,51.73165,30976238,27809096,239093.7,127381.9,53.27698,190820.9,218751.8,3,25961.54,"Multiple",253.2173,1.05,"25811-Tetramethyldodec-6-yne-58-diol","C16H30O2",254.22458,"M-H",34630498,0.6904136,"DTXSID1052402","DTXSID1052402","'68227-33-8","2,5,8,11-Tetramethyldodec-6-yne-5,8-diol","C16H30O2","CC(C)CCC(C)(O)C#CC(C)(O)CCC(C)C","CC(C)CCC(C)(O)C#CC(C)(O)CCC(C)C","2,5,8,11-tetramethyldodec-6-yne-5,8-diol","C16H30O2",254.2246,"",254.2245802,"exposurepred","",NA,NA,NA,NA,NA,1,3.903398,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,"neg",1.21310145723169,643115.401519168,1,0,NA,0,1,1,1
"82",1506,"253.21757-883.9",3765,253.2176,883.9,100,100,100,0,36756024,23066515,62.75574,31842119,29485981,32504971,16815358,51.73165,30976238,27809096,239093.7,127381.9,53.27698,190820.9,218751.8,3,25961.54,"Multiple",253.2173,1.05,"9-Hexadecenoicacid","C16H30O2",254.22458,"M-H",34630498,0.6904136,"DTXSID5041564","DTXSID5041564","'2091-29-4","9-Hexadecenoic,acid","C16H30O2","CCCCCCC=CCCCCCCCC(O)=O","CCCCCCC=CCCCCCCCC(=O)O","hexadec-9-enoic acid","C16H30O2",254.2246,"",254.2245802,"exposurepred","",NA,NA,NA,NA,NA,1,8.40499,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,"neg",1.21310145723169,643115.401519168,1,0,NA,0,1,1,1
"83",1509,"255.0659-343.3",6962,255.0659,343.3,100,100,91.66667,0,17029.55,25935.09,152.2946,8637.264,10719.87,12757.2,9601.749,75.26536,9851.119,9085.455,2037.945,2028.669,99.54486,1510.63,NA,2,10,"Unique",255.0663,1.5,"Monobenzylphthalate","C15H12O4",256.07356,"M-H",14893.37,13.68357,"DTXSID9043938","DTXSID9043938","'2528-16-7","Monobenzyl,phthalate","C15H12O4","OC(=O)C1=C(C=CC=C1)C(=O)OCC1=CC=CC=C1","O=C(O)c1ccccc1C(=O)OCc1ccccc1","2-phenylmethoxycarbonylbenzoic acid","C15H12O4",256.0736,"",NA,"CDC_phthalate_metabolite","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"nurses1",0.2978492,0.1121025,2.656935,0.008542274,1,0,"neg",2.02343548213946,643115.401519168,0,0,NA,1,0,1,1
"84",1513,"255.23418-945.5",1426,255.2342,945.5,100,100,100,0,80293069,22626865,28.18035,80265523,76819293,83547525,20431532,24.45498,80475309,80676115,20868698,11557175,55.38043,19850516,18074396,3,52941.18,"Multiple",255.233,4.8,"Hexadecanoicacid","C16H32O2",256.24023,"M-H",81920297,25.47439,"DTXSID2021602","DTXSID2021602","'57-10-3","Hexadecanoic,acid","C16H32O2","CCCCCCCCCCCCCCCC(O)=O","CCCCCCCCCCCCCCCC(=O)O","hexadecanoic acid","C16H32O2",256.2402,"",256.2402303,"exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.1277038,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.551002,2.857759,2,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,"neg",1.15233584325156,643115.401519168,1,0,NA,0,1,1,1
"85",1514,"255.23418-945.5",1713,255.2342,945.5,100,100,100,0,80293069,22626865,28.18035,80265523,76819293,83547525,20431532,24.45498,80475309,80676115,20868698,11557175,55.38043,19850516,18074396,3,52941.18,"Multiple",255.233,4.8,"Sodiumpalmitate","C16H32O2",256.24023,"M-H",81920297,25.47439,"DTXSID2041127","DTXSID2041127","'408-35-5","Sodium,palmitate","C16H32O2","[Na+].CCCCCCCCCCCCCCCC([O-])=O","CCCCCCCCCCCCCCCC(=O)O","hexadecanoic acid","C16H32O2",256.2402,"",256.2402303,"exposurepred","",NA,NA,NA,NA,NA,1,51.08594,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,"neg",1.15233584325156,643115.401519168,1,0,NA,0,1,1,1
"86",1516,"255.23418-945.5",6917,255.2342,945.5,100,100,100,0,80293069,22626865,28.18035,80265523,76819293,83547525,20431532,24.45498,80475309,80676115,20868698,11557175,55.38043,19850516,18074396,3,52941.18,"Multiple",255.233,4.8,"Isohexadecanoicacid","C16H32O2",256.24023,"M-H",81920297,25.47439,"DTXSID9067726","DTXSID9067726","'32844-67-0","Isohexadecanoic,acid","C16H32O2","CC(C)CCCCCCCCCCCCC(O)=O","CC(C)CCCCCCCCCCCCC(=O)O","14-methylpentadecanoic acid","C16H32O2",256.2402,"",256.2402303,"exposurepred","",NA,NA,NA,NA,NA,1,1.989311,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,"neg",1.15233584325156,643115.401519168,1,0,NA,0,1,1,1
"87",1542,"265.14793-722.9",882,265.1479,722.9,100,100,100,0,1012124,868077.6,85.76793,701817.3,734839.7,752698.9,576139.3,76.54313,503498.8,587223.2,298420.9,105679.4,35.41286,293678,280899.9,3,20610.69,"Multiple",265.1479,0.1,"Sodiumdodecylsulfate","C12H26O4S",266.15518,"M-H",882411.3,33.8188,"DTXSID1026031","DTXSID1026031","'151-21-3","Sodium,dodecyl,sulfate","C12H26O4S","[Na+].CCCCCCCCCCCCOS([O-])(=O)=O","CCCCCCCCCCCCOS(=O)(=O)O","dodecyl hydrogen sulfate","C12H26O4S",266.1552,"",266.1551805,"exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,29.20184,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-3.938912,10.8868,21,NA,NA,0,0,"nurses1",0.3424907,0.1462368,2.342029,0.02019337,1,0,"neg",1.12051767415312,643115.401519168,1,0,NA,0,1,1,1
"88",1543,"265.14793-722.9",1586,265.1479,722.9,100,100,100,0,1012124,868077.6,85.76793,701817.3,734839.7,752698.9,576139.3,76.54313,503498.8,587223.2,298420.9,105679.4,35.41286,293678,280899.9,3,20610.69,"Multiple",265.1479,0.1,"Ammoniumdodecylsulfate","C12H26O4S",266.15518,"M-H",882411.3,33.8188,"DTXSID2027462","DTXSID2027462","'2235-54-3","Ammonium,dodecyl,sulfate","C12H26O4S","[NH4+].CCCCCCCCCCCCOS([O-])(=O)=O","CCCCCCCCCCCCOS(=O)(=O)O","dodecyl hydrogen sulfate","C12H26O4S",266.1552,"",266.1551805,"exposurepred","",NA,NA,NA,NA,NA,1,0.1888617,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"nurses1",0.3424907,0.1462368,2.342029,0.02019337,1,0,"neg",1.12051767415312,643115.401519168,1,0,NA,0,1,1,1
"89",1548,"267.23309-928.9",5806,267.2331,928.9,100,100,100,0,1172735,800709.4,68.27709,946896.4,953170.6,1031649,556039.9,53.89817,919407.6,878169,33347.85,14043.16,42.11114,27191.24,31337.48,3,27000,"Unique",267.233,0.51,"Tridecylmethacrylate","C17H32O2",268.24023,"M-H",1102192,3.025593,"DTXSID8029236","DTXSID8029236","'2495-25-2","Tridecyl,methacrylate","C17H32O2","CCCCCCCCCCCCCOC(=O)C(C)=C","C=C(C)C(=O)OCCCCCCCCCCCCC","tridecyl 2-methylprop-2-enoate","C17H32O2",268.2402,"",268.2402303,"exposurepred","",NA,NA,NA,NA,NA,1,0.2605803,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,"neg",1.26677937302881,643115.401519168,1,0,NA,0,1,1,1
"90",1558,"269.24887-987.8",209,269.2489,987.8,100,100,100,0,2314303,1342861,58.02445,2016123,1985975,2273653,1205450,53.01822,1971316,2002891,155514.3,84073.5,54.06159,151468,135437.4,3,25961.54,"Multiple",269.2486,0.99,"Isopropyltetradecanoate","C17H34O2",270.25588,"M-H",2293978,6.779243,"DTXSID0026838","DTXSID0026838","'110-27-0","Isopropyl,tetradecanoate","C17H34O2","CCCCCCCCCCCCCC(=O)OC(C)C","CCCCCCCCCCCCCC(=O)OC(C)C","propan-2-yl tetradecanoate","C17H34O2",270.2559,"",270.2558803,"exposurepred","",NA,NA,NA,NA,NA,1,0.3013011,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,"neg",1.09442470909057,643115.401519168,1,0,NA,0,1,1,1
"91",1559,"269.24887-987.8",2984,269.2489,987.8,100,100,100,0,2314303,1342861,58.02445,2016123,1985975,2273653,1205450,53.01822,1971316,2002891,155514.3,84073.5,54.06159,151468,135437.4,3,25961.54,"Multiple",269.2486,0.99,"Methylhexadecanoate","C17H34O2",270.25588,"M-H",2293978,6.779243,"DTXSID4029149","DTXSID4029149","'112-39-0","Methyl,hexadecanoate","C17H34O2","CCCCCCCCCCCCCCCC(=O)OC","CCCCCCCCCCCCCCCC(=O)OC","methyl hexadecanoate","C17H34O2",270.2559,"",270.2558803,"exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,8.590102,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.4112451,2.112202,1,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,"neg",1.09442470909057,643115.401519168,1,0,NA,0,1,1,1
"92",1560,"269.24887-987.8",3466,269.2489,987.8,100,100,100,0,2314303,1342861,58.02445,2016123,1985975,2273653,1205450,53.01822,1971316,2002891,155514.3,84073.5,54.06159,151468,135437.4,3,25961.54,"Multiple",269.2486,0.99,"Heptadecanoicacid","C17H34O2",270.25588,"M-H",2293978,6.779243,"DTXSID5021596","DTXSID5021596","'506-12-7","Heptadecanoic,acid","C17H34O2","CCCCCCCCCCCCCCCCC(O)=O","CCCCCCCCCCCCCCCCC(=O)O","heptadecanoic acid","C17H34O2",270.2559,"",270.2558803,"exposurepred","",NA,NA,NA,NA,NA,1,7.633445,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,"neg",1.09442470909057,643115.401519168,1,0,NA,0,1,1,1
"93",1583,"277.14394-617.7",1430,277.1439,617.7,100,100,100,0,61569.97,65679.35,106.6743,44410.07,49661.35,45443.38,15436.35,33.96831,39736.5,43103.13,26231.66,6971.151,26.57533,26974.02,25336.33,2,10,"Multiple",277.1445,2.14,"Dibutylphthalate","C16H22O4",278.15181,"M-H",53506.68,49.02502,"DTXSID2021781","DTXSID2021781","'84-74-2","Dibutyl,phthalate","C16H22O4","CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC","CCCCOC(=O)c1ccccc1C(=O)OCCCC","dibutyl benzene-1,2-dicarboxylate","C16H22O4",278.1518,"",278.1518092,"VBtoxcast, MGDev","",NA,NA,NA,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,NA,NA,1,-3.606026,9.375373,16,NA,NA,1,0,"nurses1",0.2021663,0.09530816,2.121185,0.03517593,1,0,"neg",3.14040645531085,643115.401519168,0,0,NA,1,0,1,1
"94",1584,"277.14394-617.7",6965,277.1439,617.7,100,100,100,0,61569.97,65679.35,106.6743,44410.07,49661.35,45443.38,15436.35,33.96831,39736.5,43103.13,26231.66,6971.151,26.57533,26974.02,25336.33,2,10,"Multiple",277.1445,2.14,"Octylhydrogenphthalate","C16H22O4",278.15181,"M-H",53506.68,49.02502,"DTXSID4052714","DTXSID4052714","'5393-19-1","Octyl,hydrogen,phthalate","C16H22O4","CCCCCCCCOC(=O)C1=C(C=CC=C1)C(O)=O","CCCCCCCCOC(=O)c1ccccc1C(=O)O","2-octoxycarbonylbenzoic acid","C16H22O4",278.1518,"",NA,"CDC_phthalate_metabolite","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"nurses1",0.2021663,0.09530816,2.121185,0.03517593,1,0,"neg",3.14040645531085,643115.401519168,0,0,NA,1,0,1,1
"95",1585,"277.14394-617.7",2110,277.1439,617.7,100,100,100,0,61569.97,65679.35,106.6743,44410.07,49661.35,45443.38,15436.35,33.96831,39736.5,43103.13,26231.66,6971.151,26.57533,26974.02,25336.33,2,10,"Multiple",277.1445,2.14,"Dibutylterephthalate","C16H22O4",278.15181,"M-H",53506.68,49.02502,"DTXSID3022168","DTXSID3022168","'1962-75-0","Dibutyl,terephthalate","C16H22O4","CCCCOC(=O)C1=CC=C(C=C1)C(=O)OCCCC","CCCCOC(=O)c1ccc(C(=O)OCCCC)cc1","dibutyl benzene-1,4-dicarboxylate","C16H22O4",278.1518,"",278.1518092,"exposurepred","",NA,NA,NA,NA,NA,1,1.271475,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"nurses1",0.2021663,0.09530816,2.121185,0.03517593,1,0,"neg",3.14040645531085,643115.401519168,0,0,NA,1,0,1,1
"96",1587,"277.14394-617.7",6347,277.1439,617.7,100,100,100,0,61569.97,65679.35,106.6743,44410.07,49661.35,45443.38,15436.35,33.96831,39736.5,43103.13,26231.66,6971.151,26.57533,26974.02,25336.33,2,10,"Multiple",277.1445,2.14,"Diisobutylphthalate","C16H22O4",278.15181,"M-H",53506.68,49.02502,"DTXSID9022522","DTXSID9022522","'84-69-5","Diisobutyl,phthalate","C16H22O4","CC(C)COC(=O)C1=C(C=CC=C1)C(=O)OCC(C)C","CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C","bis(2-methylpropyl) benzene-1,2-dicarboxylate","C16H22O4",278.1518,"",278.1518092,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.757231,9.474316,4,NA,NA,1,0,"nurses1",0.2021663,0.09530816,2.121185,0.03517593,1,0,"neg",3.14040645531085,643115.401519168,0,0,NA,1,0,1,1
"97",1594,"277.2175-871.5",5026,277.2175,871.5,100,100,100,0,26963170,16025437,59.43454,24966781,22601071,29339263,17411368,59.34494,26187253,24706269,38349.89,17255.94,44.99607,33563.29,35262.63,3,52941.18,"Unique",277.2173,0.71,"Linolenicacid","C18H30O2",278.22458,"M-H",28151217,0.1362282,"DTXSID7025506","DTXSID7025506","'463-40-1","Linolenic,acid","C18H30O2","CC\\C=C/C\\C=C/C\\C=C/CCCCCCCC(O)=O","CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O","(9Z,12Z,15Z)-octadeca-9,12,15-trienoic acid","C18H30O2",278.2246,"",278.2245802,"exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.2642147,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-4.960718,8.561049,2,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,"neg",1.0015098170122,643115.401519168,1,0,NA,0,1,1,1
"98",1622,"283.26485-1026.8",373,283.2649,1026.8,100,100,100,0,62111649,26335988,42.40105,62618113,55861621,66270509,22878206,34.52245,64698687,61630112,13984148,9722870,69.5278,13086897,11041183,3,51923.08,"Multiple",283.2643,2.1,"Potassiumstearate","C18H36O2",284.27153,"M-H",64191079,21.78519,"DTXSID0042323","DTXSID0042323","'593-29-3","Potassium,stearate","C18H36O2","[K+].CCCCCCCCCCCCCCCCCC([O-])=O","CCCCCCCCCCCCCCCCCC(=O)O","octadecanoic acid","C18H36O2",284.2715,"",284.2715304,"exposurepred","",NA,NA,NA,NA,NA,1,0.1335012,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,"neg",1.22821671115463,643115.401519168,1,0,NA,0,1,1,1
"99",1624,"283.26485-1026.8",1939,283.2649,1026.8,100,100,100,0,62111649,26335988,42.40105,62618113,55861621,66270509,22878206,34.52245,64698687,61630112,13984148,9722870,69.5278,13086897,11041183,3,51923.08,"Multiple",283.2643,2.1,"Hexadecylacetate","C18H36O2",284.27153,"M-H",64191079,21.78519,"DTXSID2052312","DTXSID2052312","'629-70-9","Hexadecyl,acetate","C18H36O2","CCCCCCCCCCCCCCCCOC(C)=O","CCCCCCCCCCCCCCCCOC(C)=O","hexadecyl acetate","C18H36O2",284.2715,"",284.2715304,"exposurepred","",NA,NA,NA,NA,NA,1,2.45639,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,"neg",1.22821671115463,643115.401519168,1,0,NA,0,1,1,1
"100",1625,"283.26485-1026.8",4787,283.2649,1026.8,100,100,100,0,62111649,26335988,42.40105,62618113,55861621,66270509,22878206,34.52245,64698687,61630112,13984148,9722870,69.5278,13086897,11041183,3,51923.08,"Multiple",283.2643,2.1,"Hexyllaurate","C18H36O2",284.27153,"M-H",64191079,21.78519,"DTXSID6067830","DTXSID6067830","'34316-64-8","Hexyl,laurate","C18H36O2","CCCCCCCCCCCC(=O)OCCCCCC","CCCCCCCCCCCC(=O)OCCCCCC","hexyl dodecanoate","C18H36O2",284.2715,"",284.2715304,"exposurepred","",NA,NA,NA,NA,NA,1,85.63886,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,"neg",1.22821671115463,643115.401519168,1,0,NA,0,1,1,1
"101",1626,"283.26485-1026.8",5594,283.2649,1026.8,100,100,100,0,62111649,26335988,42.40105,62618113,55861621,66270509,22878206,34.52245,64698687,61630112,13984148,9722870,69.5278,13086897,11041183,3,51923.08,"Multiple",283.2643,2.1,"Octadecanoicacid","C18H36O2",284.27153,"M-H",64191079,21.78519,"DTXSID8021642","DTXSID8021642","'57-11-4","Octadecanoic,acid","C18H36O2","CCCCCCCCCCCCCCCCCC(O)=O","CCCCCCCCCCCCCCCCCC(=O)O","octadecanoic acid","C18H36O2",284.2715,"",284.2715304,"exposurepred, Vbtoxcast, Disinfect ingredient list","",NA,1,NA,NA,NA,1,2.55072,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.578843,5.44578,9,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,"neg",1.22821671115463,643115.401519168,1,0,NA,1,1,2,1
"102",1627,"283.26485-1026.8",6483,283.2649,1026.8,100,100,100,0,62111649,26335988,42.40105,62618113,55861621,66270509,22878206,34.52245,64698687,61630112,13984148,9722870,69.5278,13086897,11041183,3,51923.08,"Multiple",283.2643,2.1,"Sodiumoctadecanoate","C18H36O2",284.27153,"M-H",64191079,21.78519,"DTXSID9027318","DTXSID9027318","'822-16-2","Sodium,octadecanoate","C18H36O2","[Na+].CCCCCCCCCCCCCCCCCC([O-])=O","CCCCCCCCCCCCCCCCCC(=O)O","octadecanoic acid","C18H36O2",284.2715,"",284.2715304,"exposurepred","",NA,NA,NA,NA,NA,1,0.3501897,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,"neg",1.22821671115463,643115.401519168,1,0,NA,0,1,1,1
"103",1628,"285.11085-448.8",101,285.1109,448.8,98.33333,95,75,3.333333,14222.17,28922.15,203.3596,5049.505,NA,15214.94,36350.11,238.9106,3646.753,NA,370.4552,423.0906,114.2083,231.0375,NA,3,19285.71,"Multiple",285.1132,8.36,"Diphenolicacid","C17H18O4",286.12051,"M-H",14718.56,2.516926,"DTXSID0022436","DTXSID0022436","'126-00-1","Diphenolic,acid","C17H18O4","CC(CCC(O)=O)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1","CC(CCC(=O)O)(c1ccc(O)cc1)c1ccc(O)cc1","4,4-bis(4-hydroxyphenyl)pentanoic acid","C17H18O4",286.1205,"",286.1205091,"ERactive, VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,0.174,NA,NA,NA,NA,NA,1,-0.7708135,6.026605,8,NA,NA,0,0,"nurses1",0.9410775,0.3330166,2.825918,0.00520803,1,0,"neg",0.851195384382275,643115.401519168,0,0,1,1,0,1,1
"104",1653,"289.21699-789",6343,289.217,789,95.83333,67.5,0,28.33333,2239.382,3229.089,144.1956,1805.065,NA,1342.041,2246.139,167.3673,242.4407,NA,0,0,NA,0,NA,2,10,"Multiple",289.2173,1.09,"5alpha-Dihydrotestosterone","C19H30O2",290.22458,"M-H",1790.711,0,"DTXSID9022364","DTXSID9022364","'521-18-6","5alpha-Dihydrotestosterone","C19H30O2","[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C","C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O","(5S,8R,9S,10S,13S,14S,17S)-17-hydroxy-10,13-dimethyl-1,2,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-3-one","C19H30O2",290.2246,"",290.2245802,"ERactive, VBtoxcast, MGDev","",NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0.4,NA,NA,NA,NA,NA,1,-7.374129,46.59256,43,NA,NA,0,1,"nurses1",3.525609,0.4989235,7.066432,2.785891e-11,1,0,"neg",0.861551808507397,643115.401519168,0,0,1,1,0,1,1
"105",1660,"291.08437-265.7",2220,291.0844,265.7,75.83333,71.25,16.66667,4.583333,10754.58,56939.98,529.4489,755.543,NA,3427.871,9793.703,285.708,581.2974,NA,48.54416,116.8842,240.7792,0,NA,3,17027.03,"Multiple",291.0834,3.37,"Ethylenediaminetetraaceticacidtetrasodiumsalt","C10H16N2O8",292.09067,"M-H",7091.224,0.6845668,"DTXSID3026350","DTXSID3026350","'64-02-8","Ethylenediaminetetraacetic,acid,tetrasodium,salt","C10H16N2O8","[Na+].[Na+].[Na+].[Na+].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O","O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O","2-[2-[bis(carboxymethyl)amino]ethyl-(carboxymethyl)amino]acetic acid","C10H16N2O8",292.0907,"",292.0906655,"exposurepred","",NA,1,NA,NA,NA,1,80.33395,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,"neg",1.85311191846221,643115.401519168,0,0,NA,1,0,1,1
"106",1667,"291.08437-265.7",6474,291.0844,265.7,75.83333,71.25,16.66667,4.583333,10754.58,56939.98,529.4489,755.543,NA,3427.871,9793.703,285.708,581.2974,NA,48.54416,116.8842,240.7792,0,NA,3,17027.03,"Multiple",291.0834,3.37,"Ethylenediaminetetraaceticaciddisodiumsalt","C10H16N2O8",292.09067,"M-H",7091.224,0.6845668,"DTXSID9027073","DTXSID9027073","'139-33-3","Ethylenediaminetetraacetic,acid,,disodium,salt","C10H16N2O8","[Na+].[Na+].OC(=O)CN(CCN(CC(O)=O)CC([O-])=O)CC([O-])=O","O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O","2-[2-[bis(carboxymethyl)amino]ethyl-(carboxymethyl)amino]acetic acid","C10H16N2O8",292.0907,"",292.0906655,"exposurepred","",NA,1,NA,NA,NA,1,0.3966608,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,"neg",1.85311191846221,643115.401519168,0,0,NA,1,0,1,1
