"","featureid","ID","mz","time","DF_n","DF_ow","DF_blank","DF_diff","mean_N","sd_N","cv_N","median_N","gMean_N","mean_OW","sd_OW","cv_OW","median_OW","gMean_OW","mean_FB","sd_FB","cv_FB","median_FB","gMean_FB","Confidence","score","MatchCategory","theoretical.mz","delta_ppm","name_cleaned.x","Formula","MonoisotopicMass","Adduct","mean_N_OW","percent_FB","DB_name","DTXSID","name_original","SMILES_cleaned","name_cleaned.y","formula_cleaned","Molweight_cleaned","parent_id","MONOISOTOPIC_MASS","source","Drug_UCSF_PXYS","Drug_most.comon.and.haz","Disinfectant","Sesquiterpenoids","FRs","PFAS","exposurepred_bin","exposurepred_u95","MC","MC_list_cat","MGDev","ERactive_bin","ERactive_ER_AUC","E2Up_bin","E2UP_priority_level","P4Up_bin","P4Up_priority_level","pesticidemammarytumors_bin","VBtoxcast_bin","vbtoxcast_min_ac10","vbtoxcast_max_scaled_top","vbtoxcast_assay_sum","nitroPAH_bin","pellizzari_bin","phthalate","carcino","DF_high_N","term","estimate","std.error","statistic","p.value","higher_intensity_N","metabolite","ESI"
"2102","317.17271-486.6",7543,317.17271,486.6,100,100,100,0,16806.9173833805,8675.1011488762,51.6162538970683,14089.2866491112,14778.578178863,21793.0829770233,34697.7694546441,159.214598004451,14400.8213022135,15374.6269814687,12096.5033417894,5109.73020669436,42.2413821772936,10860.9219481801,11122.0827291311,3,61714.2857142857,"Multiple",317.1747352,6.39,"","C19H24O4","316.16746","M+H",19300.0001802019,62.6761825328794,"DTXSID5022437-BTMR0213","MTX569","","COc1ccc(CC(C)C(C)Cc2ccc(O)c(O)c2)cc1O","4-[4-(3-hydroxy-4-methoxyphenyl)-2,3-dimethylbutyl]benzene-1,2-diol","C19H24O4",316.1674592,"DTXSID5022437","","metabolite","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"0",NA,0,NA,NA,NA,"0","1","pos"
"2103","317.24871-945.1",996,317.24871,945.1,94.1666666666667,83.75,16.6666666666667,10.4166666666667,1615619.18684173,2772014.43255918,171.575978741501,153231.909304011,NA,611061.514433366,1096433.97257778,179.431030539453,87742.1295934247,NA,116.07272884017,312.091741428481,268.876026735121,0,NA,3,62790.6976744184,"Multiple",317.2475063,3.79,"Pregnenolone","C21H32O2","316.24023","M+H",1113340.35063755,0.0104256284947996,"DTXSID1036541","DTXSID1036541","Pregnenolone","CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C","1-[(3S,8S,9S,10R,13S,14S,17S)-3-hydroxy-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl]ethanone","C21H32O2",316.2402303,"","316.2402303","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-7.115781045,51.62441148,22,NA,"",0,NA,"1","nurses1",2.03200328833121,0.434269331814091,4.67913145015984,5.39514635439001e-06,"1","0","pos"
"2104","317.24871-945.1",6799,317.24871,945.1,94.1666666666667,83.75,16.6666666666667,10.4166666666667,1615619.18684173,2772014.43255918,171.575978741501,153231.909304011,NA,611061.514433366,1096433.97257778,179.431030539453,87742.1295934247,NA,116.07272884017,312.091741428481,268.876026735121,0,NA,3,62790.6976744184,"Multiple",317.2475063,3.79,"Methylabietate","C21H32O2","316.24023","M+H",1113340.35063755,0.0104256284947996,"DTXSID9048190","DTXSID9048190","Methyl,abietate","COC(=O)[C@]1(C)CCC[C@]2(C)[C@H]3CCC(C(C)C)=CC3=CC[C@@H]12","methyl (1R,4aR,4bR,10aR)-1,4a-dimethyl-7-propan-2-yl-2,3,4,4b,5,6,10,10a-octahydrophenanthrene-1-carboxylate","C21H32O2",316.2402303,"","316.2402303","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.580750569,7.922528977,3,NA,"",0,NA,"1","nurses1",2.03200328833121,0.434269331814091,4.67913145015984,5.39514635439001e-06,"1","0","pos"
"2105","317.24942-939.9",6799,317.24942,939.9,93.3333333333333,82.5,16.6666666666667,10.8333333333333,1262733.29341906,2333906.62400715,184.829736902534,104421.340660603,NA,501716.043173419,957963.92644831,190.937471400967,60458.5533054556,NA,27.1717362790077,66.7038969502365,245.490005737214,0,NA,3,62790.6976744184,"Multiple",317.2475063,6.03,"Methylabietate","C21H32O2","316.24023","M+H",882224.668296239,0.00307991118991061,"DTXSID9048190","DTXSID9048190","Methyl,abietate","COC(=O)[C@]1(C)CCC[C@]2(C)[C@H]3CCC(C(C)C)=CC3=CC[C@@H]12","methyl (1R,4aR,4bR,10aR)-1,4a-dimethyl-7-propan-2-yl-2,3,4,4b,5,6,10,10a-octahydrophenanthrene-1-carboxylate","C21H32O2",316.2402303,"","316.2402303","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.580750569,7.922528977,3,NA,"",0,NA,"1","nurses1",2.00346102658669,0.422086982599463,4.74655961728122,4.00918970979165e-06,"1","0","pos"
"2106","317.24942-939.9",996,317.24942,939.9,93.3333333333333,82.5,16.6666666666667,10.8333333333333,1262733.29341906,2333906.62400715,184.829736902534,104421.340660603,NA,501716.043173419,957963.92644831,190.937471400967,60458.5533054556,NA,27.1717362790077,66.7038969502365,245.490005737214,0,NA,3,62790.6976744184,"Multiple",317.2475063,6.03,"Pregnenolone","C21H32O2","316.24023","M+H",882224.668296239,0.00307991118991061,"DTXSID1036541","DTXSID1036541","Pregnenolone","CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C","1-[(3S,8S,9S,10R,13S,14S,17S)-3-hydroxy-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl]ethanone","C21H32O2",316.2402303,"","316.2402303","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-7.115781045,51.62441148,22,NA,"",0,NA,"1","nurses1",2.00346102658669,0.422086982599463,4.74655961728122,4.00918970979165e-06,"1","0","pos"
"2107","318.13926-584.3",277,318.13926,584.3,70.8333333333333,66.25,66.6666666666667,4.58333333333334,1609.17783864916,2022.84030240051,125.70644796467,685.377575400506,NA,1241.28691938407,1532.73775885184,123.479731794192,289.232789119921,NA,2285.82978232605,2562.10299395067,112.086342288509,1496.54144532255,NA,2,503.105590062111,"Unique",318.1367659,7.84,"Triticonazole","C17H20ClN3O","317.12949","M+H",1425.23237901661,160.382953403237,"DTXSID0032655","DTXSID0032655","Triticonazole","CC1(C)CCC(=Cc2ccc(Cl)cc2)C1(O)Cn1cncn1","5-[(4-chlorophenyl)methylidene]-2,2-dimethyl-1-(1,2,4-triazol-1-ylmethyl)cyclopentan-1-ol","C17H20ClN3O",317.1294899,"","317.12949","E2Up, VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1,2,NA,NA,NA,1,-3.823592683,7.576705531,31,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"2108","318.13942-586.8",277,318.13942,586.8,70.8333333333333,66.25,66.6666666666667,4.58333333333334,1611.17081892206,2230.79136005513,138.457780755217,747.239306296497,NA,1125.20826581071,1382.22321519749,122.841544734085,253.90737548266,NA,2606.9839630155,3058.871762768,117.333739146972,1610.10649805329,NA,2,503.105590062111,"Unique",318.1367659,8.34,"Triticonazole","C17H20ClN3O","317.12949","M+H",1368.18954236638,190.542602635781,"DTXSID0032655","DTXSID0032655","Triticonazole","CC1(C)CCC(=Cc2ccc(Cl)cc2)C1(O)Cn1cncn1","5-[(4-chlorophenyl)methylidene]-2,2-dimethyl-1-(1,2,4-triazol-1-ylmethyl)cyclopentan-1-ol","C17H20ClN3O",317.1294899,"","317.12949","E2Up, VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1,2,NA,NA,NA,1,-3.823592683,7.576705531,31,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"2109","318.13957-590.4",277,318.13957,590.4,72.5,67.5,66.6666666666667,5,1574.9805756313,2253.91469091132,143.107459595676,523.014237155916,NA,1058.84966393901,1373.42525766005,129.709183884594,229.526466576895,NA,2796.56121879115,3257.42175247477,116.479543897946,1400.87743190003,NA,2,503.105590062111,"Unique",318.1367659,8.81,"Triticonazole","C17H20ClN3O","317.12949","M+H",1316.91511978515,212.356983132473,"DTXSID0032655","DTXSID0032655","Triticonazole","CC1(C)CCC(=Cc2ccc(Cl)cc2)C1(O)Cn1cncn1","5-[(4-chlorophenyl)methylidene]-2,2-dimethyl-1-(1,2,4-triazol-1-ylmethyl)cyclopentan-1-ol","C17H20ClN3O",317.1294899,"","317.12949","E2Up, VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1,2,NA,NA,NA,1,-3.823592683,7.576705531,31,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"2110","318.2409-858.8",2509,318.2409,858.8,100,100,100,0,108593.122326449,92288.262915773,84.9853664197431,74177.968989931,75601.4373263668,194667.277604802,270149.870715271,138.775182988745,76660.863351286,98202.7832559726,399002.421669765,586922.979510097,147.097598318805,39571.3561517665,97032.7396743521,3,32926.8292682927,"Unique",318.2427552,5.83,"Drofeninehydrochloride","C20H32ClNO2","317.23548","M+H",151630.199965626,263.141789538112,"DTXSID3045859","DTXSID3045859","Drofenine,hydrochloride","CCN(CC)CCOC(=O)C(c1ccccc1)C1CCCCC1","2-(diethylamino)ethyl 2-cyclohexyl-2-phenylacetate","C20H32ClNO2",317.2354792,"","353.212157","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.860854253,6.893476183,3,NA,"",0,NA,"0","nurses1",-0.299670401540499,0.119358985191962,-2.51066479040976,0.0128672289455301,"0","0","pos"
"2111","318.24108-852.4",2509,318.24108,852.4,100,100,100,0,139889.369439019,109749.82125102,78.4547258245113,107193.362428411,104071.744780786,245172.824644659,322020.943585256,131.344468560893,110796.206773072,134187.96516541,462744.809766121,654389.025140428,141.414665562898,61752.7930357497,139572.848232764,3,32926.8292682927,"Unique",318.2427552,5.26,"Drofeninehydrochloride","C20H32ClNO2","317.23548","M+H",192531.097041839,240.348087595201,"DTXSID3045859","DTXSID3045859","Drofenine,hydrochloride","CCN(CC)CCOC(=O)C(c1ccccc1)C1CCCCC1","2-(diethylamino)ethyl 2-cyclohexyl-2-phenylacetate","C20H32ClNO2",317.2354792,"","353.212157","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.860854253,6.893476183,3,NA,"",0,NA,"0","nurses1",-0.295132690481435,0.11756932001169,-2.5102866160329,0.0128805740695293,"0","0","pos"
"2112","319.13631-140.1",3819,319.13631,140.1,100,100,83.3333333333333,0,84216.9314750751,356755.511628686,423.614949369499,9686.51927690154,12796.6604349537,174131.380185268,1005648.51858407,577.52285516494,9406.7654124744,10691.7207915476,4589.97330946379,4440.33427519698,96.7398713635593,4011.61295527017,NA,3,51923.0769230769,"Unique",319.1387437,7.63,"Acetyltriethylcitrate","C14H22O8","318.13147","M+H",129174.155830171,3.55332169965821,"DTXSID5044576","DTXSID5044576","Acetyltriethyl,citrate","CCOC(=O)CC(CC(=O)OCC)(OC(C)=O)C(=O)OCC","triethyl 2-acetyloxypropane-1,2,3-tricarboxylate","C14H22O8",318.1314677,"","318.1314677","exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,869.2020538,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.984475,4.535361,1,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"2113","319.15178-471.9",71,319.15178,471.9,99.1666666666667,100,66.6666666666667,-0.833333333333329,6395.3228333629,6630.84574805994,103.682736913114,4323.16136621415,NA,3773.25925361159,2696.54476802629,71.4646035902591,3090.93638804426,2636.49561699174,3631.44682469071,5766.55720422173,158.795033566625,277.445232014305,NA,1,9,"Unique",319.1539998,6.96,"Zearalenone","C18H22O5","318.14672","M+H",5084.29104348725,71.4248416078075,"DTXSID0021460","DTXSID0021460","Zearalenone","C[C@H]1CCCC(=O)CCC/C=C/c2cc(O)cc(O)c2C(=O)O1","(4S,12E)-16,18-dihydroxy-4-methyl-3-oxabicyclo[12.4.0]octadeca-1(14),12,15,17-tetraene-2,8-dione","C18H22O5",318.1467238,"","318.1467238","ERactive, VBtoxcast, MGDev","",NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0.71,NA,NA,NA,NA,NA,1,-4.960336752,16.30604556,42,NA,"",0,1,"0","nurses1",0.311494128924104,0.156742375058655,1.98730004446812,0.0482960930007087,"1","0","pos"
"2114","319.26313-962.8",1154,319.26313,962.8,61.6666666666667,61.25,0,0.416666666666664,239308.243760417,534284.491978635,223.262050476427,11410.1044502006,NA,61930.2991875447,116443.487512142,188.023453850132,6153.96868635059,NA,0,0,NA,0,NA,3,97005.9880239525,"Unique",319.2631563,0.08,"Eltanolone","C21H34O2","318.25588","M+H",150619.271473981,0,"DTXSID1046342","DTXSID1046342","Eltanolone","CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C","1-[(3R,5S,8R,9S,10S,13S,14S,17S)-3-hydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]ethanone","C21H34O2",318.2558803,"","318.2558803","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.424818926,3.074092494,3,NA,"",0,NA,"0","nurses1",1.12502677085287,0.33675662639818,3.34077099799261,0.00100208090866122,"1","0","pos"
"2115","319.26368-965.6",1154,319.26368,965.6,61.6666666666667,61.25,0,0.416666666666664,236424.192775364,518473.294614343,219.297902015876,11145.892516831,NA,62381.8648938376,116005.383372857,185.960108070313,6176.6592061453,NA,0,0,NA,0,NA,3,97005.9880239525,"Unique",319.2631563,1.64,"Eltanolone","C21H34O2","318.25588","M+H",149403.028834601,0,"DTXSID1046342","DTXSID1046342","Eltanolone","CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C","1-[(3R,5S,8R,9S,10S,13S,14S,17S)-3-hydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]ethanone","C21H34O2",318.2558803,"","318.2558803","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.424818926,3.074092494,3,NA,"",0,NA,"0","nurses1",1.10783908611747,0.33668550269406,3.29042705210904,0.00118821128724783,"1","0","pos"
"2116","319.26433-960.4",1154,319.26433,960.4,64.1666666666667,61.25,0,2.91666666666666,250071.771565501,569441.18459075,227.711101107467,11269.6632037417,NA,63342.3637831457,120840.533769567,190.773641134184,6416.8651830019,NA,0,0,NA,0,NA,3,97005.9880239525,"Unique",319.2631563,3.68,"Eltanolone","C21H34O2","318.25588","M+H",156707.067674323,0,"DTXSID1046342","DTXSID1046342","Eltanolone","CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C","1-[(3R,5S,8R,9S,10S,13S,14S,17S)-3-hydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]ethanone","C21H34O2",318.2558803,"","318.2558803","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.424818926,3.074092494,3,NA,"",0,NA,"0","nurses1",1.28370671222843,0.353625477227119,3.6301307312311,0.000362359354793626,"1","0","pos"
"2117","320.11879-334.1",7525,320.11879,334.1,65.8333333333333,65,0,0.833333333333329,1070.35197334372,1345.95954694907,125.749247020526,351.111705358886,NA,948.776699422685,1265.49180473171,133.381416881521,296.662032814026,NA,0,0,NA,0,NA,1,9,"Multiple",320.1162344,7.98,"","C13H21NO6S","319.10896","M+H",1009.5643363832,0,"DTXSID5021255-BTMR0197","MTX551","","CC(C)(C)NCC(O)c1ccc(OS(=O)(=O)O)c(CO)c1","[4-[2-(tert-butylamino)-1-hydroxyethyl]-2-(hydroxymethyl)phenyl] hydrogen sulfate","C13H21NO6S",319.1089584,"DTXSID5021255","","metabolite","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"0",NA,0,NA,NA,NA,"0","1","pos"
"2118","320.11879-334.1",7526,320.11879,334.1,65.8333333333333,65,0,0.833333333333329,1070.35197334372,1345.95954694907,125.749247020526,351.111705358886,NA,948.776699422685,1265.49180473171,133.381416881521,296.662032814026,NA,0,0,NA,0,NA,1,9,"Multiple",320.1162344,7.98,"","C13H21NO6S","319.10896","M+H",1009.5643363832,0,"DTXSID5021255-BTMR0501","MTX552","","CC(C)(C)NCC(O)c1ccc(O)c(COS(=O)(=O)O)c1","","C13H21NO6S",319.1089584,"DTXSID5021255","","metabolite","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"0",NA,0,NA,NA,NA,"0","1","pos"
"2119","320.11879-334.1",7527,320.11879,334.1,65.8333333333333,65,0,0.833333333333329,1070.35197334372,1345.95954694907,125.749247020526,351.111705358886,NA,948.776699422685,1265.49180473171,133.381416881521,296.662032814026,NA,0,0,NA,0,NA,1,9,"Multiple",320.1162344,7.98,"","C13H21NO6S","319.10896","M+H",1009.5643363832,0,"DTXSID5021255-BTMR0502","MTX553","","CC(C)(C)NCC(OS(=O)(=O)O)c1ccc(O)c(CO)c1","[2-(tert-butylamino)-1-[4-hydroxy-3-(hydroxymethyl)phenyl]ethyl] hydrogen sulfate","C13H21NO6S",319.1089584,"DTXSID5021255","","metabolite","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"0",NA,0,NA,NA,NA,"0","1","pos"
"2120","320.23109-784",3279,320.23109,784,100,97.5,33.3333333333333,2.5,7190.85599865354,4757.11125763551,66.1550065600849,6403.4504633037,5515.14027707262,5541.05222459775,4851.19058474873,87.5499884879879,4420.95913689347,NA,1114.57607312976,1848.31792058211,165.831473072266,0,NA,1,9,"Unique",320.2332532,6.76,"Dalcotidine","C18H29N3O2","319.22598","M+H",6365.95411162565,17.5083900007118,"DTXSID4048806","DTXSID4048806","Dalcotidine","CCNC(=O)NCCCOc1cccc(CN2CCCCC2)c1","1-ethyl-3-[3-[3-(piperidin-1-ylmethyl)phenoxy]propyl]urea","C18H29N3O2",319.2259772,"","319.2259772","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.908470486,5.360757344,1,NA,"",0,NA,"0","nurses1",0.856193766975735,0.246652791552881,3.47125107153783,0.000638499400171218,"1","0","pos"
"2121","321.13081-360",3078,321.13081,360,100,95,50,5,21420.5303526064,19687.7425541159,91.9106213993452,15324.3093632675,12794.1833159554,21393.4547481913,21845.7044605656,102.113962974645,14610.2637189838,NA,2832.90775512599,6417.52050390629,226.534750109464,49.9152321818958,NA,3,24059.405940594,"Multiple",321.1332644,7.64,"Mycophenolicacid","C17H20O6","320.12599","M+H",21406.9925503989,13.2335625775382,"DTXSID4041070","DTXSID4041070","Mycophenolic,acid","COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2","(E)-6-(4-hydroxy-6-methoxy-7-methyl-3-oxo-1H-2-benzofuran-5-yl)-4-methylhex-4-enoic acid","C17H20O6",320.1259884,"","320.1259884","VBtoxcast, Drug","1",1,0,0,NA,0,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.243990457,4.349592799,50,NA,"",0,NA,"0","nurses1",0.79480505999824,0.245510476211349,3.2373570051407,0.00141893030314644,"1","0","pos"
"2122","321.13081-360",4594,321.13081,360,100,95,50,5,21420.5303526064,19687.7425541159,91.9106213993452,15324.3093632675,12794.1833159554,21393.4547481913,21845.7044605656,102.113962974645,14610.2637189838,NA,2832.90775512599,6417.52050390629,226.534750109464,49.9152321818958,NA,3,24059.405940594,"Multiple",321.130579,0.72,"Tricirbine","C13H16N6O4","320.1233","M+H",21406.9925503989,13.2335625775382,"DTXSID6045743","DTXSID6045743","Tricirbine","CN1N=C(N)c2cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c3ncnc1c23","(2R,3R,4S,5R)-2-(5-amino-7-methyl-2,6,7,9,11-pentazatricyclo[6.3.1.04,12]dodeca-1(12),3,5,8,10-pentaen-2-yl)-5-(hydroxymethyl)oxolane-3,4-diol","C13H16N6O4",320.123303,"","320.123303","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.474317508,10.69707605,25,NA,"",0,NA,"0","nurses1",0.79480505999824,0.245510476211349,3.2373570051407,0.00141893030314644,"1","0","pos"
"2123","321.21483-389",537,321.21483,389,100,100,100,0,11840.4206768694,6023.50986988772,50.8724312612881,9748.75345001408,10526.5013650035,15631.211265827,19833.6030155771,126.884619997027,9937.16225269896,10528.0598215845,12674.1106231257,11454.4583448511,90.3768215810803,9328.79739573671,8630.68512554389,2,10,"Unique",321.2172688,7.59,"Iprovalicarb","C18H28N2O3","320.20999","M+H",13735.8159713482,92.2705331052987,"DTXSID0047662","DTXSID0047662","Iprovalicarb","Cc1ccc(C(C)NC(=O)[C@@H](NC(=O)OC(C)C)C(C)C)cc1","propan-2-yl N-[(2S)-3-methyl-1-[1-(4-methylphenyl)ethylamino]-1-oxobutan-2-yl]carbamate","C18H28N2O3",320.2099928,"","320.2099928","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.717348014,2.124647696,2,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"2124","321.21745-654",537,321.21745,654,100,100,100,0,11053.3846077357,9801.96284566461,88.6783839838954,8452.63052772254,8618.82291586872,10545.0730051336,10057.9130697758,95.3802127768993,7177.03366779767,7981.1370356121,11573.5756643824,7639.88675846546,66.0114642182462,8075.4477550841,9997.5050343137,2,10,"Unique",321.2172688,0.56,"Iprovalicarb","C18H28N2O3","320.20999","M+H",10799.2288064346,107.170390329043,"DTXSID0047662","DTXSID0047662","Iprovalicarb","Cc1ccc(C(C)NC(=O)[C@@H](NC(=O)OC(C)C)C(C)C)cc1","propan-2-yl N-[(2S)-3-methyl-1-[1-(4-methylphenyl)ethylamino]-1-oxobutan-2-yl]carbamate","C18H28N2O3",320.2099928,"","320.2099928","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.717348014,2.124647696,2,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"2125","321.21766-629.5",537,321.21766,629.5,100,100,100,0,9011.00656263972,6409.55209244135,71.1302566243355,7404.2483690042,7420.57868611469,9626.27440030561,9960.92121314433,103.476389711352,6648.26460543224,7045.35214888495,9298.72254538814,5752.10927986642,61.8591344326031,6713.3725458485,8037.74163623593,2,10,"Unique",321.2172688,1.22,"Iprovalicarb","C18H28N2O3","320.20999","M+H",9318.64048147266,99.7862570605216,"DTXSID0047662","DTXSID0047662","Iprovalicarb","Cc1ccc(C(C)NC(=O)[C@@H](NC(=O)OC(C)C)C(C)C)cc1","propan-2-yl N-[(2S)-3-methyl-1-[1-(4-methylphenyl)ethylamino]-1-oxobutan-2-yl]carbamate","C18H28N2O3",320.2099928,"","320.2099928","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.717348014,2.124647696,2,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"2126","321.27884-988.7",4617,321.27884,988.7,48.3333333333333,46.25,0,2.08333333333334,12746.4964835826,23145.7789514814,181.585418246441,0,NA,4695.21138025023,8635.36042959595,183.918459260842,0,NA,0,0,NA,0,NA,3,34177.2151898735,"Unique",321.2788064,0.1,"Pregnandiol","C21H36O2","320.27153","M+H",8720.85393191642,0,"DTXSID6046218","DTXSID6046218","Pregnandiol","CC(O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C","(3S,5R,8R,9S,10S,13S,14S,17S)-17-(1-hydroxyethyl)-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-3-ol","C21H36O2",320.2715304,"","320.2715304","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.614992,4.695886,1,NA,"",0,NA,"0","nurses1",1.18442847559753,0.344153737265327,3.44156796032231,0.00070825924852743,"1","0","pos"
"2127","322.03629-64.4",7628,322.03629,64.4,100,100,75,0,9535.43521641578,5875.23264055754,61.6147297654857,8505.60623415203,6621.9416994791,8927.81371838221,4654.2599931945,52.1321360414528,8087.03128081881,7243.5684321611,311.67386036139,418.327952008312,134.219774325397,109.785956359863,NA,2,10,"Unique",322.0339613,7.23,"","C9H11N3O8S","321.02669","M+H",9231.62446739899,3.37615401776849,"DTXSID6020066-BTMR0171","MTX654","","O=C(O)C1OC(Nc2ncc([N+](=O)[O-])s2)C(O)C(O)C1O","","C9H11N3O8S",321.0266853,"DTXSID6020066","","metabolite","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"0",NA,0,NA,NA,NA,"0","1","pos"
"2128","322.03631-69.9",7628,322.03631,69.9,100,100,83.3333333333333,0,8329.91647984166,3970.73066247862,47.6683130267604,8951.21513455582,6103.97207765605,8207.63763873514,3167.25819539416,38.5891572557564,8848.67035329702,6926.20653435744,336.283917719701,531.289133722112,157.988266975333,106.421106289203,NA,2,10,"Unique",322.0339613,7.29,"","C9H11N3O8S","321.02669","M+H",8268.7770592884,4.06691237783403,"DTXSID6020066-BTMR0171","MTX654","","O=C(O)C1OC(Nc2ncc([N+](=O)[O-])s2)C(O)C(O)C1O","","C9H11N3O8S",321.0266853,"DTXSID6020066","","metabolite","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"0",NA,0,NA,NA,NA,"0","1","pos"
