"","parent_id","DB_name","is_metab","DTXSID","name_original","name_cleaned","formula","formula_cleaned","Molweight_cleaned","source","Drug_UCSF_PXYS","Drug_most.comon.and.haz","Disinfectant","Sesquiterpenoids","FRs","PFAS","exposurepred_bin","exposurepred_u95","MC","MC_list_cat","MGDev","ERactive_bin","ERactive_ER_AUC","E2Up_bin","E2UP_priority_level","P4Up_bin","P4Up_priority_level","pesticidemammarytumors_bin","VBtoxcast_bin","vbtoxcast_min_ac10","vbtoxcast_max_scaled_top","vbtoxcast_assay_sum","nitroPAH_bin","pellizzari_bin"
"6534",NA,"DTXSID9023174",0,"DTXSID9023174","Isopropamide","(4-amino-4-oxo-3,3-diphenylbutyl)-methyl-di(propan-2-yl)azanium","C23H33N2O","C23H33N2O","353.25874","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-5.52613","4.425031","1","",""
"6535",NA,"DTXSID9023201",0,"DTXSID9023201","Leflunomide","5-methyl-N-[4-(trifluoromethyl)phenyl]-1,2-oxazole-4-carboxamide","C12H9F3N2O2","C12H9F3N2O2","270.061612","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-3.522201","7.356075","13","",""
"6536",NA,"DTXSID9023207",0,"DTXSID9023207","LEVETIRACETAM","(2S)-2-(2-oxopyrrolidin-1-yl)butanamide","C8H14N2O2","C8H14N2O2","170.105528","Drug","1","","0","0","","0","","","","","","","","","","","","","","","","","",""
"6537",NA,"DTXSID9023253",0,"DTXSID9023253","MEPERIDINE","ethyl 1-methyl-4-phenylpiperidine-4-carboxylate","C15H21NO2","C15H21NO2","247.157229","Drug","1","","0","0","","0","","","","","","","","","","","","","","","","","",""
"6538",NA,"DTXSID9023334",0,"DTXSID9023334","MONTELUKAST","2-[1-[[(1R)-1-[3-[(E)-2-(7-chloroquinolin-2-yl)ethenyl]phenyl]-3-[2-(2-hydroxypropan-2-yl)phenyl]propyl]sulfanylmethyl]cyclopropyl]acetic acid","C35H36ClNO3S","C35H36ClNO3S","585.210443","Drug","1","","0","0","","0","","","","","","","","","","","","","","","","","",""
"6539",NA,"DTXSID9023336",0,"DTXSID9023336","MORPHINE","(4R,4aR,7S,7aR,12bS)-3-methyl-2,4,4a,7,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinoline-7,9-diol","C17H19NO3","C17H19NO3","285.136493","Drug","1","","0","0","","0","","","","","","","","","","","","","","","","","",""
"6540",NA,"DTXSID90233502",0,"DTXSID90233502","Neodecanoic,acid,,compound,with,2,2',2''-nitrilotris(ethanol),(1:1)","-","C16H35NO5","C16H35NO5","-","exposurepred","","","","","","","1","0.171675782","","","","","","","","","","","","","","","",""
"6541",NA,"DTXSID9023380",0,"DTXSID9023380","Norethindrone,,NORETHISTERONE","(8R,9S,10R,13S,14S,17R)-17-ethynyl-17-hydroxy-13-methyl-1,2,6,7,8,9,10,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one","C20H26O2, C20H26O2","C20H26O2, C20H26O2","298.19328","VBtoxcast, MC","","","","","","","","","1","","","","","","","","","","1","-7.703684","7.168326","47","",""
"6542",NA,"DTXSID9023384",0,"DTXSID9023384","NORTRIPTYLINE","N-methyl-3-(2-tricyclo[9.4.0.03,8]pentadeca-1(15),3,5,7,11,13-hexaenylidene)propan-1-amine","C19H21N","C19H21N","263.1674","Drug","1","","0","0","","0","","","","","","","","","","","","","","","","","",""
"6543",NA,"DTXSID9023386",0,"DTXSID9023386","Novobiocin,sodium","7-[(2R,3R,4S,5R)-4-carbamoyloxy-3-hydroxy-5-methoxy-6,6-dimethyloxan-2-yl]oxy-3-[[4-hydroxy-3-(3-methylbut-2-enyl)benzoyl]amino]-8-methyl-2-oxochromen-4-olate","C31H35N2NaO11","C31H35N2NaO11","611.224634","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-3.768862336","3.148444824","2","",""
"6544",NA,"DTXSID9023388",0,"DTXSID9023388","Olanzapine,,OLANZAPINE","2-methyl-4-(4-methylpiperazin-1-yl)-10H-thieno[2,3-b][1,5]benzodiazepine","C17H20N4S, C17H20N4S","C17H20N4S, C17H20N4S","312.140868","VBtoxcast, Drug","1","","0","0","","0","","","","","","","","","","","","","1","-0.848059685","3.656998481","5","",""
"6545",NA,"DTXSID9023411",0,"DTXSID9023411","Oxyphenisatin,acetate","[4-[3-(4-acetyloxyphenyl)-2-oxo-1H-indol-3-yl]phenyl] acetate","C24H19NO5","C24H19NO5","401.126323","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.749261256","3.893321064","30","",""
"6546",NA,"DTXSID9023413",0,"DTXSID9023413","Paclitaxel,,PACLITAXEL","[(1S,2S,3R,4S,7R,9S,10S,12R,15S)-4,12-diacetyloxy-15-[(2R,3S)-3-benzamido-2-hydroxy-3-phenylpropanoyl]oxy-1,9-dihydroxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate","C47H51NO14, C47H51NO14","C47H51NO14, C47H51NO14","853.330955","VBtoxcast, Drug","1","","0","0","","0","","","","","","","","","","","","","1","-2.908392535","4.943132417","16","",""
"6547",NA,"DTXSID9023419",0,"DTXSID9023419","Paraldehyde","2,4,6-trimethyl-1,3,5-trioxane","C6H12O3","C6H12O3","132.078644","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.902934596","2.247510667","6","",""
"6548",NA,"DTXSID90234594",0,"DTXSID90234594","2-Aminoethyl,acetoacetate","2-aminoethyl 3-oxobutanoate","C6H11NO3","C6H11NO3","145.073893","exposurepred","","","","","","","1","0.552309227","","","","","","","","","","","","","","","",""
"6549",NA,"DTXSID9023465",0,"DTXSID9023465","PHENYLEPHRINE","3-[(1R)-1-hydroxy-2-(methylamino)ethyl]phenol","C9H13NO2","C9H13NO2","167.094629","Drug","1","","0","0","","0","","","","","","","","","","","","","","","","","",""
"6550",NA,"DTXSID90235122",0,"DTXSID90235122","Phenol,,p-(7-(allyloxy)-11-ethyldibenzo(b,f)thiepin-10-yl)-","4-(6-ethyl-2-prop-2-enoxybenzo[b][1]benzothiepin-5-yl)phenol","C25H22O2S","C25H22O2S","386.134051","exposurepred","","","","","","","1","0.448535241","","","","","","","","","","","","","","","",""
"6551",NA,"DTXSID9023542",0,"DTXSID9023542","Pyrilamine","N'-[(4-methoxyphenyl)methyl]-N,N-dimethyl-N'-pyridin-2-ylethane-1,2-diamine","C17H23N3O","C17H23N3O","285.184112","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-4.394601","6.124057","3","",""
"6552",NA,"DTXSID9023546",0,"DTXSID9023546","QUETIAPINE","2-[2-(4-benzo[b][1,4]benzothiazepin-6-ylpiperazin-1-yl)ethoxy]ethanol","C21H25N3O2S","C21H25N3O2S","383.166748","Drug","1","","0","0","","0","","","","","","","","","","","","","","","","","",""
"6553",NA,"DTXSID9023590",0,"DTXSID9023590","Sparfloxacin","5-amino-1-cyclopropyl-7-[(3R,5S)-3,5-dimethylpiperazin-1-yl]-6,8-difluoro-4-oxoquinoline-3-carboxylic acid","C19H22F2N4O3","C19H22F2N4O3","392.165997","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.56682083","4.294088123","1","",""
"6554",NA,"DTXSID9023629",0,"DTXSID9023629","Syrosingopine","methyl (1R,15S,17R,18R,19S,20S)-17-(4-ethoxycarbonyloxy-3,5-dimethoxybenzoyl)oxy-6,18-dimethoxy-1,3,11,12,14,15,16,17,18,19,20,21-dodecahydroyohimban-19-carboxylate","C35H42N2O11","C35H42N2O11","666.27886","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.031502","4.940522","2","",""
"6555",NA,"DTXSID9023677",0,"DTXSID9023677","Tinoridine","ethyl 2-amino-6-benzyl-5,7-dihydro-4H-thieno[2,3-c]pyridine-3-carboxylate","C17H20N2O2S","C17H20N2O2S","316.124549","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.886569935","4.851442072","2","",""
"6556",NA,"DTXSID9023679",0,"DTXSID9023679","Tizanidine,,TIZANIDINE","5-chloro-N-(4,5-dihydro-1H-imidazol-2-yl)-2,1,3-benzothiadiazol-4-amine","C9H8ClN5S, C9H8ClN5S","C9H8ClN5S, C9H8ClN5S","253.018894","VBtoxcast, Drug","1","","0","0","","0","","","","","","","","","","","","","1","-5.324565599","2.279931233","1","",""
"6557",NA,"DTXSID9023702",0,"DTXSID9023702","Triethylenetetramine","N'-[2-(2-aminoethylamino)ethyl]ethane-1,2-diamine","C6H18N4","C6H18N4","146.153147","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-3.226977015","5.135824539","2","",""
"6558",NA,"DTXSID9023706",0,"DTXSID9023706","Trilostane","(1S,2R,6R,8S,11S,12S,15S,16S)-5,15-dihydroxy-2,16-dimethyl-7-oxapentacyclo[9.7.0.02,8.06,8.012,16]octadec-4-ene-4-carbonitrile","C20H27NO3","C20H27NO3","329.199094","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.971385419","7.222256752","5","",""
"6559",NA,"DTXSID9023752",0,"DTXSID9023752","Zileuton","1-[1-(1-benzothiophen-2-yl)ethyl]-1-hydroxyurea","C11H12N2O2S","C11H12N2O2S","236.061949","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.217664314","3.7154506","1","",""
"6560",NA,"DTXSID9023835",0,"DTXSID9023835","Saquinavir,mesylate","(2S)-N-[(2S,3R)-4-[(3S,4aS,8aS)-3-(tert-butylcarbamoyl)-3,4,4a,5,6,7,8,8a-octahydro-1H-isoquinolin-2-yl]-3-hydroxy-1-phenylbutan-2-yl]-2-(quinoline-2-carbonylamino)butanediamide","C39H54N6O8S","C39H54N6O8S","670.384269","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-5.463226","10.65904","2","",""
"6561",NA,"DTXSID9023837",0,"DTXSID9023837","Sodium,bromate","None","BrNaO3","BrNaO3","126.90363","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-6.624301","2.844283","4","",""
"6562",NA,"DTXSID9023881",0,"DTXSID9023881","Clofentezine","3,6-bis(2-chlorophenyl)-1,2,4,5-tetrazine","C14H8Cl2N4","C14H8Cl2N4","302.012602","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-4.527961","7.682845","16","",""
"6563",NA,"DTXSID9023889",0,"DTXSID9023889","Quizalofop-ethyl","ethyl 2-[4-(6-chloroquinoxalin-2-yl)oxyphenoxy]propanoate","C19H17ClN2O4","C19H17ClN2O4","372.087685","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.343341","5.298152","8","",""
"6564",NA,"DTXSID9023914",0,"DTXSID9023914","Dicrotophos,,Dicrotophos","[(E)-4-(dimethylamino)-4-oxobut-2-en-2-yl] dimethyl phosphate","C8H16NO5P, C8H16NO5P","C8H16NO5P, C8H16NO5P","237.076609","ERactive, VBtoxcast","","","","","","","","","","","","1","0.0000797","","","","","","1","-3.525675628","5.326691451","2","",""
"6565",NA,"DTXSID9024015",0,"DTXSID9024015","4,4'-Dibromodiphenyl,ether","1-bromo-4-(4-bromophenoxy)benzene","C12H8Br2O","C12H8Br2O","325.894189","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.203012593","6.43080362","1","",""
"6566",NA,"DTXSID90240392",0,"DTXSID90240392","4-Acetyl-N-octadecylbenzamide","4-acetyl-N-octadecylbenzamide","C27H45NO2","C27H45NO2","415.34503","exposurepred","","","","","","","1","0.481750225","","","","","","","","","","","","","","","",""
"6567",NA,"DTXSID9024063",0,"DTXSID9024063","2,6-Dimethylphenol,,2,6-Dimethylphenol","2,6-dimethylphenol","C8H10O, C8H10O","C8H10O, C8H10O","122.073165","exposurepred, VBtoxcast","","","","","","","1","1.034646933","","","","","","","","","","","1","-0.167052218","3.512967477","1","",""
"6568",NA,"DTXSID9024065",0,"DTXSID9024065","1,3-Dinitrobenzene","1,3-dinitrobenzene","C6H4N2O4","C6H4N2O4","168.017107","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.901191","5.453228","5","",""
"6569",NA,"DTXSID9024300",0,"DTXSID9024300","Selenious,acid","selenous acid","H2O3Se","H2O3Se","129.916915","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.9139843","5.579286","13","",""
"6570",NA,"DTXSID9024304",0,"DTXSID9024304","Sethoxydim,,Sethoxydim","2-(N-ethoxy-C-propylcarbonimidoyl)-5-(2-ethylsulfanylpropyl)-3-hydroxycyclohex-2-en-1-one","C17H29NO3S, C17H29NO3S","C17H29NO3S, C17H29NO3S","327.186815","E2Up, VBtoxcast","","","","","","","","","","","","","","1","1","","","","1","-1.936688","5.320212","4","",""
"6571",NA,"DTXSID9024431",0,"DTXSID9024431","Aldicarb,oxime","N-(2-methyl-2-methylsulfanylpropylidene)hydroxylamine","C5H11NOS","C5H11NOS","133.056135","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.80336753","3.28963483","6","",""
"6572",NA,"DTXSID9024437",0,"DTXSID9024437","Allyl,acetate","prop-2-enyl acetate","C5H8O2","C5H8O2","100.052429","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.414647435","3.52577446","1","",""
"6573",NA,"DTXSID9024481",0,"DTXSID9024481","2-Amino-6-ethoxybenzothiazole","6-ethoxy-1,3-benzothiazol-2-amine","C9H10N2OS","C9H10N2OS","194.051384","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.201928","7.859858","7","",""
"6574",NA,"DTXSID9024483",0,"DTXSID9024483","4-Amino-4'-hydroxy-3-methyldiphenylamine","4-(4-amino-3-methylanilino)phenol","C13H14N2O","C13H14N2O","214.110613","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.311145274","5.373366464","1","",""
"6575",NA,"DTXSID9024485",0,"DTXSID9024485","2-Amino-6-methoxybenzothiazole","6-methoxy-1,3-benzothiazol-2-amine","C8H8N2OS","C8H8N2OS","180.035734","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-3.755203514","26.94232084","14","",""
"6576",NA,"DTXSID9024489",0,"DTXSID9024489","5-Amino-2-methylphenol,,5-Amino-2-methylphenol,,5-Amino-2-methylphenol","5-amino-2-methylphenol","C7H9NO, C7H9NO, C7H9NO","C7H9NO, C7H9NO, C7H9NO","123.068414","E2Up, P4Up, VBtoxcast","","","","","","","","","","","","","","1","2","1","2","","1","-1.071065834","8.991664542","11","",""
"6577",NA,"DTXSID9024568",0,"DTXSID9024568","Benzenesulfonic,acid","benzenesulfonic acid","C6H6O3S","C6H6O3S","158.003765","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-4.512583","5.105935","5","",""
"6578",NA,"DTXSID9024641",0,"DTXSID9024641","3-Bromo-2,2-bis(bromomethyl)propanol","3-bromo-2,2-bis(bromomethyl)propan-1-ol","C5H9Br3O","C5H9Br3O","321.820351","exposurepred","","","","","","","1","3.123779486","","","","","","","","","","","","","","","",""
"6579",NA,"DTXSID9024691",0,"DTXSID9024691","Butyl,glycidyl,ether","2-(butoxymethyl)oxirane","C7H14O2","C7H14O2","130.09938","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.780491861","6.604229445","1","",""
"6580",NA,"DTXSID9024699",0,"DTXSID9024699","tert-Butyl,perbenzoate","tert-butyl benzenecarboperoxoate","C11H14O3","C11H14O3","194.094294","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.51659733","16.87557619","3","",""
"6581",NA,"DTXSID9024724",0,"DTXSID9024724","Caprylyl,chloride","octanoyl chloride","C8H15ClO","C8H15ClO","162.081143","exposurepred","","","","","","","1","3.692274338","","","","","","","","","","","","","","","",""
"6582",NA,"DTXSID9024930",0,"DTXSID9024930","3,4-Diaminotoluene,,3,4-Diaminotoluene,,3,4-Diaminotoluene","4-methylbenzene-1,2-diamine","C7H10N2, C7H10N2, C7H10N2","C7H10N2, C7H10N2, C7H10N2","122.084398","E2Up, P4Up, VBtoxcast","","","","","","","","","","","","","","1","2","1","2","","1","-2.343948531","11.10424719","21","",""
"6583",NA,"DTXSID9024934",0,"DTXSID9024934","Diazoaminobenzene","N-phenyldiazenylaniline","C12H11N3","C12H11N3","197.095297","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.220115844","9.72990287","2","",""
"6584",NA,"DTXSID9024980",0,"DTXSID9024980","3,4-Dichlorobenzoic,acid","3,4-dichlorobenzoic acid","C7H4Cl2O2","C7H4Cl2O2","189.958835","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.363527269","2.251408604","1","",""
"6585",NA,"DTXSID9024986",0,"DTXSID9024986","4,4'-Dichlorodiphenyl,sulfone,,4,4'-Dichlorodiphenyl,sulfone","1-chloro-4-(4-chlorophenyl)sulfonylbenzene","C12H8Cl2O2S, C12H8Cl2O2S","C12H8Cl2O2S, C12H8Cl2O2S","285.962206","ERactive, VBtoxcast","","","","","","","","","","","","1","0","","","","","","1","-3.534488","5.838937","9","",""
"6586",NA,"DTXSID9025035",0,"DTXSID9025035","7-Diethylamino-4-methylcoumarin","7-(diethylamino)-4-methylchromen-2-one","C14H17NO2","C14H17NO2","231.125929","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.445181","104.3803","16","",""
"6587",NA,"DTXSID9025037",0,"DTXSID9025037","3-Diethylaminophenol","3-(diethylamino)phenol","C10H15NO","C10H15NO","165.115364","exposurepred","","","","","","","1","1.454253065","","","","","","","","","","","","","","","",""
"6588",NA,"DTXSID9025085",0,"DTXSID9025085","Diisopropylamine,,Diisopropylamine","N-propan-2-ylpropan-2-amine","C6H15N, C6H15N","C6H15N, C6H15N","101.120449","exposurepred, VBtoxcast","","","","","","","1","0.12527545","","","","","","","","","","","1","-3.900818377","2.159452676","2","",""
"6589",NA,"DTXSID9025110",0,"DTXSID9025110","2,5-Dimethyl-2,5-di-(tert-butylperoxy)hexane","2,5-bis(tert-butylperoxy)-2,5-dimethylhexane","C16H34O4","C16H34O4","290.24571","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.82139","5.791442","4","",""
"6590",NA,"DTXSID9025114",0,"DTXSID9025114","N-(1,3-Dimethylbutyl)-N'-phenyl-p-phenylenediamine","4-N-(4-methylpentan-2-yl)-1-N-phenylbenzene-1,4-diamine","C18H24N2","C18H24N2","268.193949","exposurepred","","","","","","","1","0.207810808","","","","","","","","","","","","","","","",""
"6591",NA,"DTXSID9025164",0,"DTXSID9025164","1,3-Dinitronaphthalene","1,3-dinitronaphthalene","C10H6N2O4","C10H6N2O4","218.032757","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.826574942","7.651634963","5","",""
"6592",NA,"DTXSID9025166",0,"DTXSID9025166","1,8-Dinitronaphthalene","1,8-dinitronaphthalene","C10H6N2O4","C10H6N2O4","218.032757","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.279641945","8.335871648","2","",""
"6593",NA,"DTXSID9025243",0,"DTXSID9025243","1,2-Epoxydodecane,,1,2-Epoxydodecane","2-decyloxirane","C12H24O, C12H24O","C12H24O, C12H24O","184.182715","exposurepred, VBtoxcast","","","","","","","1","1.726225273","","","","","","","","","","","1","-1.873635835","23.31747742","4","",""
"6594",NA,"DTXSID9025245",0,"DTXSID9025245","1,2-Epoxyhexadecane","2-tetradecyloxirane","C16H32O","C16H32O","240.245316","exposurepred","","","","","","","1","4.889817755","","","","","","","","","","","","","","","",""
"6595",NA,"DTXSID9025247",0,"DTXSID9025247","9,10-Epoxyoctadecanoic,acid,,2-ethylhexyl,ester","2-ethylhexyl 8-(3-octyloxiran-2-yl)octanoate","C26H50O3","C26H50O3","410.375995","exposurepred","","","","","","","1","0.300121257","","","","","","","","","","","","","","","",""
"6596",NA,"DTXSID9025249",0,"DTXSID9025249","1,2-Epoxytetradecane","2-dodecyloxirane","C14H28O","C14H28O","212.214016","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.922420186","9.82662745","3","",""
"6597",NA,"DTXSID9025291",0,"DTXSID9025291","2-Ethylhexanal,,2-Ethylhexanal","2-ethylhexanal","C8H16O, C8H16O","C8H16O, C8H16O","128.120115","exposurepred, VBtoxcast","","","","","","","1","0.215658821","","","","","","","","","","","1","-2.153303262","3.811050381","1","",""
"6598",NA,"DTXSID9025293",0,"DTXSID9025293","2-Ethylhexanoic,acid","2-ethylhexanoic acid","C8H16O2","C8H16O2","144.11503","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.619651421","5.052863432","5","",""
"6599",NA,"DTXSID9025297",0,"DTXSID9025297","2-Ethylhexyl,acrylate,,2-Ethylhexyl,acrylate","2-ethylhexyl prop-2-enoate","C11H20O2, C11H20O2","C11H20O2, C11H20O2","184.14633","ERactive, VBtoxcast","","","","","","","","","","","","1","0","","","","","","1","-4.34934717","15.30710917","21","",""
"6600",NA,"DTXSID9025299",0,"DTXSID9025299","2-Ethylhexyl-2-cyano-3,3-diphenylacrylate","2-ethylhexyl 2-cyano-3,3-diphenylprop-2-enoate","C24H27NO2","C24H27NO2","361.204179","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.499313769","4.286757453","8","",""
"6601",NA,"DTXSID9025328",0,"DTXSID9025328","Fluorescein,sodium","3-oxospiro[2-benzofuran-1,9'-xanthene]-3',6'-diolate","C20H10Na2O5","C20H10Na2O5","330.053921","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-3.675518232","266.9950729","26","",""
"6602",NA,"DTXSID9025401",0,"DTXSID9025401","1,6-Hexanediol,diacrylate,,1,6-Hexanediol,diacrylate","6-prop-2-enoyloxyhexyl prop-2-enoate","C12H18O4, C12H18O4","C12H18O4, C12H18O4","226.120509","P4Up, VBtoxcast","","","","","","","","","","","","","","","","1","3","","1","-2.267966964","22.16326324","21","",""
"6603",NA,"DTXSID9025403",0,"DTXSID9025403","Hexyl,benzoate,,Hexyl,benzoate","hexyl benzoate","C13H18O2, C13H18O2","C13H18O2, C13H18O2","206.13068","exposurepred, VBtoxcast","","","","","","","1","0.116774358","","","","","","","","","","","1","-1.434598","6.399305","1","",""
"6604",NA,"DTXSID9025409",0,"DTXSID9025409","Hydrastine","(3S)-6,7-dimethoxy-3-[(5R)-6-methyl-7,8-dihydro-5H-[1,3]dioxolo[4,5-g]isoquinolin-5-yl]-3H-2-benzofuran-1-one","C21H21NO6","C21H21NO6","383.136887","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.660128559","4.092440173","6","",""
"6605",NA,"DTXSID9025451",0,"DTXSID9025451","4-(2,6,6-Trimethyl-cyclohex-1-enyl)-but-3-en-2-one","4-(2,6,6-trimethylcyclohexen-1-yl)but-3-en-2-one","C13H20O","C13H20O","192.151415","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.261390271","6.100957838","6","",""
"6606",NA,"DTXSID9025453",0,"DTXSID9025453","3-Methylbutyl,acetate","3-methylbutyl acetate","C7H14O2","C7H14O2","130.09938","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.849431998","3.057660892","3","",""
"6607",NA,"DTXSID9025455",0,"DTXSID9025455","3-Methylbutyl,nitrite","3-methylbutyl nitrite","C5H11NO2","C5H11NO2","117.078979","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.866558224","2.284525418","5","",""
"6608",NA,"DTXSID9025536",0,"DTXSID9025536","2-Mercaptobenzimidazole,,2-Mercaptobenzimidazole","1,3-dihydrobenzimidazole-2-thione","C7H6N2S, C7H6N2S","C7H6N2S, C7H6N2S","150.025169","exposurepred, VBtoxcast","","","","","","","1","9.368022258","","","","","","","","","","","1","-4.447634074","63.87148514","6","",""
"6609",NA,"DTXSID9025538",0,"DTXSID9025538","6-Mercaptopurine,monohydrate","1,4,5,7-tetrahydropurine-6-thione","C5H8N4OS","C5H8N4OS","154.031317","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.054679971","5.365036677","15","",""
"6610",NA,"DTXSID9025580",0,"DTXSID9025580","Prop-2-en-1-yl,(3-methylbutoxy)acetate","prop-2-enyl 2-(3-methylbutoxy)acetate","C10H18O3","C10H18O3","186.125594","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.783299","2.088912","1","",""
"6611",NA,"DTXSID9025661",0,"DTXSID9025661","alpha-Methylstyrene","prop-1-en-2-ylbenzene","C9H10","C9H10","118.07825","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.870353","16.69703","3","",""
"6612",NA,"DTXSID9025665",0,"DTXSID9025665","5-Methyl-2-thiouracil","5-methyl-2-sulfanylidene-1H-pyrimidin-4-one","C5H6N2OS","C5H6N2OS","142.020084","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.498421843","4.420152025","1","",""
"6613",NA,"DTXSID9025669",0,"DTXSID9025669","Methyltris(trimethylsiloxy)silane","trimethyl-[methyl-bis(trimethylsilyloxy)silyl]oxysilane","C10H30O3Si4","C10H30O3Si4","310.127201","exposurepred","","","","","","","1","0.390671185","","","","","","","","","","","","","","","",""
"6614",NA,"DTXSID9025742",0,"DTXSID9025742","4-Nitrobenzoyl,chloride","4-nitrobenzoyl chloride","C7H4ClNO3","C7H4ClNO3","184.987971","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.008147828","3.402714024","1","",""
"6615",NA,"DTXSID9025744",0,"DTXSID9025744","2-Nitrobenzyl,chloride","1-(chloromethyl)-2-nitrobenzene","C7H6ClNO2","C7H6ClNO2","171.008706","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-8.180165092","7.386931945","52","",""
"6616",NA,"DTXSID9025794",0,"DTXSID9025794","1-Nitro-3-(trifluoromethyl)benzene","1-nitro-3-(trifluoromethyl)benzene","C7H4F3NO2","C7H4F3NO2","191.019413","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.7043626","1.219727","1","",""
"6617",NA,"DTXSID9025796",0,"DTXSID9025796","Nonane","nonane","C9H20","C9H20","128.156501","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.219406283","32.66632517","2","",""
"6618",NA,"DTXSID9025825",0,"DTXSID9025825","Papaverine,hydrochloride","1-[(3,4-dimethoxyphenyl)methyl]-6,7-dimethoxyisoquinoline","C20H22ClNO4","C20H22ClNO4","339.147058","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.881729337","4.466892176","5","",""
"6619",NA,"DTXSID9025879",0,"DTXSID9025879","3,3'-(1,4-Phenylene)bis-2-propenoic,acid","3-[4-(2-carboxyethenyl)phenyl]prop-2-enoic acid","C12H10O4","C12H10O4","218.057909","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.986811364","4.534631822","3","",""
"6620",NA,"DTXSID9026130",0,"DTXSID9026130","Tetrapropylammonium,bromide","tetrapropylazanium","C12H28N","C12H28N","186.221626","exposurepred","","","","","","","1","1.388003483","","","","","","","","","","","","","","","",""
"6621",NA,"DTXSID9026132",0,"DTXSID9026132","Theobromine","3,7-dimethylpurine-2,6-dione","C7H8N4O2","C7H8N4O2","180.064725","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.709014","4.831542","5","",""
"6622",NA,"DTXSID9026261",0,"DTXSID9026261","Tris(1,3-dichloro-2-propyl),phosphate,,Tris(1,3-dichloro-2-propyl),phosphate","tris(1,3-dichloropropan-2-yl) phosphate","C9H15Cl6O4P, C9H15Cl6O4P","C9H15Cl6O4P, C9H15Cl6O4P","427.883912","VBtoxcast, FRs","","","","","1","","","","","","","","","","","","","","1","-1.607192125","8.272997665","18","",""
