"","featureid","ID","mz","time","DF_n","DF_ow","DF_blank","DF_diff","mean_N","sd_N","cv_N","median_N","gMean_N","mean_OW","sd_OW","cv_OW","median_OW","gMean_OW","mean_FB","sd_FB","cv_FB","median_FB","gMean_FB","Confidence","score","MatchCategory","theoretical.mz","delta_ppm","Formula","MonoisotopicMass","Adduct","mean_N_OW","percent_FB","DF_high_N","parent_id","DB_name","name_original","SMILES_cleaned","name_cleaned","formula_cleaned","Molweight_cleaned","source","Drug_UCSF_PXYS","Drug_most.comon.and.haz","Disinfectant","Sesquiterpenoids","FRs","PFAS","exposurepred_bin","exposurepred_u95","MC","MC_list_cat","MGDev","ERactive_bin","ERactive_ER_AUC","E2Up_bin","E2UP_priority_level","P4Up_bin","P4Up_priority_level","pesticidemammarytumors_bin","VBtoxcast_bin","vbtoxcast_min_ac10","vbtoxcast_max_scaled_top","vbtoxcast_assay_sum","nitroPAH_bin","pellizzari_bin","phthalate","carcino","term","estimate","std.error","statistic","p.value","higher_intensity_N","metabolite","ESI"
"1740","297.04672-724.4",5133,297.04672,724.4,100,100,100,0,450012.811023162,729682.887286207,162.147136573108,10621.8956314604,32865.8379558566,482429.175850299,1083494.91231703,224.591497893411,8575.78000589308,26524.7472162682,1722674.63498887,2554025.82840117,148.259327474086,5604.57019262355,44369.7445222784,3,96428.571428572,"Multiple",297.046824,0.35,"C12H15N2O3PS","298.0541","M-H",466220.993436731,369.497439892237,"0","DTXSID7024291","DTXSID7024291","Quinalphos","CCOP(=S)(OCC)Oc1cnc2ccccc2n1","diethoxy-quinoxalin-2-yloxy-sulfanylidene-lambda5-phosphane","C12H15N2O3PS","298.0541","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-6.706992056","5.804096074","6","","","0",0,"nurses1",0.366001216480727,0.215726945007324,1.6965948155818,0.0913771651393561,"1","0","neg"
"1741","297.04672-724.4",6020,297.04672,724.4,100,100,100,0,450012.811023162,729682.887286207,162.147136573108,10621.8956314604,32865.8379558566,482429.175850299,1083494.91231703,224.591497893411,8575.78000589308,26524.7472162682,1722674.63498887,2554025.82840117,148.259327474086,5604.57019262355,44369.7445222784,3,96428.571428572,"Multiple",297.046824,0.35,"C12H15N2O3PS","298.0541","M-H",466220.993436731,369.497439892237,"0","DTXSID8034324","DTXSID8034324","Phoxim","CCOP(=S)(OCC)O/N=C(\C#N)c1ccccc1","(E)-N-diethoxyphosphinothioyloxybenzenecarboximidoyl cyanide","C12H15N2O3PS","298.0541","ERactive, VBtoxcast","","","","","","","","","","","","1","0.156","","","","","","1","-2.275693378","8.408016442","11","","","0",0,"nurses1",0.366001216480727,0.215726945007324,1.6965948155818,0.0913771651393561,"1","0","neg"
"1742","297.13372-417.4",832,297.13372,417.4,100,100,16.6666666666667,0,17892.6583420675,11030.478077057,61.6480674150201,13506.8445395456,15167.502828734,14062.3677493072,10894.8242689331,77.4750345258881,9701.15891020627,11260.5901036848,17.7173775569922,41.4761865831315,234.098903461946,0,NA,2,10,"Unique",297.1357,6.66,"C16H18N4O2","298.14298","M-H",15977.5130456874,0.11088945761665,"0","DTXSID1023362","DTXSID1023362","Nialamide","O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1","N-benzyl-3-[2-(pyridine-4-carbonyl)hydrazinyl]propanamide","C16H18N4O2","298.142976","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.554489058","2.461928652","3","","","0",0,"nurses1",0.423504636481857,0.115682766820416,3.66091379141459,0.000323971541622472,"1","0","neg"
"1743","297.13388-357.2",832,297.13388,357.2,100,96.25,50,3.75,27180.1381868716,22724.4017243828,83.6066452942431,22438.8387271819,15961.9422257071,28334.1642422905,41057.3048159693,144.9038851645,20233.3697611664,NA,760.496535287323,1622.83603760335,213.391641158526,58.118209275179,NA,2,10,"Unique",297.1357,6.13,"C16H18N4O2","298.14298","M-H",27757.151214581,2.73982199905237,"0","DTXSID1023362","DTXSID1023362","Nialamide","O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1","N-benzyl-3-[2-(pyridine-4-carbonyl)hydrazinyl]propanamide","C16H18N4O2","298.142976","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.554489058","2.461928652","3","","","0",0,"nurses1",0.878075555212229,0.249299235394205,3.52217508338431,0.000533604026855438,"1","0","neg"
"1744","297.13395-541.6",832,297.13395,541.6,88.3333333333333,88.75,16.6666666666667,-0.416666666666671,1545.23559906785,1687.33547344005,109.196000561851,821.923291086015,NA,3164.45999357094,3619.5995364496,114.382850274718,2353.09007820135,NA,29.2264504658368,73.0416697699587,249.916321023444,0,NA,2,10,"Unique",297.1357,5.89,"C16H18N4O2","298.14298","M-H",2354.8477963194,1.24111844984281,"0","DTXSID1023362","DTXSID1023362","Nialamide","O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1","N-benzyl-3-[2-(pyridine-4-carbonyl)hydrazinyl]propanamide","C16H18N4O2","298.142976","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.554489058","2.461928652","3","","","0",0,"nurses1",-0.84196877516315,0.462780685266459,-1.81936887594685,0.0703967597709867,"0","0","neg"
"1745","297.13749-61.2",832,297.13749,61.2,100,100,0,0,12067.2604449492,7374.37249365114,61.1105770633941,12214.7958005381,9804.66935034751,11532.1738635391,7681.37270857732,66.6081937323481,9773.159123828,9458.72568845447,0,0,NA,0,NA,2,10,"Unique",297.1357,6.02,"C16H18N4O2","298.14298","M-H",11799.7171542441,0,"0","DTXSID1023362","DTXSID1023362","Nialamide","O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1","N-benzyl-3-[2-(pyridine-4-carbonyl)hydrazinyl]propanamide","C16H18N4O2","298.142976","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.554489058","2.461928652","3","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"1746","297.1682-569",5340,297.1682,569,100,100,58.3333333333333,0,12634.9205325229,5544.11981694859,43.8793406153821,11751.4994352366,11568.4614523465,12480.2561643556,5132.16392768106,41.1222643196929,12002.0676809331,11446.5648534036,3172.06180188623,3291.5814515952,103.767885280101,2934.8873393864,NA,2,10,"Unique",297.170748,8.57,"C16H26O5","298.17802","M-H",12557.5883484393,25.2601193307987,"0","DTXSID7040651","DTXSID7040651","Artemether","CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@]42OO3","(1R,4S,5R,8S,9R,10S,12R,13R)-10-methoxy-1,5,9-trimethyl-11,14,15,16-tetraoxatetracyclo[10.3.1.04,13.08,13]hexadecane","C16H26O5","298.178024","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.4781539","5.388118","3","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"1747","297.16967-443.3",5340,297.16967,443.3,100,100,100,0,13116.669059306,10579.7959725717,80.6591667803459,11848.0762140348,8569.05693650895,12279.3757214835,9892.63593549622,80.5630201394395,11463.6767743918,7941.52595391031,12339.3861583112,13536.6156034971,109.702504077802,6596.16024767899,4011.87450066091,2,10,"Unique",297.170748,3.63,"C16H26O5","298.17802","M-H",12698.0223903948,97.1756528610721,"0","DTXSID7040651","DTXSID7040651","Artemether","CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@]42OO3","(1R,4S,5R,8S,9R,10S,12R,13R)-10-methoxy-1,5,9-trimethyl-11,14,15,16-tetraoxatetracyclo[10.3.1.04,13.08,13]hexadecane","C16H26O5","298.178024","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.4781539","5.388118","3","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"1748","297.17032-352.3",5340,297.17032,352.3,100,100,100,0,29952.1456796778,29246.6157989392,97.6444763313991,18839.9251407053,18919.9495349989,35760.978104747,57918.7256782695,161.96068661383,19597.3994204332,18637.812323227,3242.39773863617,2450.77677114089,75.585321996053,2106.3130037559,2588.04394503959,2,10,"Unique",297.170748,1.44,"C16H26O5","298.17802","M-H",32856.5618922124,9.86834151812054,"0","DTXSID7040651","DTXSID7040651","Artemether","CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@]42OO3","(1R,4S,5R,8S,9R,10S,12R,13R)-10-methoxy-1,5,9-trimethyl-11,14,15,16-tetraoxatetracyclo[10.3.1.04,13.08,13]hexadecane","C16H26O5","298.178024","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.4781539","5.388118","3","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"1749","297.24316-869.6",363,297.24316,869.6,100,100,100,0,505620.174788066,240281.500898596,47.5221347722747,449185.101163646,452095.893202425,488251.038601174,239930.182865926,49.1407419333544,412682.33342878,420977.966572251,28469.4352890273,5374.53327473998,18.8782574019353,27074.6309598219,27977.7123270821,3,26470.588235294,"Multiple",297.243519,1.21,"C18H34O3","298.25079","M-H",496935.60669462,5.7289988693691,"0","DTXSID0041567","DTXSID0041567","(9Z,12R)-12-Hydroxyoctadec-9-enoic,acid","CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)O","(Z,12R)-12-hydroxyoctadec-9-enoic acid","C18H34O3","298.250795","exposurepred, VBtoxcast","","","","","","","1","0.283276586","","","","","","","","","","","1","-1.526962329","9.048530989","5","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"1750","297.24316-869.6",507,297.24316,869.6,100,100,100,0,505620.174788066,240281.500898596,47.5221347722747,449185.101163646,452095.893202425,488251.038601174,239930.182865926,49.1407419333544,412682.33342878,420977.966572251,28469.4352890273,5374.53327473998,18.8782574019353,27074.6309598219,27977.7123270821,3,26470.588235294,"Multiple",297.24565,8.38,"C28H39NO3S","298.25293","M-H",496935.60669462,5.7289988693691,"0","DTXSID0046858","DTXSID0046858","2-Dodecylisoquinolinium,tosylate","CCCCCCCCCCCC[n+]1ccc2ccccc2c1","2-dodecylisoquinolin-2-ium","C28H39NO3S","298.252926","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.8062274","5.065999","5","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"1751","297.24316-869.6",3884,297.24316,869.6,100,100,100,0,505620.174788066,240281.500898596,47.5221347722747,449185.101163646,452095.893202425,488251.038601174,239930.182865926,49.1407419333544,412682.33342878,420977.966572251,28469.4352890273,5374.53327473998,18.8782574019353,27074.6309598219,27977.7123270821,3,26470.588235294,"Multiple",297.243519,1.21,"C18H34O3","298.25079","M-H",496935.60669462,5.7289988693691,"0","DTXSID5042322_1","DTXSID5042322_1","Potassium,ricinoleate","CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)[O-]","(Z,12R)-12-hydroxyoctadec-9-enoate","C18H34O3","297.243518","exposurepred, VBtoxcast","","","","","","","1","33.98282167","","","","","","","","","","","1","-7.439892","4.351918","4","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"1752","297.24316-869.6",7161,297.24316,869.6,100,100,100,0,505620.174788066,240281.500898596,47.5221347722747,449185.101163646,452095.893202425,488251.038601174,239930.182865926,49.1407419333544,412682.33342878,420977.966572251,28469.4352890273,5374.53327473998,18.8782574019353,27074.6309598219,27977.7123270821,3,26470.588235294,"Multiple",297.243519,1.21,"C18H34O3","298.25079","M-H",496935.60669462,5.7289988693691,"0","DTXSID3052696","DTXSID3052696","Monoethyl,phthalate","CCOC(=O)c1ccccc1C(=O)O","2-ethoxycarbonylbenzoic acid","C10H10O4","194.057909","CDC_phthalate_metabolite","","","","","","","","","","","","","","","","","","","","","","","","","1",0,NA,NA,NA,NA,NA,"0","0","neg"
"1753","297.2793-1068.3",2706,297.2793,1068.3,100,100,100,0,378262.231349499,332858.783477048,87.9968328557497,317875.968958127,265374.818961969,347627.935164845,224264.534022435,64.5128055994949,301320.912832901,279899.434117083,20503.7526010522,7867.60997501548,38.3715611873493,22367.5072750662,18891.1091907247,3,15789.4736842104,"Multiple",297.279904,2.03,"C19H38O2","298.28718","M-H",362945.083257172,5.64927134900018,"0","DTXSID3052727","DTXSID3052727","8-Methylnonyl,nonan-1-oate","CCCCCCCCC(=O)OCCCCCCCC(C)C","8-methylnonyl nonanoate","C19H38O2","298.28718","exposurepred","","","","","","","1","1.259563835","","","","","","","","","","","","","","","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"1754","297.2793-1068.3",6655,297.2793,1068.3,100,100,100,0,378262.231349499,332858.783477048,87.9968328557497,317875.968958127,265374.818961969,347627.935164845,224264.534022435,64.5128055994949,301320.912832901,279899.434117083,20503.7526010522,7867.60997501548,38.3715611873493,22367.5072750662,18891.1091907247,3,15789.4736842104,"Multiple",297.279904,2.03,"C19H38O2","298.28718","M-H",362945.083257172,5.64927134900018,"0","DTXSID9027104","DTXSID9027104","Hexadecanoic,acid","CCCCCCCCCCCCCCCC(=O)OC(C)C","propan-2-yl hexadecanoate","C19H38O2","298.28718","exposurepred, VBtoxcast","","","","","","","1","3.382053408","","","","","","","","","","","1","-1.996984014","1.081220404","1","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"1755","298.04746-724.4",3114,298.04746,724.4,70.8333333333333,67.5,58.3333333333333,3.33333333333334,97352.7688466834,159086.788542774,163.412700457768,1591.70433435316,NA,106448.445995099,245260.364576024,230.402954484949,1254.31164519896,NA,386168.438604492,575105.270896823,148.92601606053,362.245366123528,NA,3,72321.428571429,"Unique",298.050362,9.74,"C8H12F7NOSi","299.05764","M-H",101900.607420891,378.96578673909,"0","DTXSID40379666","DTXSID40379666","N-METHYL-N-TRIMETHYLSILYLHEPTAFLUOROBUTYRAMIDE","CN(C(=O)C(F)(F)C(F)(F)C(F)(F)F)[Si](C)(C)C","2,2,3,3,4,4,4-heptafluoro-N-methyl-N-trimethylsilylbutanamide","C8H12F7NOSi","299.057638","PFAS","0","","0","0","","1","","","","","","","","","","","","","","","","","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"1756","298.97035-59.5",6208,298.97035,59.5,100,100,100,0,6231.61173119071,5123.46656255972,82.217358583423,5625.31042735159,4232.51300012198,5932.34816327407,3779.32826159298,63.7071216586715,6162.44728511603,4491.3213107897,71252.3412250443,109167.691936561,153.212778779808,5012.22557341449,8983.39412867099,2,10,"Multiple",298.971316,3.23,"C15H9BrO2","299.97859","M-H",6081.97994723239,1171.5319985142,"0","DTXSID8046244","DTXSID8046244","Bromindione","O=C1c2ccccc2C(=O)C1c1ccc(Br)cc1","2-(4-bromophenyl)indene-1,3-dione","C15H9BrO2","299.978592","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-3.208035351","5.985069797","1","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"1757","298.97354-259.8",6208,298.97354,259.8,100,100,100,0,13854.6259626774,5429.12707664778,39.1863850476595,14241.2793732499,12522.4634531245,14414.3060504985,5306.48212873892,36.813996526426,14856.5059587372,13140.8484104891,12313.0543390058,6275.39449774456,50.9653764611847,13629.1617377542,10423.9496536392,2,10,"Unique",298.971316,7.44,"C15H9BrO2","299.97859","M-H",14134.4660065879,87.1136860300689,"0","DTXSID8046244","DTXSID8046244","Bromindione","O=C1c2ccccc2C(=O)C1c1ccc(Br)cc1","2-(4-bromophenyl)indene-1,3-dione","C15H9BrO2","299.978592","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-3.208035351","5.985069797","1","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"1758","299.11385-322.9",3374,299.11385,322.9,100,100,100,0,20008.2106334179,21859.2879620971,109.251588573281,15063.7876995064,11132.5809050795,18531.5426802355,18285.0771669126,98.6700216081534,14171.6039178997,10109.1711681436,7803.4989192879,4742.87231873492,60.7787912549327,6556.6114678517,6870.04644723259,3,46956.5217391304,"Unique",299.113627,0.75,"C14H20O7","300.1209","M-H",19269.8766568267,40.4958425954603,"0","DTXSID4049034","DTXSID4049034","Salidroside","OC[C@H]1O[C@@H](OCCc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O","(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-[2-(4-hydroxyphenyl)ethoxy]oxane-3,4,5-triol","C14H20O7","300.120903","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-5.437642558","12.53302181","3","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"1759","299.13212-640.3",5447,299.13212,640.3,100,100,100,0,19837.6434136338,9425.31128744816,47.5122527959668,19473.1182294004,17280.0092745846,19412.7324418443,11192.8098662583,57.6570552331522,18660.3960379601,15734.8245075796,8669.66521402032,4885.68846180819,56.3538307558543,6968.82502759062,7592.08250762831,3,22314.0495867768,"Multiple",299.13205,0.23,"C18H22Cl2N2","300.13933","M-H",19625.1879277391,44.176215004628,"0","DTXSID7045360","DTXSID7045360","Chlorcyclizine,hydrochloride","CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1","1-[(4-chlorophenyl)-phenylmethyl]-4-methylpiperazine","C18H22Cl2N2","300.139326","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.958817825","4.717942516","2","","","0",0,"nurses1",0.178388336426999,0.0828233073074105,2.1538422242049,0.0324860411749876,"1","0","neg"
"1760","299.16439-428.3",276,299.16439,428.3,100,100,75,0,12834.8106339327,7182.06690255126,55.9577161470796,10383.4551044992,10943.2910736133,10024.6795602826,5563.06651787978,55.4937091447833,8844.63305753957,8444.50972603882,545.232100729399,635.203894961259,116.501558531036,241.290015256236,NA,3,24059.4059405941,"Multiple",299.165269,2.94,"C19H24O3","300.17255","M-H",11429.7450971077,4.77029099159326,"0","DTXSID0032572","DTXSID0032572","Prallethrin","C#CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O","(2-methyl-4-oxo-3-prop-2-ynylcyclopent-2-en-1-yl) 2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate","C19H24O3","300.172545","E2Up, VBtoxcast","","","","","","","","","","","","","","1","2","","","","1","-2.751341765","18.70139525","20","","","0",0,"nurses1",0.389183449466418,0.0656102392945424,5.93174866683943,1.35367535527892e-08,"1","0","neg"
"1761","299.16439-428.3",1538,299.16439,428.3,100,100,75,0,12834.8106339327,7182.06690255126,55.9577161470796,10383.4551044992,10943.2910736133,10024.6795602826,5563.06651787978,55.4937091447833,8844.63305753957,8444.50972603882,545.232100729399,635.203894961259,116.501558531036,241.290015256236,NA,3,24059.4059405941,"Multiple",299.165269,2.94,"C19H24O3","300.17255","M-H",11429.7450971077,4.77029099159326,"0","DTXSID2023644","DTXSID2023644","Testolactone","C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CCC(=O)O2","(4aS,4bR,10aR,10bS,12aS)-10a,12a-dimethyl-4,4a,4b,5,6,10b,11,12-octahydro-3H-naphtho[2,1-f]chromene-2,8-dione","C19H24O3","300.172545","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.2433269","6.190502","1","","","0",0,"nurses1",0.389183449466418,0.0656102392945424,5.93174866683943,1.35367535527892e-08,"1","0","neg"
"1762","299.2011-861.6",1522,299.2011,861.6,100,100,100,0,120769.3815459,53232.8251691415,44.0780804602447,121631.75769415,107681.852576374,124462.257034438,62456.4855544013,50.1810645592903,114981.957005863,107336.942878225,187343.255633145,79362.6514963295,42.3621609585654,185003.295148548,169200.030489483,3,27000,"Multiple",299.201654,1.85,"C20H28O2","300.20893","M-H",122615.819290169,152.788813643857,"0","DTXSID2023276","DTXSID2023276","Methandrostenolone","C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O","(8R,9S,10R,13S,14S,17S)-17-hydroxy-10,13,17-trimethyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-one","C20H28O2","300.20893","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-5.825307","42.18782","21","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"1763","299.2011-861.6",2916,299.2011,861.6,100,100,100,0,120769.3815459,53232.8251691415,44.0780804602447,121631.75769415,107681.852576374,124462.257034438,62456.4855544013,50.1810645592903,114981.957005863,107336.942878225,187343.255633145,79362.6514963295,42.3621609585654,185003.295148548,169200.030489483,3,27000,"Multiple",299.201654,1.85,"C20H28O2","300.20893","M-H",122615.819290169,152.788813643857,"0","DTXSID4023177","DTXSID4023177","13-cis,Retinoic,acid","CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1","(2Z,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenoic acid","C20H28O2","300.20893","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-3.945607558","9.641780711","17","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"1764","299.2011-861.6",4600,299.2011,861.6,100,100,100,0,120769.3815459,53232.8251691415,44.0780804602447,121631.75769415,107681.852576374,124462.257034438,62456.4855544013,50.1810645592903,114981.957005863,107336.942878225,187343.255633145,79362.6514963295,42.3621609585654,185003.295148548,169200.030489483,3,27000,"Multiple",299.201654,1.85,"C20H28O2","300.20893","M-H",122615.819290169,152.788813643857,"0","DTXSID6040404","DTXSID6040404","9-cis,Retinoic,acid","CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)O)C(C)(C)CCC1","(2E,4E,6Z,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenoic acid","C20H28O2","300.20893","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-3.288420611","7.045595891","18","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"1765","299.2011-861.6",5014,299.2011,861.6,100,100,100,0,120769.3815459,53232.8251691415,44.0780804602447,121631.75769415,107681.852576374,124462.257034438,62456.4855544013,50.1810645592903,114981.957005863,107336.942878225,187343.255633145,79362.6514963295,42.3621609585654,185003.295148548,169200.030489483,3,27000,"Multiple",299.201654,1.85,"C20H28O2","300.20893","M-H",122615.819290169,152.788813643857,"0","DTXSID7021239","DTXSID7021239","all-trans-Retinoic,acid","CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1","(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenoic acid","C20H28O2","300.20893","ERactive, P4Up, VBtoxcast","","","","","","","","","","","","1","0.000228","","","1","2","","1","-6.170678428","18.86568846","69","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"1766","299.2011-861.6",5781,299.2011,861.6,100,100,100,0,120769.3815459,53232.8251691415,44.0780804602447,121631.75769415,107681.852576374,124462.257034438,62456.4855544013,50.1810645592903,114981.957005863,107336.942878225,187343.255633145,79362.6514963295,42.3621609585654,185003.295148548,169200.030489483,3,27000,"Multiple",299.201654,1.85,"C20H28O2","300.20893","M-H",122615.819290169,152.788813643857,"0","DTXSID8022163","DTXSID8022163","Dehydroabietic,acid","CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)C(=O)O","(1R,4aS,10aR)-1,4a-dimethyl-7-propan-2-yl-2,3,4,9,10,10a-hexahydrophenanthrene-1-carboxylic acid","C20H28O2","300.20893","exposurepred","","","","","","","1","8.080695298","","","","","","","","","","","","","","","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"1767","299.22218-778.6",3930,299.22218,778.6,100,100,100,0,32685.9045546039,12719.2452687488,38.9135483385519,31387.5910797863,29837.14737269,34289.1446900794,12183.2459266975,35.5309122954659,33248.5164777919,31824.9465370096,22131.8027186274,17234.9064962745,77.8739387631022,14560.1415754146,15391.1961032828,3,11739.1304347826,"Unique",299.222784,2.02,"C17H32O4","300.23006","M-H",33487.5246223417,66.0896945003271,"0","DTXSID5044815","DTXSID5044815","Dibutyl,nonanedioate","CCCCOC(=O)CCCCCCCC(=O)OCCCC","dibutyl nonanedioate","C17H32O4","300.23006","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.088298605","534.649858","1","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"1768","299.2373-737.3",6526,299.2373,737.3,100,100,100,0,49119.4965799218,34054.4750131604,69.3298534885242,41281.5832933893,40401.9119861257,41562.3097245263,43621.2877013191,104.953954653723,27237.3009964982,31385.6323928084,22375.4733506361,6208.16414863966,27.7453980586434,24140.8542046822,21384.8986686061,2,10,"Unique",299.23804,2.47,"C21H32O","300.24532","M-H",45340.903152224,49.3494213723851,"0","DTXSID9022574","DTXSID9022574","Allylestrenol","C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C","(8R,9S,10R,13S,14S,17R)-13-methyl-17-prop-2-enyl-2,3,6,7,8,9,10,11,12,14,15,16-dodecahydro-1H-cyclopenta[a]phenanthren-17-ol","C21H32O","300.245316","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.077743507","5.962081192","6","","","0",0,"nurses1",0.36991927830027,0.138983702453921,2.66160184085551,0.00842895306110138,"1","0","neg"
"1769","299.23818-898.5",6526,299.23818,898.5,100,100,100,0,13586.3911692404,7300.65933136892,53.7350885928974,10503.0093915668,11872.6457712822,17069.2922920599,26661.6231561323,156.196418105363,9094.561217364,12084.4578468354,20334.6997602933,9950.76983720423,48.9349238223556,24776.268678256,17072.8079543814,2,10,"Unique",299.23804,0.47,"C21H32O","300.24532","M-H",15327.8417306502,132.665120880203,"0","DTXSID9022574","DTXSID9022574","Allylestrenol","C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C","(8R,9S,10R,13S,14S,17R)-13-methyl-17-prop-2-enyl-2,3,6,7,8,9,10,11,12,14,15,16-dodecahydro-1H-cyclopenta[a]phenanthren-17-ol","C21H32O","300.245316","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.077743507","5.962081192","6","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"1770","299.25878-925.9",5919,299.25878,925.9,100,100,100,0,416018.114939771,406373.835079769,97.6817644439839,273641.678780191,297599.48984972,357360.055966075,234540.064115142,65.631303834754,276101.563637959,293603.835951428,17385.6571609331,8729.62214302692,50.2116317043399,15469.6004514098,15901.0457156512,3,25714.2857142857,"Unique",299.259169,1.3,"C18H36O3","300.26644","M-H",386689.085452923,4.49602996696158,"0","DTXSID8026725","DTXSID8026725","12-Hydroxyoctadecanoic,acid","CCCCCCC(O)CCCCCCCCCCC(=O)O","12-hydroxyoctadecanoic acid","C18H36O3","300.266445","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.765453647","7.974192496","2","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"1771","300.02647-676.6",6958,300.02647,676.6,53.3333333333333,57.5,33.3333333333333,-4.16666666666666,11528.0784741404,26915.6715381337,233.479253272873,106.273024848435,NA,55947.9949834188,289489.886899492,517.426740646002,210.161811903138,NA,720.240333956914,1107.06810800397,153.70815209999,0,NA,3,27000,"Unique",300.025537,3.11,"C16H12ClNOS","301.03281","M-H",33738.0367287796,2.13480215149131,"0","DTXSID9047338","DTXSID9047338","HMR1426","OC12N=C(c3ccccc3)SC1Cc1cc(Cl)ccc12","6-chloro-2-phenyl-3a,4-dihydroindeno[1,2-d][1,3]thiazol-8b-ol","C16H12ClNOS","301.032813","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.930680005","14.87886572","29","","","0",0,"nurses1",-0.724383869259445,0.424497758539272,-1.7064492207264,0.0895246462937262,"0","0","neg"
