,featureid,ID,mz,time,DF_n,DF_ow,DF_blank,DF_diff,mean_N,sd_N,cv_N,median_N,gMean_N,mean_OW,sd_OW,cv_OW,median_OW,gMean_OW,SD_N/SD_OW,cv_N/cv_OW,mean_FB,sd_FB,cv_FB,median_FB,gMean_FB,Confidence,score,MatchCategory,theoretical.mz,delta_ppm,Formula,MonoisotopicMass,Adduct,mean_N_OW,percent_FB,DF_high_N,parent_id,DB_name,name_original,fragment?,SMILES_cleaned,name_cleaned,formula_cleaned,Molweight_cleaned,source,Drug_UCSF_PXYS,Drug_most.comon.and.haz,Disinfectant,Sesquiterpenoids,FRs,PFAS,exposurepred_bin,exposurepred_u95,MC,MC_list_cat,MGDev,ERactive_bin,ERactive_ER_AUC,E2Up_bin,E2UP_priority_level,P4Up_bin,P4Up_priority_level,pesticidemammarytumors_bin,VBtoxcast_bin,vbtoxcast_min_ac10,vbtoxcast_max_scaled_top,vbtoxcast_assay_sum,nitroPAH_bin,pellizzari_bin,phthalate,carcino,term,estimate,std.error,statistic,p.value,higher_intensity_N,metabolite,ESI,BC-relevant,">2XFB, higher N_Int, higher N df"
1673,280.0785-335.8,5274,280.0785,335.8,84.16666667,80,8.333333333,4.166666667,1872.522734,1708.936835,91.26387651,1783.767767,NA,2374.259633,3148.272039,132.6001586,2112.478543,NA,0.542817398,0.688263706,8.374382759,29.00971284,346.4101615,0,NA,2,10,Multiple,280.07779,2.54,C10H20NO4PS,281.08507,M-H,2123.391183,0.394387187,0,DTXSID7032470,DTXSID7032470,Propetamphos,,CCNP(=S)(OC)O/C(C)=C/C(=O)OC(C)C,propan-2-yl (E)-3-[ethylamino(methoxy)phosphinothioyl]oxybut-2-enoate,C10H20NO4PS,281.085066,"P4Up, VBtoxcast",,,,,,,,,,,,,,,,1,2,,1,-5.653508864,6.816569137,40,,,0,0,NA,NA,NA,NA,NA,0,0,neg,1,
1674,281.10276-382.1,5888,281.10276,382.1,100,100,100,0,9989.312711,4400.449522,44.05157441,8705.108178,9246.334765,24120.72009,82069.24262,340.2437503,9079.80938,10008.41101,0.053618742,0.129470635,5401.262267,930.3990766,17.225586,5309.295697,5328.1273,3,25471.69811,Unique,281.103062,1.07,C14H18O6,282.11034,M-H,17055.0164,31.66963983,0,DTXSID8025094,DTXSID8025094,"Di(2-methoxyethyl),phthalate",,COCCOC(=O)c1ccccc1C(=O)OCCOC,"bis(2-methoxyethyl) benzene-1,2-dicarboxylate",C14H18O6,282.110338,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-4.666744466,24.99183323,7,,,1,0,NA,NA,NA,NA,NA,0,0,neg,0,
1675,281.11782-453.3,536,281.11782,453.3,100,100,83.33333333,0,16117.37891,9747.094501,60.47568004,12906.77172,13350.17091,11948.99933,7151.749029,59.85228415,10077.62317,10190.00114,1.362896609,1.010415574,3728.747718,2440.369965,65.44744107,3724.140141,NA,3,24300,Unique,281.118318,1.77,C18H18O3,282.12559,M-H,14033.18912,26.57092188,0,DTXSID0047406,DTXSID0047406,"Eugenyl,phenylacetate",,C=CCc1ccc(OC(=O)Cc2ccccc2)c(OC)c1,(2-methoxy-4-prop-2-enylphenyl) 2-phenylacetate,C18H18O3,282.125594,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.177910278,5.355214422,3,,,0,0,nurses1,0.398215746,0.088269455,4.511365169,1.11E-05,1,0,neg,0,1
1676,281.13925-625.4,977,281.13925,625.4,100,100,83.33333333,0,184756.5554,184719.0763,99.97971433,153403.4589,87693.76683,204833.5636,234317.4905,114.3940897,149915.8184,92789.47619,0.788328161,0.873993706,6573.785455,5132.484639,78.07502502,7545.105995,NA,3,49090.90909,Unique,281.140785,5.46,C16H18N4O,282.14806,M-H,194795.0595,3.374718779,0,DTXSID10319135,DTXSID10319135,NSC340077,,CCC(C)n1c(C)nc2ncn(-c3ccccc3)c2c1=O,1-butan-2-yl-2-methyl-7-phenylpurin-6-one,C16H18N4O,282.148061,exposurepred,,,,,,,1,0.12073027,,,,,,,,,,,,,,,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
1677,281.20192-527.9,3737,281.20192,527.9,100,100,100,0,28549.86116,3253.590543,11.3961694,28270.87797,28368.86876,28437.49554,4194.237457,14.74896919,28502.70767,28094.60456,0.775728741,0.772675653,29082.21795,4700.160579,16.16163041,28667.84059,28735.37673,2,10,Unique,281.202323,1.43,C19H26N2,282.2096,M-H,28493.67835,102.0655094,0,DTXSID5027516,DTXSID5027516,"N-(1,4-Dimethylpentyl)-N'-phenyl-1,4-benzenediamine",,CC(C)CCC(C)Nc1ccc(Nc2ccccc2)cc1,"4-N-(5-methylhexan-2-yl)-1-N-phenylbenzene-1,4-diamine",C19H26N2,282.209599,exposurepred,,,,,,,1,0.177879647,,,,,,,,,,,,,,,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
1678,281.20303-629.4,3737,281.20303,629.4,100,100,100,0,19708.34289,7437.560673,37.73813312,21952.27551,17151.73307,21964.89178,5800.8639,26.40970855,22639.18727,20614.86841,1.282147073,1.428949246,22960.60416,4300.883113,18.73157642,22876.28486,22607.43845,2,10,Unique,281.202323,2.51,C19H26N2,282.2096,M-H,20836.61733,110.1935299,0,DTXSID5027516,DTXSID5027516,"N-(1,4-Dimethylpentyl)-N'-phenyl-1,4-benzenediamine",,CC(C)CCC(C)Nc1ccc(Nc2ccccc2)cc1,"4-N-(5-methylhexan-2-yl)-1-N-phenylbenzene-1,4-diamine",C19H26N2,282.209599,exposurepred,,,,,,,1,0.177879647,,,,,,,,,,,,,,,,,0,0,nurses1,-0.25280756,0.112020817,-2.256790904,0.025136101,0,0,neg,0,
1679,281.25015-970.7,900,281.25015,970.7,100,100,100,0,107359919.7,39289301.81,36.59587481,104993839.6,92281409.38,110086911,31159561.78,28.30451096,112684987.5,104789525.2,1.260906751,1.292934361,1467979.414,605658.511,41.25797032,1287583.715,1374085.401,3,52427.18447,Unique,281.248604,5.5,C18H34O2,282.25588,M-H,108723415.3,1.350196193,0,DTXSID1025809,DTXSID1025809,"Oleic,acid",,CCCCCCCC/C=C\CCCCCCCC(=O)O,(Z)-octadec-9-enoic acid,C18H34O2,282.25588,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-5.270982746,6.190899701,17,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
1680,282.10334-139.2,3589,282.10334,139.2,100,93.75,0,6.25,17032.89541,14590.40846,85.66017757,13100.70582,10274.42609,18446.78293,12400.09132,67.22088818,17422.31343,NA,1.176637178,1.274308922,0,0,NA,0,NA,2,10,Unique,282.104814,5.23,C16H14FN3O,283.11209,M-H,17739.83917,0,0,DTXSID5022562,DTXSID5022562,Afloqualone,,Cc1ccccc1-n1c(CF)nc2ccc(N)cc2c1=O,6-amino-2-(fluoromethyl)-3-(2-methylphenyl)quinazolin-4-one,C16H14FN3O,283.11209,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.913781325,6.614754651,1,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
1681,282.13414-135.3,4949,282.13414,135.3,100,97.5,0,2.5,18890.22177,14968.6283,79.24008773,15423.72337,12881.06926,21215.21616,14568.2557,68.66890063,20206.39283,NA,1.027482535,1.153944318,0,0,NA,0,NA,2,10,Unique,282.136034,6.71,C15H17N5O,283.14331,M-H,20052.71896,0,0,DTXSID7020132,DTXSID7020132,BEMITRADINE,,CCOCCc1c(-c2ccccc2)nc(N)n2ncnc12,"8-(2-ethoxyethyl)-7-phenyl-[1,2,4]triazolo[1,5-c]pyrimidin-5-amine",C15H17N5O,283.14331,MC,,,,,,,,,1,,,,,,,,,,,,,,,,0,1,NA,NA,NA,NA,NA,0,0,neg,1,
1682,282.13472-410,4949,282.13472,410,51.66666667,40,25,11.66666667,798.1386434,1733.164265,217.1507769,102.900073,NA,654.4958505,1207.264549,184.4571738,0,NA,1.435612656,1.177242242,574.2068549,1316.892517,229.3411348,0,NA,2,10,Unique,282.136034,4.66,C15H17N5O,283.14331,M-H,726.3172469,79.05730689,1,DTXSID7020132,DTXSID7020132,BEMITRADINE,,CCOCCc1c(-c2ccccc2)nc(N)n2ncnc12,"8-(2-ethoxyethyl)-7-phenyl-[1,2,4]triazolo[1,5-c]pyrimidin-5-amine",C15H17N5O,283.14331,MC,,,,,,,,,1,,,,,,,,,,,,,,,,0,1,NA,NA,NA,NA,NA,0,0,neg,1,
1683,283.02757-266.6,2992,283.02757,266.6,90,77.5,16.66666667,12.5,87282.22811,136637.0069,156.5461949,39200.35796,NA,50064.88951,71097.84327,142.0113856,7391.864287,NA,1.92181648,1.102349606,19.86353399,46.60786681,234.6403557,0,NA,3,24300,Unique,283.024812,9.74,C15H8O6,284.03209,M-H,68673.55881,0.028924573,1,DTXSID4026000,DTXSID4026000,Rhein,,O=C(O)c1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,"4,5-dihydroxy-9,10-dioxoanthracene-2-carboxylic acid",C15H8O6,284.032088,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.086860814,4.013215646,2,,,0,0,nurses1,2.691372179,0.81723253,3.293275878,0.001176873,1,0,neg,0,1
1684,283.11813-304,2610,283.11813,304,100,100,100,0,44383.13207,45955.70248,103.5431713,24292.95289,28944.99457,45568.92179,35720.37231,78.38757404,41555.99149,32568.38863,1.286540411,1.320913073,270067.6304,230469.2965,85.33762312,169722.056,194845.2294,3,50943.39623,Multiple,283.12005,6.78,C15H16N4O2,284.12733,M-H,44976.02693,600.470181,0,DTXSID3047263,DTXSID3047263,PharmaGSID_47263,,CCn1nc(C)c2c1C(=O)NCC(c1ccc(O)cc1)=N2,"1-ethyl-5-(4-hydroxyphenyl)-3-methyl-6,7-dihydropyrazolo[4,3-e][1,4]diazepin-8-one",C15H16N4O2,284.127326,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-4.578748373,6.940112654,26,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
1685,283.11813-304,5146,283.11813,304,100,100,100,0,44383.13207,45955.70248,103.5431713,24292.95289,28944.99457,45568.92179,35720.37231,78.38757404,41555.99149,32568.38863,1.286540411,1.320913073,270067.6304,230469.2965,85.33762312,169722.056,194845.2294,3,50943.39623,Multiple,283.118712,2.06,C14H20O6,284.12599,M-H,44976.02693,600.470181,0,DTXSID7024875,DTXSID7024875,"1,2-Cyclohexanedicarboxylic,acid,,bis(oxiranylmethyl),ester",,O=C(OCC1CO1)C1CCCCC1C(=O)OCC1CO1,"bis(oxiran-2-ylmethyl) cyclohexane-1,2-dicarboxylate",C14H20O6,284.125988,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-1.052939282,5.735728264,2,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
1686,283.19107-479.3,3007,283.19107,479.3,100,100,100,0,99576.62745,47413.91778,47.61550878,89314.64919,88738.49359,101390.3921,44936.38912,44.32016506,91897.54754,90903.75382,1.055134129,1.074353146,2951.040214,2405.232319,81.50455922,2452.456234,1978.511357,3,23592.23301,Unique,283.191483,1.46,C16H28O4,284.19876,M-H,100483.5098,2.936840305,0,DTXSID4026717,DTXSID4026717,"2-Butenedioic,acid,(2Z),-,bis(1,3-dimethylbutyl),ester",,CC(C)CC(C)OC(=O)/C=C\C(=O)OC(C)CC(C)C,bis(4-methylpentan-2-yl) (Z)-but-2-enedioate,C16H28O4,284.198759,exposurepred,,,,,,,1,1.368885301,,,,,,,,,,,,,,,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
1687,285.11085-448.8,102,285.11085,448.8,98.33333333,95,75,3.333333333,14222.17065,28922.14657,203.3595804,5049.50485,NA,15214.94271,36350.10699,238.9105741,3646.753118,NA,0.79565506,0.851195394,370.4551813,423.0905631,114.2082995,231.0375325,NA,3,19285.71429,Multiple,285.113233,8.36,C17H18O4,286.12051,M-H,14718.55668,2.516926009,0,DTXSID0022436,DTXSID0022436,"Diphenolic,acid",1,CC(CCC(=O)O)(c1ccc(O)cc1)c1ccc(O)cc1,"4,4-bis(4-hydroxyphenyl)pentanoic acid",C17H18O4,286.120509,"ERactive, VBtoxcast",,,,,,,,,,,,1,0.174,,,,,,1,-0.770813549,6.026605379,8,,,0,0,nurses1,0.94107748,0.333016565,2.825917925,0.00520803,1,0,neg,1,1
1688,285.11085-448.8,6904,285.11085,448.8,98.33333333,95,75,3.333333333,14222.17065,28922.14657,203.3595804,5049.50485,NA,15214.94271,36350.10699,238.9105741,3646.753118,NA,0.79565506,0.851195394,370.4551813,423.0905631,114.2082995,231.0375325,NA,3,19285.71429,Multiple,285.110548,1.06,C13H14N6O2,286.11782,M-H,14718.55668,2.516926009,0,DTXSID9046239,DTXSID9046239,Metazide,,O=C(NNCNNC(=O)c1ccncc1)c1ccncc1,N'-[[2-(pyridine-4-carbonyl)hydrazinyl]methyl]pyridine-4-carbohydrazide,C13H14N6O2,286.117824,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.044191414,2.7827992,1,,,0,0,nurses1,0.94107748,0.333016565,2.825917925,0.00520803,1,0,neg,0,1
1689,285.13219-249.1,2335,285.13219,249.1,92.5,91.25,16.66666667,1.25,1288.784156,1135.11607,88.0765072,925.5270232,NA,1263.222365,1086.66825,86.02351257,1164.143761,NA,1.044583818,1.023865506,17.2657816,40.32588562,233.559572,0,NA,2,10,Unique,285.134362,7.62,C14H22O6,286.14164,M-H,1276.003261,1.353114223,0,DTXSID3029607,DTXSID3029607,"Triethylene,glycol,dimethacrylate",,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,2-[2-[2-(2-methylprop-2-enoyloxy)ethoxy]ethoxy]ethyl 2-methylprop-2-enoate,C14H22O6,286.141638,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-8.18080814,3.686268483,17,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
1690,285.13372-396.5,2335,285.13372,396.5,100,97.5,58.33333333,2.5,6968.844198,4986.294126,71.55123553,5840.708496,4776.083738,7891.483312,7506.374027,95.11993792,6827.471596,NA,0.66427467,0.752221218,683.1556137,774.9193866,113.4323383,469.3606469,NA,2,10,Unique,285.134362,2.25,C14H22O6,286.14164,M-H,7430.163755,9.194354745,0,DTXSID3029607,DTXSID3029607,"Triethylene,glycol,dimethacrylate",,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,2-[2-[2-(2-methylprop-2-enoyloxy)ethoxy]ethoxy]ethyl 2-methylprop-2-enoate,C14H22O6,286.141638,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-8.18080814,3.686268483,17,,,0,0,nurses1,0.45938238,0.236368604,1.943499989,0.053402518,1,0,neg,0,1
1691,285.20683-534.8,945,285.20683,534.8,100,100,100,0,166131.3712,98663.12396,59.38861713,144586.9588,146614.6089,165513.7509,77840.10607,47.02938919,158705.3652,147679.2855,1.267510143,1.262797969,14242.31989,4996.145346,35.07957542,14425.24691,13136.96127,3,20769.23077,Multiple,285.207133,1.06,C16H30O4,286.21441,M-H,165822.561,8.588891521,0,DTXSID1027635,DTXSID1027635,"2,2,4-Trimethyl-1,3-pentanediol,diisobutyrate",,CC(C)C(=O)OCC(C)(C)C(OC(=O)C(C)C)C(C)C,"[2,2,4-trimethyl-3-(2-methylpropanoyloxy)pentyl] 2-methylpropanoate",C16H30O4,286.214409,"exposurepred, VBtoxcast",,,,,,,1,2.888981271,,,,,,,,,,,1,-1.240746,6.835026,4,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
1692,285.20683-534.8,1107,285.20683,534.8,100,100,100,0,166131.3712,98663.12396,59.38861713,144586.9588,146614.6089,165513.7509,77840.10607,47.02938919,158705.3652,147679.2855,1.267510143,1.262797969,14242.31989,4996.145346,35.07957542,14425.24691,13136.96127,3,20769.23077,Multiple,285.207133,1.06,C16H30O4,286.21441,M-H,165822.561,8.588891521,0,DTXSID1044512,DTXSID1044512,"2,5-Bis(tert-butylperoxy)-2,5-dimethyl-3-hexyne",,CC(C)(C)OOC(C)(C)C#CC(C)(C)OOC(C)(C)C,"2,5-bis(tert-butylperoxy)-2,5-dimethylhex-3-yne",C16H30O4,286.214409,exposurepred,,,,,,,1,0.41959311,,,,,,,,,,,,,,,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
1693,285.20683-534.8,2740,285.20683,534.8,100,100,100,0,166131.3712,98663.12396,59.38861713,144586.9588,146614.6089,165513.7509,77840.10607,47.02938919,158705.3652,147679.2855,1.267510143,1.262797969,14242.31989,4996.145346,35.07957542,14425.24691,13136.96127,3,20769.23077,Multiple,285.207133,1.06,C16H30O4,286.21441,M-H,165822.561,8.588891521,0,DTXSID3064720,DTXSID3064720,"Decanedioic,acid,,bis(1-methylethyl),ester",,CC(C)OC(=O)CCCCCCCCC(=O)OC(C)C,dipropan-2-yl decanedioate,C16H30O4,286.214409,exposurepred,,,,,,,1,2.080002783,,,,,,,,,,,,,,,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
1694,286.94171-260.5,3782,286.94171,260.5,16.66666667,17.5,0,-0.833333333,784.0524102,1950.817854,248.8121749,0,NA,823.6775088,1977.73254,240.1100575,0,NA,0.98639114,1.036242203,0,0,NA,0,NA,2,10,Unique,286.943887,7.59,C12H7Cl3O2,287.95116,M-H,803.8649595,0,0,DTXSID5032498,DTXSID5032498,Triclosan,,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,"5-chloro-2-(2,4-dichlorophenoxy)phenol",C12H7Cl3O2,287.951163,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-2.870375361,27.0214133,17,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
1695,286.94464-60.8,3782,286.94464,60.8,100,100,58.33333333,0,14255.51974,9884.559641,69.33847256,12894.93043,12483.67756,15009.19269,6794.709335,45.2703185,13848.86527,13727.24693,1.454743559,1.53165418,382.0243674,529.4866555,138.600231,102.5663722,NA,2,10,Unique,286.943887,2.62,C12H7Cl3O2,287.95116,M-H,14632.35621,2.610819213,0,DTXSID5032498,DTXSID5032498,Triclosan,?,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,"5-chloro-2-(2,4-dichlorophenoxy)phenol",C12H7Cl3O2,287.951163,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-2.870375361,27.0214133,17,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
1696,287.02272-285.1,5699,287.02272,285.1,100,100,100,0,27430.26173,29369.19546,107.0685936,16084.26374,19579.55913,32400.62207,43125.36482,133.1004223,18142.59143,20913.19475,0.681019061,0.804419638,20010.04394,8626.35003,43.1101004,22395.29782,15757.88676,3,26732.67327,Unique,287.024724,6.98,C13H14Cl2O3,288.032,M-H,29915.4419,66.88867911,0,DTXSID8020331,DTXSID8020331,Ciprofibrate,,CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,"2-[4-(2,2-dichlorocyclopropyl)phenoxy]-2-methylpropanoic acid",C13H14Cl2O3,288.032,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-1.125333881,3.432352004,1,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
1697,287.10478-407,5860,287.10478,407,99.16666667,100,83.33333333,-0.833333333,2274.876495,1313.091482,57.72144048,2043.17429,NA,1781.384648,1475.947333,82.85393806,1499.629642,1293.19961,0.889660121,0.696665021,1242.636342,1064.76656,85.68609526,1015.617573,NA,2,10,Unique,287.106898,7.38,C15H17ClN4,288.11417,M-H,2028.130571,61.27003654,0,DTXSID8024315,DTXSID8024315,Myclobutanil,,CCCCC(C#N)(Cn1cncn1)c1ccc(Cl)cc1,"2-(4-chlorophenyl)-2-(1,2,4-triazol-1-ylmethyl)hexanenitrile",C15H17ClN4,288.114174,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-2.245911,7.298367,33,,,0,0,nurses1,0.478910505,0.181987469,2.63155758,0.009182941,1,0,neg,0,
1698,287.10501-75,5860,287.10501,75,90.83333333,90,16.66666667,0.833333333,1791.051521,1502.942383,83.91396702,1489.073377,NA,2152.119476,1552.610591,72.143327,2107.506027,NA,0.968009874,1.163156324,202.1906387,530.1866511,262.2211664,0,NA,2,10,Unique,287.106898,6.58,C15H17ClN4,288.11417,M-H,1971.585499,10.25523057,0,DTXSID8024315,DTXSID8024315,Myclobutanil,,CCCCC(C#N)(Cn1cncn1)c1ccc(Cl)cc1,"2-(4-chlorophenyl)-2-(1,2,4-triazol-1-ylmethyl)hexanenitrile",C15H17ClN4,288.114174,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-2.245911,7.298367,33,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
1699,287.11234-497,3234,287.11234,497,86.66666667,67.5,0,19.16666667,155226.588,667905.0672,430.2774903,9657.103524,NA,574514.6005,1980465.795,344.7198371,1365.318881,NA,0.337246454,1.248194748,0,0,NA,0,NA,3,26213.59223,Unique,287.114964,9.14,C14H16N4O3,288.12224,M-H,364870.5943,0,1,DTXSID4045424,DTXSID4045424,"Piromidic,acid",?,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCCC3)nc21,"8-ethyl-5-oxo-2-pyrrolidin-1-ylpyrido[2,3-d]pyrimidine-6-carboxylic acid",C14H16N4O3,288.12224,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-8.131399958,1.497470471,3,,,0,0,nurses1,3.301076056,0.819241094,4.029431727,8.02E-05,1,0,neg,0,1
1700,287.20087-831,2800,287.20087,831,100,100,83.33333333,0,10895.51521,12941.26714,118.7760918,7773.483672,5807.890267,12714.96991,21791.89531,171.3877065,5599.642166,6507.055185,0.593856888,0.693025738,705.2188846,846.6882017,120.0603416,185.2624274,NA,3,20186.91589,Multiple,287.201654,2.73,C19H28O2,288.20893,M-H,11805.24256,5.97377717,0,DTXSID4020379,DTXSID4020379,Dehydroepiandrosterone,,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CCC2=O,"(3S,8R,9S,10R,13S,14S)-3-hydroxy-10,13-dimethyl-1,2,3,4,7,8,9,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-17-one",C19H28O2,288.20893,"ERactive, VBtoxcast",,,,,,,,,,,,1,0.365,,,,,,1,-1.780093912,8.703754295,23,,,0,0,NA,NA,NA,NA,NA,0,0,neg,1,
1701,287.20087-831,5785,287.20087,831,100,100,83.33333333,0,10895.51521,12941.26714,118.7760918,7773.483672,5807.890267,12714.96991,21791.89531,171.3877065,5599.642166,6507.055185,0.593856888,0.693025738,705.2188846,846.6882017,120.0603416,185.2624274,NA,3,20186.91589,Multiple,287.201654,2.73,C19H28O2,288.20893,M-H,11805.24256,5.97377717,0,DTXSID8022329,DTXSID8022329,Epitestosterone,,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@H]2O,"(8R,9S,10R,13S,14S,17R)-17-hydroxy-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one",C19H28O2,288.20893,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-3.833691459,8.214733176,5,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
1702,287.20087-831,5786,287.20087,831,100,100,83.33333333,0,10895.51521,12941.26714,118.7760918,7773.483672,5807.890267,12714.96991,21791.89531,171.3877065,5599.642166,6507.055185,0.593856888,0.693025738,705.2188846,846.6882017,120.0603416,185.2624274,NA,3,20186.91589,Multiple,287.201654,2.73,C19H28O2,288.20893,M-H,11805.24256,5.97377717,0,DTXSID8022371,DTXSID8022371,Testosterone,,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,"(8R,9S,10R,13S,14S,17S)-17-hydroxy-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one",C19H28O2,288.20893,"VBtoxcast, Drug, MC, MGDev",1,1,0,0,,0,,,1,,1,,,,,,,,1,-5.499633483,7.763193947,9,,,0,1,NA,NA,NA,NA,NA,0,0,neg,2,
1703,287.22232-796,4917,287.22232,796,100,100,100,0,30421.11134,16619.83779,54.63257935,28281.58992,27184.40183,30518.01364,15244.47558,49.95238472,26699.22196,27233.97509,1.090220369,1.093693117,3149.706991,2426.683133,77.04472638,3119.982135,1784.332876,3,22924.5283,Unique,287.222784,1.62,C16H32O4,288.23006,M-H,30469.56249,10.33722421,0,DTXSID6065921,DTXSID6065921,"Peroxide,,cyclohexylidenebis[(1,1-dimethylpropyl)",,CCC(C)(C)OOC1(OOC(C)(C)CC)CCCCC1,"1,1-bis(2-methylbutan-2-ylperoxy)cyclohexane",C16H32O4,288.23006,exposurepred,,,,,,,1,0.419319078,,,,,,,,,,,,,,,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
1704,289.06925-78.3,3225,289.06925,78.3,98.33333333,97.5,25,0.833333333,3316.875068,3044.841127,91.79848696,1951.410486,NA,2912.167844,2858.398833,98.15364313,1581.592449,NA,1.06522613,0.935252977,65.33847634,138.5689535,212.0786422,0,NA,2,10,Unique,289.071762,8.69,C15H14O6,290.07904,M-H,3114.521456,2.097865668,0,DTXSID4045133,DTXSID4045133,(-)-Epicatechin,,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2,"(2R,3R)-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5,7-triol",C15H14O6,290.079038,"exposurepred, VBtoxcast",,,,,,,1,0.358019622,,,,,,,,,,,1,-2.649558164,2.402492662,4,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
1705,289.07462-368.9,3225,289.07462,368.9,88.33333333,87.5,0,0.833333333,21252.07896,100870.1257,474.6365093,1613.203191,NA,2136.893632,3000.653943,140.4213059,945.4662574,NA,33.61604758,3.380088985,0,0,NA,0,NA,2,10,Multiple,289.071762,9.89,C15H14O6,290.07904,M-H,11694.4863,0,0,DTXSID4045133,DTXSID4045133,(-)-Epicatechin,?,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2,"(2R,3R)-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5,7-triol",C15H14O6,290.079038,"exposurepred, VBtoxcast",,,,,,,1,0.358019622,,,,,,,,,,,1,-2.649558164,2.402492662,4,,,0,0,nurses1,0.959993971,0.456387428,2.103462785,0.036714318,1,0,neg,0,1
1706,289.17897-870.2,885,289.17897,870.2,100,100,100,0,21760.60752,8651.150699,39.75601642,20556.2496,20183.12948,23687.81093,14346.39463,60.56445941,20500.15092,20320.72645,0.60301915,0.656424854,20282.33781,6947.064943,34.25179587,20291.12062,19279.47243,3,24059.40594,Unique,289.180919,6.74,C18H26O3,290.1882,M-H,22724.20922,89.25431731,0,DTXSID1025302,DTXSID1025302,Octinoxate,,CCCCC(CC)COC(=O)C=Cc1ccc(OC)cc1,2-ethylhexyl 3-(4-methoxyphenyl)prop-2-enoate,C18H26O3,290.188195,"exposurepred, VBtoxcast",,,,,,,1,19.55721881,,,,,,,,,,,1,-5.238485688,5.292094739,8,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
