"","featureid","ID","mz","time","DF_n","DF_ow","DF_blank","DF_diff","mean_N","sd_N","cv_N","median_N","gMean_N","mean_OW","sd_OW","cv_OW","median_OW","gMean_OW","mean_FB","sd_FB","cv_FB","median_FB","gMean_FB","Confidence","score","MatchCategory","theoretical.mz","delta_ppm","Name","Formula","MonoisotopicMass","Adduct","mean_N_OW","percent_FB","DB_name","DTXSID","CASRN","name_original","formula_original","SMILES_original","SMILES_cleaned","name_cleaned","formula_cleaned","Molweight_cleaned","parent_id","MONOISOTOPIC_MASS","source","Drug_UCSF_PXYS","Drug_most.comon.and.haz","Disinfectant","Sesquiterpenoids","FRs","PFAS","exposurepred_bin","exposurepred_u95","MC","MC_list_cat","MGDev","ERactive_bin","ERactive_ER_AUC","E2Up_bin","E2UP_priority_level","P4Up_bin","P4Up_priority_level","pesticidemammarytumors_bin","VBtoxcast_bin","vbtoxcast_min_ac10","vbtoxcast_max_scaled_top","vbtoxcast_assay_sum","nitroPAH_bin","pellizzari_bin","phthalate","DF_high_N","term","estimate","std.error","statistic","p.value","higher_intensity_N","metabolite","ESI"
"1703","298.04746-724.4",3046,298.0475,724.4,70.83333,67.5,58.33333,3.333333,97352.77,159086.8,163.4127,1591.704,NA,106448.4,245260.4,230.403,1254.312,NA,386168.4,575105.3,148.926,362.2454,NA,3,72321.43,"Unique",298.0504,9.74,"N-METHYL-N-TRIMETHYLSILYLHEPTAFLUOROBUTYRAMIDE","C8H12F7NOSi","299.05764","M-H",101900.6,378.9658,"DTXSID40379666","DTXSID40379666","'53296-64-3","N-METHYL-N-TRIMETHYLSILYLHEPTAFLUOROBUTYRAMIDE","C8H12F7NOSi","CN(C(=O)C(F)(F)C(F)(F)C(F)(F)F)[Si](C)(C)C","CN(C(=O)C(F)(F)C(F)(F)C(F)(F)F)[Si](C)(C)C","2,2,3,3,4,4,4-heptafluoro-N-methyl-N-trimethylsilylbutanamide","C8H12F7NOSi",299.0576,"","299.0576377","PFAS","0",NA,0,0,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,"0",NA,NA,NA,NA,NA,"0","0","neg"
"1704","298.97035-59.5",6040,298.9703,59.5,100,100,100,0,6231.612,5123.467,82.21736,5625.31,4232.513,5932.348,3779.328,63.70712,6162.447,4491.321,71252.34,109167.7,153.2128,5012.226,8983.394,2,10,"Multiple",298.9713,3.23,"Bromindione","C15H9BrO2","299.97859","M-H",6081.98,1171.532,"DTXSID8046244","DTXSID8046244","'1146-98-1","Bromindione","C15H9BrO2","BrC1=CC=C(C=C1)C1C(=O)C2=CC=CC=C2C1=O","O=C1c2ccccc2C(=O)C1c1ccc(Br)cc1","2-(4-bromophenyl)indene-1,3-dione","C15H9BrO2",299.9786,"","299.978593","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-3.208035,5.98507,1,NA,"",0,"0",NA,NA,NA,NA,NA,"0","0","neg"
"1705","298.97354-259.8",6040,298.9735,259.8,100,100,100,0,13854.63,5429.127,39.18639,14241.28,12522.46,14414.31,5306.482,36.814,14856.51,13140.85,12313.05,6275.394,50.96538,13629.16,10423.95,2,10,"Unique",298.9713,7.44,"Bromindione","C15H9BrO2","299.97859","M-H",14134.47,87.11369,"DTXSID8046244","DTXSID8046244","'1146-98-1","Bromindione","C15H9BrO2","BrC1=CC=C(C=C1)C1C(=O)C2=CC=CC=C2C1=O","O=C1c2ccccc2C(=O)C1c1ccc(Br)cc1","2-(4-bromophenyl)indene-1,3-dione","C15H9BrO2",299.9786,"","299.978593","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-3.208035,5.98507,1,NA,"",0,"0",NA,NA,NA,NA,NA,"0","0","neg"
"1706","299.04459-724.1",6031,299.0446,724.1,100,100,100,0,61254.9,86045.81,140.4717,11308.31,23626.76,67642.32,140658.6,207.9446,11216.69,21733.97,223676.6,317776.3,142.0696,12531.97,41619.66,3,49541.28,"Unique",299.0456,3.26,"Tazobactamsodium","C10H11N4NaO5S","300.05284","M-H",64448.61,347.0619,"DTXSID8046030","DTXSID8046030","'89785-84-2","Tazobactam,sodium","C10H11N4NaO5S","[Na+].C[C@]1(CN2C=CN=N2)[C@@H](N2[C@@H](CC2=O)S1(=O)=O)C([O-])=O","C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O","(2S,3S,5R)-3-methyl-4,4,7-trioxo-3-(triazol-1-ylmethyl)-4lambda6-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid","C10H11N4NaO5S",300.0528,"","322.0347849","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.814223,6.514381,21,NA,"",0,"0",NA,NA,NA,NA,NA,"0","0","neg"
"1707","299.11385-322.9",3291,299.1139,322.9,100,100,100,0,20008.21,21859.29,109.2516,15063.79,11132.58,18531.54,18285.08,98.67002,14171.6,10109.17,7803.499,4742.872,60.77879,6556.611,6870.046,3,46956.52,"Unique",299.1136,0.75,"Salidroside","C14H20O7","300.1209","M-H",19269.88,40.49584,"DTXSID4049034","DTXSID4049034","'10338-51-9","Salidroside","C14H20O7","OC[C@H]1O[C@@H](OCCC2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O","OC[C@H]1O[C@@H](OCCc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O","(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-[2-(4-hydroxyphenyl)ethoxy]oxane-3,4,5-triol","C14H20O7",300.1209,"","300.120903","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-5.437643,12.53302,3,NA,"",0,"0",NA,NA,NA,NA,NA,"0","0","neg"
"1708","299.13212-640.3",7173,299.1321,640.3,100,100,100,0,19837.64,9425.311,47.51225,19473.12,17280.01,19412.73,11192.81,57.65706,18660.4,15734.82,8669.665,4885.688,56.35383,6968.825,7592.083,3,22314.05,"Multiple",299.1323,0.45,"","C15H24O4S","300.13953","M-H",19625.19,44.17622,"DTXSID2020216-BTMR0197","MTX199","'","","C15H24O4S","Cc1cc(C(C)(C)C)c(OS(=O)(=O)O)c(C(C)(C)C)c1","Cc1cc(C(C)(C)C)c(OS(=O)(=O)O)c(C(C)(C)C)c1","","C15H24O4S",300.1395,"DTXSID2020216","","metabolite","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"0","nurses1",0.1783883,0.08282331,2.153842,0.03248604,"1","1","neg"
"1709","299.13212-640.3",5295,299.1321,640.3,100,100,100,0,19837.64,9425.311,47.51225,19473.12,17280.01,19412.73,11192.81,57.65706,18660.4,15734.82,8669.665,4885.688,56.35383,6968.825,7592.083,3,22314.05,"Multiple",299.1321,0.23,"Chlorcyclizinehydrochloride","C18H22Cl2N2","300.13933","M-H",19625.19,44.17622,"DTXSID7045360","DTXSID7045360","'1620-21-9","Chlorcyclizine,hydrochloride","C18H22Cl2N2","Cl.CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1","CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1","1-[(4-chlorophenyl)-phenylmethyl]-4-methylpiperazine","C18H22Cl2N2",300.1393,"","336.1160041","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.9588178,4.717943,2,NA,"",0,"0","nurses1",0.1783883,0.08282331,2.153842,0.03248604,"1","0","neg"
"1710","299.13212-640.3",7579,299.1321,640.3,100,100,100,0,19837.64,9425.311,47.51225,19473.12,17280.01,19412.73,11192.81,57.65706,18660.4,15734.82,8669.665,4885.688,56.35383,6968.825,7592.083,3,22314.05,"Multiple",299.1323,0.45,"","C15H24O4S","300.13953","M-H",19625.19,44.17622,"DTXSID5033836-BTMR0197","MTX605","'","","C15H24O4S","CCCCCCCCCc1ccc(OS(=O)(=O)O)cc1","CCCCCCCCCc1ccc(OS(=O)(=O)O)cc1","(4-nonylphenyl) hydrogen sulfate","C15H24O4S",300.1395,"DTXSID5033836","","metabolite","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"0","nurses1",0.1783883,0.08282331,2.153842,0.03248604,"1","1","neg"
"1711","299.16439-428.3",1504,299.1644,428.3,100,100,75,0,12834.81,7182.067,55.95772,10383.46,10943.29,10024.68,5563.067,55.49371,8844.633,8444.51,545.2321,635.2039,116.5016,241.29,NA,3,24059.41,"Multiple",299.1653,2.94,"Testolactone","C19H24O3","300.17254","M-H",11429.75,4.770291,"DTXSID2023644","DTXSID2023644","'968-93-4","Testolactone","C19H24O3","C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CCC(=O)O2","C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CCC(=O)O2","(4aS,4bR,10aR,10bS,12aS)-10a,12a-dimethyl-4,4a,4b,5,6,10b,11,12-octahydro-3H-naphtho[2,1-f]chromene-2,8-dione","C19H24O3",300.1725,"","300.1725446","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.2433269,6.190502,1,NA,"",0,"0","nurses1",0.3891834,0.06561024,5.931749,1.353675e-08,"1","0","neg"
"1712","299.16439-428.3",272,299.1644,428.3,100,100,75,0,12834.81,7182.067,55.95772,10383.46,10943.29,10024.68,5563.067,55.49371,8844.633,8444.51,545.2321,635.2039,116.5016,241.29,NA,3,24059.41,"Multiple",299.1653,2.94,"Prallethrin","C19H24O3","300.17254","M-H",11429.75,4.770291,"DTXSID0032572","DTXSID0032572","'23031-36-9","Prallethrin","C19H24O3","CC(C)=CC1C(C(=O)OC2CC(=O)C(CC#C)=C2C)C1(C)C","C#CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O","(2-methyl-4-oxo-3-prop-2-ynylcyclopent-2-en-1-yl) 2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate","C19H24O3",300.1725,"","300.1725446","E2Up, VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1,2,NA,NA,NA,1,-2.751342,18.7014,20,NA,"",0,"0","nurses1",0.3891834,0.06561024,5.931749,1.353675e-08,"1","0","neg"
"1713","299.2011-861.6",1488,299.2011,861.6,100,100,100,0,120769.4,53232.83,44.07808,121631.8,107681.9,124462.3,62456.49,50.18106,114982,107336.9,187343.3,79362.65,42.36216,185003.3,169200,3,27000,"Multiple",299.2017,1.85,"Methandrostenolone","C20H28O2","300.20893","M-H",122615.8,152.7888,"DTXSID2023276","DTXSID2023276","'72-63-9","Methandrostenolone","C20H28O2","C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C","C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O","(8R,9S,10R,13S,14S,17S)-17-hydroxy-10,13,17-trimethyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-one","C20H28O2",300.2089,"","300.2089301","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-5.825307,42.18782,21,NA,"",0,"0",NA,NA,NA,NA,NA,"0","0","neg"
"1714","299.2011-861.6",2851,299.2011,861.6,100,100,100,0,120769.4,53232.83,44.07808,121631.8,107681.9,124462.3,62456.49,50.18106,114982,107336.9,187343.3,79362.65,42.36216,185003.3,169200,3,27000,"Multiple",299.2017,1.85,"13-cisRetinoicacid","C20H28O2","300.20893","M-H",122615.8,152.7888,"DTXSID4023177","DTXSID4023177","'4759-48-2","13-cis,Retinoic,acid","C20H28O2","C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C\C(O)=O","CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1","(2Z,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenoic acid","C20H28O2",300.2089,"","300.2089301","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-3.945608,9.641781,17,NA,"",0,"0",NA,NA,NA,NA,NA,"0","0","neg"
"1715","299.2011-861.6",4472,299.2011,861.6,100,100,100,0,120769.4,53232.83,44.07808,121631.8,107681.9,124462.3,62456.49,50.18106,114982,107336.9,187343.3,79362.65,42.36216,185003.3,169200,3,27000,"Multiple",299.2017,1.85,"9-cisRetinoicacid","C20H28O2","300.20893","M-H",122615.8,152.7888,"DTXSID6040404","DTXSID6040404","'5300-03-8","9-cis,Retinoic,acid","C20H28O2","C\C(\C=C\C1=C(C)CCCC1(C)C)=C\C=C\C(\C)=C\C(O)=O","CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)O)C(C)(C)CCC1","(2E,4E,6Z,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenoic acid","C20H28O2",300.2089,"","300.2089301","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-3.288421,7.045596,18,NA,"",0,"0",NA,NA,NA,NA,NA,"0","0","neg"
"1716","299.2011-861.6",4874,299.2011,861.6,100,100,100,0,120769.4,53232.83,44.07808,121631.8,107681.9,124462.3,62456.49,50.18106,114982,107336.9,187343.3,79362.65,42.36216,185003.3,169200,3,27000,"Multiple",299.2017,1.85,"all-trans-Retinoicacid","C20H28O2","300.20893","M-H",122615.8,152.7888,"DTXSID7021239","DTXSID7021239","'302-79-4","all-trans-Retinoic,acid","C20H28O2","C\\C(\\C=C\\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C(O)=O","CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1","(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenoic acid","C20H28O2",300.2089,"","300.2089301","ERactive, P4Up, VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,0.000228,NA,NA,1,2,NA,1,-6.170678,18.86569,69,NA,"",0,"0",NA,NA,NA,NA,NA,"0","0","neg"
"1717","299.2011-861.6",5620,299.2011,861.6,100,100,100,0,120769.4,53232.83,44.07808,121631.8,107681.9,124462.3,62456.49,50.18106,114982,107336.9,187343.3,79362.65,42.36216,185003.3,169200,3,27000,"Multiple",299.2017,1.85,"Dehydroabieticacid","C20H28O2","300.20893","M-H",122615.8,152.7888,"DTXSID8022163","DTXSID8022163","'1740-19-8","Dehydroabietic,acid","C20H28O2","CC(C)C1=CC2=C(C=C1)[C@@]1(C)CCC[C@](C)([C@@H]1CC2)C(O)=O","CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)C(=O)O","(1R,4aS,10aR)-1,4a-dimethyl-7-propan-2-yl-2,3,4,9,10,10a-hexahydrophenanthrene-1-carboxylic acid","C20H28O2",300.2089,"","300.2089301","exposurepred","",NA,NA,NA,NA,NA,1,8.080695,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,"0",NA,NA,NA,NA,NA,"0","0","neg"
"1718","299.22218-778.6",3830,299.2222,778.6,100,100,100,0,32685.9,12719.25,38.91355,31387.59,29837.15,34289.14,12183.25,35.53091,33248.52,31824.95,22131.8,17234.91,77.87394,14560.14,15391.2,3,11739.13,"Unique",299.2228,2.02,"Dibutylnonanedioate","C17H32O4","300.23006","M-H",33487.52,66.08969,"DTXSID5044815","DTXSID5044815","'2917-73-9","Dibutyl,nonanedioate","C17H32O4","CCCCOC(=O)CCCCCCCC(=O)OCCCC","CCCCOC(=O)CCCCCCCC(=O)OCCCC","dibutyl nonanedioate","C17H32O4",300.2301,"","300.2300595","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.08829861,534.6499,1,NA,"",0,"0",NA,NA,NA,NA,NA,"0","0","neg"
"1719","299.2373-737.3",6350,299.2373,737.3,100,100,100,0,49119.5,34054.48,69.32985,41281.58,40401.91,41562.31,43621.29,104.954,27237.3,31385.63,22375.47,6208.164,27.7454,24140.85,21384.9,2,10,"Unique",299.238,2.47,"Allylestrenol","C21H32O","300.24532","M-H",45340.9,49.34942,"DTXSID9022574","DTXSID9022574","'432-60-0","Allylestrenol","C21H32O","C[C@]12CC[C@H]3[C@@H](CCC4=CCCC[C@H]34)[C@@H]1CC[C@@]2(O)CC=C","C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C","(8R,9S,10R,13S,14S,17R)-13-methyl-17-prop-2-enyl-2,3,6,7,8,9,10,11,12,14,15,16-dodecahydro-1H-cyclopenta[a]phenanthren-17-ol","C21H32O",300.2453,"","300.2453157","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.077744,5.962081,6,NA,"",0,"0","nurses1",0.3699193,0.1389837,2.661602,0.008428953,"1","0","neg"
"1720","299.23818-898.5",6350,299.2382,898.5,100,100,100,0,13586.39,7300.659,53.73509,10503.01,11872.65,17069.29,26661.62,156.1964,9094.561,12084.46,20334.7,9950.77,48.93492,24776.27,17072.81,2,10,"Unique",299.238,0.47,"Allylestrenol","C21H32O","300.24532","M-H",15327.84,132.6651,"DTXSID9022574","DTXSID9022574","'432-60-0","Allylestrenol","C21H32O","C[C@]12CC[C@H]3[C@@H](CCC4=CCCC[C@H]34)[C@@H]1CC[C@@]2(O)CC=C","C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C","(8R,9S,10R,13S,14S,17R)-13-methyl-17-prop-2-enyl-2,3,6,7,8,9,10,11,12,14,15,16-dodecahydro-1H-cyclopenta[a]phenanthren-17-ol","C21H32O",300.2453,"","300.2453157","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.077744,5.962081,6,NA,"",0,"0",NA,NA,NA,NA,NA,"0","0","neg"
"1721","299.25878-925.9",5758,299.2588,925.9,100,100,100,0,416018.1,406373.8,97.68176,273641.7,297599.5,357360.1,234540.1,65.6313,276101.6,293603.8,17385.66,8729.622,50.21163,15469.6,15901.05,3,25714.29,"Unique",299.2592,1.3,"12-Hydroxyoctadecanoicacid","C18H36O3","300.26644","M-H",386689.1,4.49603,"DTXSID8026725","DTXSID8026725","'106-14-9","12-Hydroxyoctadecanoic,acid","C18H36O3","CCCCCCC(O)CCCCCCCCCCC(O)=O","CCCCCCC(O)CCCCCCCCCCC(=O)O","12-hydroxyoctadecanoic acid","C18H36O3",300.2664,"","300.266445","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.7654536,7.974192,2,NA,"",0,"0",NA,NA,NA,NA,NA,"0","0","neg"
"1722","300.02647-676.6",6773,300.0265,676.6,53.33333,57.5,33.33333,-4.166667,11528.08,26915.67,233.4793,106.273,NA,55947.99,289489.9,517.4267,210.1618,NA,720.2403,1107.068,153.7082,0,NA,3,27000,"Unique",300.0255,3.11,"HMR1426","C16H12ClNOS","301.03281","M-H",33738.04,2.134802,"DTXSID9047338","DTXSID9047338","'262376-75-0","HMR1426","C16H12ClNOS","OC12N=C(SC1CC1=CC(Cl)=CC=C21)C1=CC=CC=C1","OC12N=C(c3ccccc3)SC1Cc1cc(Cl)ccc12","6-chloro-2-phenyl-3a,4-dihydroindeno[1,2-d][1,3]thiazol-8b-ol","C16H12ClNOS",301.0328,"","301.0328129","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.93068,14.87887,29,NA,"",0,"0","nurses1",-0.7243839,0.4244978,-1.706449,0.08952465,"0","0","neg"
"1723","300.04494-724",6533,300.0449,724,38.33333,31.25,33.33333,7.083333,9518.049,15502.61,162.8759,0,NA,9745.34,20527.03,210.6344,0,NA,32861.68,48797,148.4921,0,NA,3,20000,"Unique",300.0448,0.35,"Nocodazole","C14H11N3O3S","301.05211","M-H",9631.694,341.1828,"DTXSID9031800","DTXSID9031800","'31430-18-9","Nocodazole","C14H11N3O3S","COC(=O)NC1=NC2=C(N1)C=CC(=C2)C(=O)C1=CC=CS1","COC(=O)Nc1nc2cc(C(=O)c3cccs3)ccc2[nH]1","methyl N-[6-(thiophene-2-carbonyl)-1H-benzimidazol-2-yl]carbamate","C14H11N3O3S",301.0521,"","301.0521124","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-3.001788,6.22752,51,NA,"",0,"0","nurses1",0.9488792,0.438777,2.162555,0.03179914,"1","0","neg"
"1724","300.18139-342.8",4606,300.1814,342.8,95,92.5,100,2.5,12935.88,23368.54,180.649,3993.099,NA,7217.958,10355.86,143.4736,3549.214,NA,2987.478,3372.73,112.8956,1432.221,1637.255,2,10,"Unique",300.183,5.31,"Tegaserod","C16H23N5O","301.19026","M-H",10076.92,29.64674,"DTXSID6045955","DTXSID6045955","'145158-71-0","Tegaserod","C16H23N5O","CCCCCNC(=N)N\N=C\C1=CNC2=C1C=C(OC)C=C2","CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12","1-[(Z)-(5-methoxy-1H-indol-3-yl)methylideneamino]-2-pentylguanidine","C16H23N5O",301.1903,"","301.1902604","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.546823,15.27476,1,NA,"",0,"0","nurses1",1.134572,0.3280085,3.458971,0.0006665391,"1","0","neg"
"1725","300.18233-609.5",4606,300.1823,609.5,100,100,83.33333,0,13390.54,9352.884,69.84693,8330.826,9550.47,13110.89,9131.157,69.64561,8672.209,8976.132,17211.44,10639.44,61.81611,23710.95,NA,2,10,"Unique",300.183,2.18,"Tegaserod","C16H23N5O","301.19026","M-H",13250.72,129.8907,"DTXSID6045955","DTXSID6045955","'145158-71-0","Tegaserod","C16H23N5O","CCCCCNC(=N)N\N=C\C1=CNC2=C1C=C(OC)C=C2","CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12","1-[(Z)-(5-methoxy-1H-indol-3-yl)methylideneamino]-2-pentylguanidine","C16H23N5O",301.1903,"","301.1902604","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.546823,15.27476,1,NA,"",0,"0",NA,NA,NA,NA,NA,"0","0","neg"
"1726","301.1301-176.4",1553,301.1301,176.4,100,100,0,0,11523.9,16112.75,139.8202,6143.401,6800.281,6158.207,6043.384,98.13544,5284.311,4791.853,0,0,NA,0,NA,3,21600,"Unique",301.1293,2.73,"Tetraethyleneglycoldiacrylate","C14H22O7","302.13655","M-H",8841.056,0,"DTXSID2026107","DTXSID2026107","'17831-71-9","Tetraethylene,glycol,diacrylate","C14H22O7","C=CC(=O)OCCOCCOCCOCCOC(=O)C=C","C=CC(=O)OCCOCCOCCOCCOC(=O)C=C","2-[2-[2-(2-prop-2-enoyloxyethoxy)ethoxy]ethoxy]ethyl prop-2-enoate","C14H22O7",302.1366,"","302.136553","exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.4978843,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.1094053,13.28341,1,NA,"",0,"0","nurses1",0.558674,0.1449946,3.853066,0.0001584634,"1","0","neg"
"1727","301.18021-452.4",5872,301.1802,452.4,100,100,33.33333,0,60084.09,39771.83,66.19362,46886.75,47721.87,43299.3,28838.4,66.60247,37189.12,36093.13,315.323,688.5659,218.3685,0,NA,3,20571.43,"Multiple",301.1809,2.35,"Allethrin","C19H26O3","302.18819","M-H",51691.69,0.610007,"DTXSID8035180","DTXSID8035180","'584-79-2","Allethrin","C19H26O3","CC(C)=CC1C(C(=O)OC2CC(=O)C(CC=C)=C2C)C1(C)C","C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O","(2-methyl-4-oxo-3-prop-2-enylcyclopent-2-en-1-yl) 2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate","C19H26O3",302.1882,"","302.1881947","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-3.481784,18.52385,14,NA,"",0,"0","nurses1",0.418004,0.08083143,5.171305,5.765749e-07,"1","0","neg"
"1728","301.18021-452.4",2337,301.1802,452.4,100,100,33.33333,0,60084.09,39771.83,66.19362,46886.75,47721.87,43299.3,28838.4,66.60247,37189.12,36093.13,315.323,688.5659,218.3685,0,NA,3,20571.43,"Multiple",301.1809,2.35,"4-Hydroxyandrostenedione","C19H26O3","302.18819","M-H",51691.69,0.610007,"DTXSID3034113","DTXSID3034113","'566-48-3","4-Hydroxyandrostenedione","C19H26O3","C[C@]12CC[C@H]3[C@@H](CCC4=C(O)C(=O)CC[C@]34C)[C@@H]1CCC2=O","C[C@]12CC[C@H]3[C@@H](CCC4=C(O)C(=O)CC[C@@]43C)[C@@H]1CCC2=O","(8R,9S,10R,13S,14S)-4-hydroxy-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthrene-3,17-dione","C19H26O3",302.1882,"","302.1881947","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-3.416347,21.56197,10,NA,"",0,"0","nurses1",0.418004,0.08083143,5.171305,5.765749e-07,"1","0","neg"
"1729","301.18021-452.4",1703,301.1802,452.4,100,100,33.33333,0,60084.09,39771.83,66.19362,46886.75,47721.87,43299.3,28838.4,66.60247,37189.12,36093.13,315.323,688.5659,218.3685,0,NA,3,20571.43,"Multiple",301.1809,2.35,"S-Bioallethrin","C19H26O3","302.18819","M-H",51691.69,0.610007,"DTXSID2039336","DTXSID2039336","'28434-00-6","S-Bioallethrin","C19H26O3","CC(C)=C[C@@H]1[C@@H](C(=O)O[C@H]2CC(=O)C(CC=C)=C2C)C1(C)C","C=CCC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1=O","[(1S)-2-methyl-4-oxo-3-prop-2-enylcyclopent-2-en-1-yl] (1R,3R)-2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate","C19H26O3",302.1882,"","302.1881947","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-7.578748,13.56381,14,NA,"",0,"0","nurses1",0.418004,0.08083143,5.171305,5.765749e-07,"1","0","neg"
