,DTXSID,Compound,Formula,CASRN,SMILES,MONOISOTOPIC_MASS,source,Drug_UCSF_PXYS,Drug_most comon and haz,Phthalate,Disinfectant,Sesquiterpenoids,FRs,PFAS,exposurepred_bin,exposurepred_u95,MC,MC_list_cat,MGDev,ERactive_bin,ERactive_ER_AUC,E2Up_bin,E2UP_priority_level,P4Up_bin,P4Up_priority_level,pesticidemammarytumors_bin,VBtoxcast_bin,vbtoxcast_min_ac10,vbtoxcast_max_scaled_top,vbtoxcast_assay_sum,nitroPAH_bin,pellizzari_bin
5450,DTXSID7023271,Methacholine chloride,C8H18ClNO2,62-51-1,[Cl-].CC(C[N+](C)(C)C)OC(C)=O,195.1026065,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-4.176416145,3.444635962,5,,
5451,DTXSID7023273,METHADONE,C21H27NO,76-99-3,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,309.2092645,Drug,1,,,0,0,,0,,,,,,,,,,,,,,,,,,
5452,DTXSID7023277,Methantheline bromide,C21H26BrNO3,53-46-3,[Br-].CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC2=C1C=CC=C2,419.109607,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-5.375157568,4.899063539,3,,
5453,DTXSID7023300,"Methylprednisolone, METHYLPREDNISOLONE","C22H30O5, C22H30O5","83-43-2, 83-43-2","C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12, C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12","374.209324066, 374.2093241","VBtoxcast, Drug",1,,,0,0,,0,,,,,,,,,,,,,1,-2.779354,43.4734,15,,
5454,DTXSID7023302,Methylprednisolone acetate,C24H32O6,53-36-1,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)COC(C)=O)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,416.2198888,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.580838153,19.43240754,8,,
5455,DTXSID7023350,Nandrolone,C18H26O2,434-22-0,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@H]2O,274.1932801,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-5.675561424,32.33908372,25,,
5456,DTXSID7023352,Nandrolone decanoate,C28H44O3,360-70-3,CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C,428.3290453,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-3.263323188,6.165977379,9,,
5457,DTXSID7023431,PENTAMIDINE,C19H24N4O2,100-33-4,NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1,340.189926,Drug,1,,,0,0,,0,,,,,,,,,,,,,,,,,,
5458,DTXSID7023481,Piperacetazine,C24H30N2O2S,3819-00-9,CC(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN2CCC(CCO)CC2)C=C1,410.2027994,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-0.414907402,8.925441934,2,,
5459,DTXSID7023487,Pirenzepine,C19H21N5O2,28797-61-7,CN1CCN(CC(=O)N2C3=CC=CC=C3C(=O)NC3=C2N=CC=C3)CC1,351.1695249,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-3.904555604,4.283735673,3,,
5460,DTXSID7023512,Procainamide,C13H21N3O,51-06-9,CCN(CC)CCNC(=O)C1=CC=C(N)C=C1,235.1684623,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-5.457104593,4.363401422,2,,
5461,DTXSID7023514,PROCHLORPERAZINE,C20H24ClN3S,58-38-8,CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,373.1379467,Drug,1,,,0,0,,0,,,,,,,,,,,,,,,,,,
5462,DTXSID7023518,"Promethazine, PROMETHAZINE","C17H20N2S, C17H20N2S","60-87-7, 60-87-7","CC(CN1C2=C(SC3=C1C=CC=C3)C=CC=C2)N(C)C, CC(CN1C2=C(SC3=C1C=CC=C3)C=CC=C2)N(C)C","284.134719826, 284.1347198","VBtoxcast, Drug",1,,,0,0,,0,,,,,,,,,,,,,1,-0.433564826,9.058696781,3,,
5463,DTXSID7023566,Rocuronium bromide,C32H53BrN2O4,119302-91-9,[Br-].CC(=O)O[C@H]1[C@H](C[C@H]2[C@@H]3CC[C@H]4C[C@H](O)[C@H](C[C@]4(C)[C@H]3CC[C@]12C)N1CCOCC1)[N+]1(CC=C)CCCC1,608.318871,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-0.303555789,6.814583766,1,,
5464,DTXSID7023568,Rolitetracycline,C27H33N3O8,751-97-3,CN(C)[C@H]1[C@@H]2CC3C(=C(O)[C@]2(O)C(=O)C(C(=O)NCN2CCCC2)=C1O)C(=O)C1=C(C=CC=C1O)[C@@]3(C)O,527.226765,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-3.933346,4.166776,2,,
5465,DTXSID7023645,Tetracycline,C22H24N2O8,60-54-8,[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C)C(=O)C1=C(C=CC=C1O)[C@@]3(C)O,444.1532657,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-1.279047374,6.924952366,1,,
5466,DTXSID7023693,Tranilast,C18H17NO5,53902-12-8,COC1=CC=C(\C=C\C(=O)NC2=C(C=CC=C2)C(O)=O)C=C1OC,327.1106727,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-5.475034462,14.59856244,8,,
5467,DTXSID7023697,Tribenoside,C29H34O6,10310-32-4,CCO[C@@H]1O[C@H](C(COCC2=CC=CC=C2)OCC2=CC=CC=C2)[C@H](OCC2=CC=CC=C2)[C@H]1O,478.2355388,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.455189359,5.925126072,1,,
5468,DTXSID70237366,"Phosphonic acid, methyl-, bis(4-(methylthio)phenyl) ester",C15H17O3PS2,88847-60-3,CSC1=CC=C(OP(C)(=O)OC2=CC=C(SC)C=C2)C=C1,340.0356738,exposurepred,,,,,,,,1,2.257391421,,,,,,,,,,,,,,,,
5469,DTXSID7023805,"Tris(2,3-dichloropropyl)phosphate",C9H15Cl6O4P,78-43-3,ClCC(Cl)COP(=O)(OCC(Cl)CCl)OCC(Cl)CCl,427.8839122,pellizzari,,,,,,,,,,,,,,,,,,,,,,,,,1
5470,DTXSID7023853,Acifluorfen-sodium,C14H6ClF3NNaO5,62476-59-9,[Na+].[O-]C(=O)C1=C(C=CC(OC2=CC=C(C=C2Cl)C(F)(F)F)=C1)[N+]([O-])=O,382.9784288,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.661092993,4.785129919,5,,
5471,DTXSID7023930,Bromotrichloromethane,CBrCl3,75-62-7,ClC(Cl)(Cl)Br,195.824896,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.75236,1.767639,3,,
5472,DTXSID7023936,Butylate,C11H23NOS,2008-41-5,CCSC(=O)N(CC(C)C)CC(C)C,217.1500355,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-1.451645894,1.558320479,3,,
5473,DTXSID7023938,"Butylphthalyl butylglycolate, Butylphthalyl butylglycolate","C18H24O6, C18H24O6","85-70-1, 85-70-1","CCCCOC(=O)COC(=O)C1=CC=CC=C1C(=O)OCCCC, CCCCOC(=O)COC(=O)C1=CC=CC=C1C(=O)OCCCC","336.1572885, 336.157288493","exposurepred, VBtoxcast",,,,,,,,1,0.927392911,,,,,,,,,,,1,-1.915022,3.368694,1,,
5474,DTXSID7023980,Chlorsulfuron,C12H12ClN5O4S,64902-72-3,COC1=NC(C)=NC(NC(=O)NS(=O)(=O)C2=C(Cl)C=CC=C2)=N1,357.0298528,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-5.37650375,2.963791674,19,,
5475,DTXSID7023986,Copper cyanide,CCuN,544-92-3,[Cu+].[C-]#N,88.932672,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-3.229428222,6.083177242,2,,
5476,DTXSID7024031,"(E)-1,2-Dichloroethylene",C2H2Cl2,156-60-5,Cl\C=C\Cl,95.9533555,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.781075536,2.617065856,1,,
5477,DTXSID7024035,"2,4-Dichlorophenoxybutyric acid",C10H10Cl2O3,94-82-6,OC(=O)CCCOC1=CC=C(Cl)C=C1Cl,248.0006996,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.125704,5.454144,1,,
5478,DTXSID7024081,Endothal,C8H10O5,145-73-3,OC(=O)C1C2CCC(O2)C1C(O)=O,186.0528234,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-4.036094731,9.375372764,10,,
5479,DTXSID7024085,Ethephon,C2H6ClO3P,16672-87-0,OP(O)(=O)CCCl,143.9743088,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-3.837498984,3.239227777,7,,
5480,DTXSID7024087,2-Ethoxyethanol,C4H10O2,110-80-5,CCOCCO,90.06807956,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-1.016901438,3.843858461,1,,
5481,DTXSID7024112,Fomesafen,C15H10ClF3N2O6S,72178-02-0,CS(=O)(=O)NC(=O)C1=CC(OC2=CC=C(C=C2Cl)C(F)(F)F)=CC=C1[N+]([O-])=O,437.9900194,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-1.724189,5.505564,7,,
5482,DTXSID7024160,"Lactofen, Lactofen","C19H15ClF3NO7, C19H15ClF3NO7","77501-63-4, 77501-63-4","CCOC(=O)C(C)OC(=O)C1=C(C=CC(OC2=C(Cl)C=C(C=C2)C(F)(F)F)=C1)[N+]([O-])=O, CCOC(=O)C(C)OC(=O)C1=C(C=CC(OC2=C(Cl)C=C(C=C2)C(F)(F)F)=C1)[N+]([O-])=O","461.048914, 461.048914","E2Up, VBtoxcast",,,,,,,,,,,,,,,1,2,,,,1,-2.071467,7.671036,24,,
5483,DTXSID7024164,Bensulfuron-methyl,C16H18N4O7S,83055-99-6,COC(=O)C1=C(CS(=O)(=O)NC(=O)NC2=NC(OC)=CC(OC)=N2)C=CC=C1,410.0896201,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-1.888006,6.471699,3,,
5484,DTXSID7024166,"2,5-Furandione",C4H2O3,108-31-6,O=C1OC(=O)C=C1,98.00039392,exposurepred,,,,,,,,1,0.454628979,,,,,,,,,,,,,,,,
5485,DTXSID7024241,"Oxyfluorfen, Oxyfluorfen","C15H11ClF3NO4, C15H11ClF3NO4","42874-03-3, 42874-03-3","CCOC1=CC(OC2=CC=C(C=C2Cl)C(F)(F)F)=CC=C1[N+]([O-])=O, CCOC1=CC(OC2=CC=C(C=C2Cl)C(F)(F)F)=CC=C1[N+]([O-])=O","361.03287, 361.03287","E2Up, VBtoxcast",,,,,,,,,,,,,,,1,1,,,,1,-2.900938068,9.375372764,24,,
5486,DTXSID7024243,Paraquat dichloride,C12H14N2,1910-42-5,[Cl-].[Cl-].C[N+]1=CC=C(C=C1)C1=CC=[N+](C)C=C1,186.1146013,pesticidemammarytumors,,,,,,,,,,,,,,,,,,,1,,,,,,
5487,DTXSID7024245,Pendimethalin,C13H19N3O4,40487-42-1,CCC(CC)NC1=C(C(C)=C(C)C=C1[N+]([O-])=O)[N+]([O-])=O,281.1375561,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.353941517,9.485967746,8,,
5488,DTXSID7024247,Pentachlorobenzene,C6HCl5,608-93-5,ClC1=CC(Cl)=C(Cl)C(Cl)=C1Cl,247.8520885,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-1.601100471,3.724373632,5,,
5489,DTXSID7024291,Quinalphos,C12H15N2O3PS,13593-03-8,CCOP(=S)(OCC)OC1=CN=C2C=CC=CC2=N1,298.0541005,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-6.706992056,5.804096074,6,,
5490,DTXSID7024299,"Hexythiazox, Hexythiazox","C17H21ClN2O2S, C17H21ClN2O2S","78587-05-0, 78587-05-0","C[C@H]1[C@@H](SC(=O)N1C(=O)NC1CCCCC1)C1=CC=C(Cl)C=C1, C[C@H]1[C@@H](SC(=O)N1C(=O)NC1CCCCC1)C1=CC=C(Cl)C=C1","352.1012268, 352.1012268","E2Up, VBtoxcast",,,,,,,,,,,,,,,1,1,,,,1,-6.578748,9.280498,12,,
5491,DTXSID7024320,"1,2,4,5-Tetrachlorobenzene",C6H2Cl4,95-94-3,ClC1=CC(Cl)=C(Cl)C=C1Cl,213.8910609,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.6002,8.627013,4,,
5492,DTXSID7024328,Sulfotepp,C8H20O5P2S2,3689-24-5,CCOP(=S)(OCC)OP(=S)(OCC)OCC,322.0227401,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-3.461555514,16.18915312,8,,
5493,DTXSID7024376,"Vernolate, Vernolate","C10H21NOS, C10H21NOS","1929-77-7, 1929-77-7","CCCSC(=O)N(CCC)CCC, CCCSC(=O)N(CCC)CCC","203.1343855, 203.134385474","ERactive, VBtoxcast",,,,,,,,,,,,,1,0,,,,,,1,-0.138974319,3.125708052,1,,
5494,DTXSID7024457,"9-Aminoacridine, monohydrochloride, monohydrate",C13H13ClN2O,52417-22-8,O.Cl.NC1=C2C=CC=CC2=NC2=C1C=CC=C2,248.0716407,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-0.800366813,346.7400967,20,,
5495,DTXSID7024538,Anthralin,C14H10O3,1143-38-0,OC1=C2C(CC3=CC=CC(O)=C3C2=O)=CC=C1,226.0629942,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.201845139,10.13883872,17,,
5496,DTXSID7024586,"Benzothiazole, Benzothiazole","C7H5NS, C7H5NS","95-16-9, 95-16-9","S1C=NC2=CC=CC=C12, S1C=NC2=CC=CC=C12","135.0142703, 135.014270339","exposurepred, VBtoxcast",,,,,,,,1,0.340919162,,,,,,,,,,,1,-2.809933,25.71659,5,,
5497,DTXSID7024611,Bis(t-butyl dioxyisopropyl)benzene,-,25155-25-3,"CC(C)(C)OOC(C)(C)*.CC(C)(C)OOC(C)(C)C1=CC=CC=C1 |c:20,22,t:18,lp:4:2,5:2,14:2,15:2,m:9:21.22|",-,exposurepred,,,,,,,,1,0.598380744,,,,,,,,,,,,,,,,
5498,DTXSID7024615,"Bis(eta(5)-2,4-cyclopentadien-1-yl) chromium",C10H10Cr,1271-24-5,[Cr++].[CH-]1C=CC=C1.[CH-]1C=CC=C1,182.018756,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.190668016,4.399630886,3,,
5499,DTXSID7024665,Butane,C4H10,106-97-8,CCCC,58.07825032,exposurepred,,,,,,,,1,3850.807894,,,,,,,,,,,,,,,,
5500,DTXSID7024667,"1,4-Butanediol diglycidyl ether, 1,4-Butanediol diglycidyl ether","C10H18O4, C10H18O4","2425-79-8, 2425-79-8","C(CCOCC1CO1)COCC1CO1, C(CCOCC1CO1)COCC1CO1","202.1205091, 202.12050906","exposurepred, VBtoxcast",,,,,,,,1,0.570825599,,,,,,,,,,,1,-2.206761931,16.62124476,5,,
5501,DTXSID7024798,2-Chloro-2-nitropropane,C3H6ClNO2,594-71-8,CC(C)(Cl)[N+]([O-])=O,123.0087061,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-0.482451006,3.269622773,1,,
5502,DTXSID7024821,1-Chloro-4-(trifluoromethyl)benzene,C7H4ClF3,98-56-6,FC(F)(F)C1=CC=C(Cl)C=C1,179.9953623,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-4.194386,89.52158,9,,
5503,DTXSID7024827,Chlorpromazine hydrochloride,C17H20Cl2N2S,69-09-0,Cl.CN(C)CCCN1C2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2,354.0724252,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-3.427648,15.66379,41,,
5504,DTXSID7024873,Cyanuric acid,C3H3N3O3,108-80-5,OC1=NC(O)=NC(O)=N1,129.017441,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-0.541979541,3.039168255,1,,
5505,DTXSID7024875,"1,2-Cyclohexanedicarboxylic acid, bis(oxiranylmethyl) ester",C14H20O6,5493-45-8,O=C(OCC1CO1)C1CCCCC1C(=O)OCC1CO1,284.1259884,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-1.052939282,5.735728264,2,,
5506,DTXSID7024902,Dazomet,C5H10N2S2,533-74-4,CN1CSC(=S)N(C)C1,162.0285407,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-4.623490779,9.16775146,27,,
5507,DTXSID7024904,"4',5'-Dibromofluorescein",C20H10Br2O5,596-03-2,OC1=C(Br)C2=C(C=C1)C1(OC(=O)C3=CC=CC=C13)C1=C(O2)C(Br)=C(O)C=C1,487.889499,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-1.425266164,183.6982656,13,,
5508,DTXSID7024950,"2,3-Dibromopropyl acrylate",C6H8Br2O2,19660-16-3,BrCC(Br)COC(=O)C=C,269.889105,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-3.03572687,23.26016086,15,,
5509,DTXSID7024956,"N,N'-Bis(1-methylpropyl)-1,4-benzenediamine",C14H24N2,101-96-2,CCC(C)NC1=CC=C(NC(C)CC)C=C1,220.1939488,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.847528266,7.075326108,2,,
5510,DTXSID7025001,"2,3-Dichlorophenol",C6H4Cl2O,576-24-9,OC1=CC=CC(Cl)=C1Cl,161.9639201,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-1.972212134,3.248048108,3,,
5511,DTXSID7025003,"2,5-Dichlorophenol, 2,5-Dichlorophenol, 2,5-Dichlorophenol","C6H4Cl2O, C6H4Cl2O, C6H4Cl2O","583-78-8, 583-78-8, 583-78-8","OC1=CC(Cl)=CC=C1Cl, OC1=CC(Cl)=CC=C1Cl, OC1=CC(Cl)=CC=C1Cl","161.9639201, 161.9639201, 161.9639201","exposurepred, P4Up, VBtoxcast",,,,,,,,1,0.588473858,,,,,,,,1,3,,1,-1.453924059,4.545551435,2,,
5512,DTXSID7025005,"3,4-Dichlorophenol",C6H4Cl2O,95-77-2,OC1=CC=C(Cl)C(Cl)=C1,161.9639201,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-0.02262019,4.119866,1,,
5513,DTXSID7025055,Bis(2-ethylhexyl) decanedioate,C26H50O4,122-62-3,CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,426.3709101,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-4.182936158,8.752045683,6,,
5514,DTXSID7025132,"1,2-Dimethyl-3-nitrobenzene, 1,2-Dimethyl-3-nitrobenzene","C8H9NO2, C8H9NO2","83-41-0, 83-41-0","CC1=CC=CC(=C1C)[N+]([O-])=O, CC1=CC=CC(=C1C)[N+]([O-])=O","151.0633285, 151.063328534","exposurepred, VBtoxcast",,,,,,,,1,0.408799874,,,,,,,,,,,1,-3.561685,5.162847,9,,
5515,DTXSID7025134,"1,3-Dimethyl-2-nitrobenzene",C8H9NO2,81-20-9,CC1=CC=CC(C)=C1[N+]([O-])=O,151.0633285,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-6.063927,5.981853,22,,
5516,DTXSID7025136,"1,3-Dimethyl-5-nitrobenzene",C8H9NO2,99-12-7,CC1=CC(=CC(C)=C1)[N+]([O-])=O,151.0633285,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-1.903117,14.11059,1,,
5517,DTXSID7025138,"N,N-Dimethyl-4-nitrosoaniline",C8H10N2O,138-89-6,CN(C)C1=CC=C(C=C1)N=O,150.079313,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-1.002451686,9.348451123,19,,
5518,DTXSID7025215,Diundecyl phthalate,C30H50O4,3648-20-2,CCCCCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCCCCC,474.3709101,exposurepred,,,,,,,,1,67.390683,,,,,,,,,,,,,,,,
5519,DTXSID7025217,"(2-Dodecenyl)succinic anhydride, (2-Dodecenyl)succinic anhydride","C16H26O3, C16H26O3","19780-11-1, 19780-11-1","CCCCCCCCCC=CCC1CC(=O)OC1=O, CCCCCCCCCC=CCC1CC(=O)OC1=O","266.1881947, 266.188194697","exposurepred, VBtoxcast",,,,,,,,1,0.541971841,,,,,,,,,,,1,-2.528817276,4.864809211,6,,
5520,DTXSID7025346,"Furfuryl acetate, Furfuryl acetate","C7H8O3, C7H8O3","623-17-6, 623-17-6","CC(=O)OCC1=CC=CO1, CC(=O)OCC1=CC=CO1","140.0473441, 140.047344118","exposurepred, VBtoxcast",,,,,,,,1,0.118192351,,,,,,,,,,,1,-1.51944692,6.574336188,1,,
5521,DTXSID7025394,Triazinetriethanol,C9H21N3O3,4/4/4719,OCCN1CN(CCO)CN(CCO)C1,219.1582915,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-3.691238709,17.48914512,8,,
5522,DTXSID7025421,N-Hydroxybenzamide,C7H7NO2,495-18-1,ONC(=O)C1=CC=CC=C1,137.0476785,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-5.682516785,5.043500942,6,,
5523,DTXSID7025423,N-(Hydroxyethyl)ethylenediamine,C4H12N2O,111-41-1,NCCNCCO,104.094963,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.205306906,3.039531243,1,,
5524,DTXSID7025427,2-Hydroxy-2-methylpropanenitrile,C4H7NO,75-86-5,CC(C)(O)C#N,85.05276385,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-3.386588,3.828021,1,,
5525,DTXSID7025429,"6-Hydroxy-2-naphthyl disulfide, 6-Hydroxy-2-naphthyl disulfide","C20H14O2S2, C20H14O2S2","6088-51-3, 6088-51-3","OC1=CC2=CC=C(SSC3=CC4=CC=C(O)C=C4C=C3)C=C2C=C1, OC1=CC2=CC=C(SSC3=CC4=CC=C(O)C=C4C=C3)C=C2C=C1","350.043522, 350.043522039","ERactive, VBtoxcast",,,,,,,,,,,,,1,0.25,,,,,,1,-2.894617968,10.11382216,10,,
5526,DTXSID7025479,N-Isopropylaniline,C9H13N,768-52-5,CC(C)NC1=CC=CC=C1,135.1047994,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-1.213963,1.258173,1,,
5527,DTXSID7025506,"Linolenic acid, Linolenic acid","C18H30O2, C18H30O2","463-40-1, 463-40-1","CC\\C=C/C\\C=C/C\\C=C/CCCCCCCC(O)=O, CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O","278.2245802, 278.224580206","exposurepred, VBtoxcast",,,,,,,,1,0.264214659,,,,,,,,,,,1,-4.960718212,8.561049132,2,,
5528,DTXSID7025558,4-Methoxy-3-nitro-N-phenylbenzamide,C14H12N2O4,97-32-5,COC1=CC=C(C=C1[N+]([O-])=O)C(=O)NC1=CC=CC=C1,272.0797069,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-0.06630484,5.797757,2,,
5529,DTXSID7025639,2-Methyl-6-nitrobenzoic acid,C8H7NO4,13506-76-8,CC1=CC=CC(=C1C(O)=O)[N+]([O-])=O,181.0375077,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-0.202072705,3.647983519,1,,
5530,DTXSID7025683,Methylamine,CH5N,74-89-5,CN,31.04219917,exposurepred,,,,,,,,1,0.299502761,,,,,,,,,,,,,,,,
5531,DTXSID7025689,Musk ambrette,C12H16N2O5,83-66-9,COC1=C(C=C(C(C)=C1[N+]([O-])=O)[N+]([O-])=O)C(C)(C)C,268.1059216,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-0.5358936,2.946707,4,,
5532,DTXSID7025716,Ninhydrin,C9H6O4,485-47-2,OC1(O)C(=O)C2=C(C=CC=C2)C1=O,178.0266087,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-0.551105474,5.258214396,2,,
5533,DTXSID7025849,1-Pentene,C5H10,109-67-1,CCCC=C,70.07825032,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.905166456,10.08881971,3,,
5534,DTXSID7025895,"N-Phenyl-1,4-benzenediamine, N-Phenyl-1,4-benzenediamine","C12H12N2, C12H12N2","101-54-2, 101-54-2","NC1=CC=C(NC2=CC=CC=C2)C=C1, NC1=CC=C(NC2=CC=CC=C2)C=C1","184.1000484, 184.100048394","P4Up, VBtoxcast",,,,,,,,,,,,,,,,,1,2,,1,-1.573593379,10.53418314,37,,
5535,DTXSID7025922,Pinane,C10H18,473-55-2,CC1CCC2CC1C2(C)C,138.1408506,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-4.415760902,4.618070147,5,,
5536,DTXSID7025924,Piperonal,C8H6O3,120-57-0,O=CC1=CC=C2OCOC2=C1,150.0316941,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-0.035094537,3.726919923,1,,
5537,DTXSID7025926,"Piperonal acetone, Piperonal acetone","C11H10O3, C11H10O3","3160-37-0, 3160-37-0","CC(=O)C=CC1=CC=C2OCOC2=C1, CC(=O)C=CC1=CC=C2OCOC2=C1","190.0629942, 190.062994182","exposurepred, VBtoxcast",,,,,,,,1,0.133765257,,,,,,,,,,,1,-2.071684154,7.017396717,2,,
5538,DTXSID7025972,3-Propylidenephthalide,C11H10O2,17369-59-4,CC\\C=C1\\OC(=O)C2=CC=CC=C12,174.0680796,exposurepred,,,,,,,,1,0.131882157,,,,,,,,,,,,,,,,
5539,DTXSID7026029,Sodium dehydroacetate,C8H7NaO4,4418-26-2,[Na+].C\C([O-])=C1/C(=O)OC(C)=CC1=O,190.024203,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.711213533,17.56681377,11,,
5540,DTXSID7026102,Tetrachlorophthalic anhydride,C8Cl4O3,117-08-8,ClC1=C2C(=O)OC(=O)C2=C(Cl)C(Cl)=C1Cl,283.8601547,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.403088083,14.20635637,2,,
5541,DTXSID7026156,"Toluene-2,4-diisocyanate",C9H6N2O2,584-84-9,CC1=CC=C(C=C1N=C=O)N=C=O,174.0429274,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-0.339060108,8.349041953,2,,
5542,DTXSID7026231,"1,8,9-Trihydroxyanthracene",C14H10O3,480-22-8,OC1=CC=CC2=CC3=CC=CC(O)=C3C(O)=C12,226.0629942,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.876502773,3.697380374,8,,
5543,DTXSID7026235,Trimellitic anhydride,C9H4O5,552-30-7,OC(=O)C1=CC=C2C(=O)OC(=O)C2=C1,192.0058732,exposurepred,,,,,,,,1,0.635615535,,,,,,,,,,,,,,,,
5544,DTXSID7026314,Zinc pyrithione,C10H8N2O2S2Zn,13463-41-7,[O-]1N2C=CC=CC2=[S][Zn++]11[O-]N2C=CC=CC2=[S]1,315.931862,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.605819,10.55758,135,,
5545,DTXSID7026366,"1,4-Bis(trichloromethyl)benzene",C8H4Cl6,68-36-0,ClC(Cl)(Cl)C1=CC=C(C=C1)C(Cl)(Cl)Cl,309.8444163,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.197366,2.158595,2,,
